,trigram,chi-sq
1812,"('it', 'be', 'too')",34226.39337299321
1813,"('on', 'his', 'knee')",34225.45970643791
1814,"('recording', 'be', 'in')",34203.68407760323
1815,"('there', 'be', 'many')",34196.47903870057
1816,"('top', 'of', 'the')",34144.401236918595
1817,"('out', 'from', 'Earth')",34135.511654426315
1818,"('you', 'mister', 'Hunsden')",34053.28202267831
1819,"('it', 'be', 'all')",34010.19977981587
1820,"('of', 'my', 'chinny')",33907.114790946966
1821,"('edge', 'of', 'the')",33907.01835134332
1822,"('member', 'of', 'the')",33885.531275609224
1823,"('the', 'sitting', 'room')",33835.50940054394
1824,"('there', 'be', 'some')",33826.23082593773
1825,"('at', 'least', 'one')",33700.81708969119
1826,"('whether', 'it', 'be')",33693.941038911464
1827,"('it', 'be', 'just')",33645.872378825676
1828,"('be', 'no', 'doubt')",33593.209606380915
1829,"('press', 'the', 'spring')",33562.69162263947
1830,"('there', 'be', 'only')",33542.93696766587
1831,"('man', 'who', 'have')",33540.72902392775
1832,"('a', 'low', 'tone')",33505.79545899495
1833,"('at', 'that', 'moment')",33499.563656784514
1834,"('on', 'my', 'knee')",33497.961992611556
1835,"('after', 'a', 'moment')",33459.91456233437
1836,"('of', 'the', 'Vril')",33364.08708336898
1837,"('it', 'be', 'very')",33318.78799345407
1838,"('for', 'many', 'year')",33203.33077520982
1839,"('it', 'be', 'easy')",33199.64730523166
1840,"('without', 'a', 'word')",33140.60988155474
1841,"('in', 'the', 'morning')",33127.76404661581
1842,"('begin', 'at', 'once')",33068.016413932164
1843,"('his', 'head', 'toward')",32934.5098807532
1844,"('it', 'be', 'be')",32915.16899528782
1845,"('though', 'it', 'be')",32855.4819306281
1846,"('there', 'be', 'another')",32796.86544452628
1847,"('now', 'and', 'then')",32741.054024329656
1848,"('it', 'be', 'no')",32687.066409312585
1849,"('for', 'a', 'instant')",32638.309177015944
1850,"('as', 'if', 'he')",32612.30835993587
1851,"('too', 'much', 'for')",32571.141132065553
1852,"('I', 'be', 'glad')",32566.25760194947
1853,"('on', 'the', 'mantelpiece')",32531.16124368201
1854,"('it', 'be', 'so')",32517.250566636267
1855,"('try', 'to', 'fly')",32485.27796877337
1856,"('but', 'I', '')",32474.527568829886
1857,"('but', 'at', 'least')",32464.985818952093
1858,"('to', 'pick', 'up')",32431.15060573177
1859,"('it', 'be', 'known')",32430.520857410953
1860,"('because', 'it', 'be')",32388.170079359224
1861,"('yes', 'say', 'Denry')",32388.07008844587
1862,"('the', 'young', 'man')",32384.937373441215
1863,"('it', 'be', 'someth')",32370.304223711548
1864,"('pick', 'up', 'the')",32353.252558243872
1865,"('her', 'husband', ""'s"")",32314.87380966097
1866,"('Briscoe', 'be', 'dead')",32303.04358368756
1867,"(""'"", 'mister', 'Rocco')",32302.34261535945
1868,"('what', 'it', 'be')",32291.218858603712
1869,"('I', '', 'will')",32223.02702309052
1870,"('convert', 'into', 'a')",32218.03357916884
1871,"('then', 'there', 'be')",32217.989405374334
1872,"('it', 'be', 'really')",32199.08497311771
1873,"('mister', 'Hunsden', 'that')",32196.631852828497
1874,"('the', 'old', 'man')",32102.64124527229
1875,"('as', 'it', 'be')",32097.169522860095
1876,"('there', 'be', 'also')",32080.161272363508
1877,"('it', 'be', 'and')",32048.190676033835
1878,"('there', 'be', 'two')",31922.615514453002
1879,"('it', 'be', 'nearly')",31861.99619905466
1880,"('it', 'be', 'astonish')",31861.801916250406
1881,"(""'why"", 'do', 'you')",31833.062228177027
1882,"('on', 'her', 'knee')",31821.51357864092
1883,"('my', 'dear', 'father')",31805.25968318375
1884,"('across', 'the', 'street')",31790.517100497582
1885,"('be', 'it', 'be')",31788.649748921438
1886,"('it', 'be', 'go')",31773.760466989213
1887,"('I', 'shall', 'like')",31757.608445703143
1888,"('to', 'and', 'fro')",31698.44692732262
1889,"('it', 'be', 'worth')",31694.00447838841
1890,"('perhaps', 'it', 'be')",31680.358969483867
1891,"('of', 'the', 'same')",31649.06183294278
1892,"('unlock', 'the', 'door')",31646.11827685061
1893,"('let', 'i', 'hear')",31606.958513512815
1894,"('it', 'be', 'obvious')",31589.220089171165
1895,"('at', 'least', 'a')",31581.497592978503
1896,"('where', 'it', 'be')",31560.434317639523
1897,"('it', 'be', 'of')",31555.67310109162
1898,"('to', 'it', 'be')",31553.222486583105
1899,"('it', 'be', 'difficult')",31536.26282722385
1900,"('give', 'i', 'a')",31533.817958065763
1901,"('along', 'the', 'road')",31530.86013332234
1902,"('thought', 'it', 'be')",31522.69194293643
1903,"('at', 'the', 'bottom')",31490.51691301252
1904,"('it', 'be', 'plain')",31463.825410822352
1905,"('think', 'it', 'be')",31397.49504198215
1906,"('and', 'mrs', 'Sampson')",31370.035496440283
1907,"('have', 'pick', 'up')",31361.699882571244
1908,"('become', 'aware', 'of')",31351.42952318024
1909,"('front', 'door', 'and')",31324.156185280117
1910,"('it', 'be', 'still')",31277.231341504994
1911,"('there', 'be', 'always')",31271.52773904558
1912,"('a', 'thousand', 'mile')",31270.482422759345
1913,"('it', 'be', 'always')",31226.897451951947
1914,"(""'"", 'say', 'Theodore')",31213.10178532179
1915,"('under', 'the', 'influence')",31173.103013903496
1916,"('I', 'have', 'no')",31158.8619057291
1917,"('it', 'be', 'precisely')",31128.45035127273
1918,"('of', 'it', 'be')",31081.82275595217
1919,"('it', 'be', 'extremely')",31030.645905136837
1920,"('little', 'Pig', 'and')",31000.610342502096
1921,"('whenever', 'it', 'be')",30966.363172333226
1922,"('it', 'be', 'simply')",30962.73279128828
1923,"('it', 'be', 'he')",30954.759766481475
1924,"('in', 'his', 'pocket')",30945.19486413705
1925,"('find', 'it', 'be')",30941.24369487849
1926,"('half', 'a', 'century')",30937.087558583706
1927,"('yet', 'it', 'be')",30935.699928483205
1928,"('it', 'be', 'like')",30914.52541600866
1929,"('when', 'it', 'be')",30890.094123940864
1930,"('now', 'it', 'be')",30849.424032531977
1931,"('say', 'it', 'be')",30848.125689052245
1932,"('inform', 'i', 'that')",30847.80314743936
1933,"('there', 'be', 'twelve')",30844.957098441166
1934,"('till', 'it', 'be')",30841.096839106194
1935,"('Beside', 'there', 'be')",30811.159703814785
1936,"('it', 'be', 'I')",30810.14476199204
1937,"('indeed', 'it', 'be')",30806.753039492738
1938,"('it', 'be', 'also')",30803.639361684276
1939,"('i', 'at', 'least')",30801.444180123308
1940,"('in', 'it', 'be')",30799.286803600007
1941,"('unless', 'it', 'be')",30798.891226568547
1942,"('it', 'be', 'certainly')",30793.28304588643
1943,"('it', 'be', 'natural')",30790.001554996306
1944,"('I', 'have', 'never')",30782.52777763146
1945,"('knew', 'it', 'be')",30780.332738498466
1946,"('about', 'it', 'be')",30779.95559516284
1947,"('it', 'be', 'probably')",30763.831603224717
1948,"('if', 'you', 'choose')",30738.67960624923
1949,"('set', 'eyes', 'on')",30732.033805865816
1950,"('although', 'it', 'be')",30730.141371738588
1951,"('what', ""'s"", 'wrong')",30720.94074241447
1952,"('huge', 'bear', 'and')",30710.74146237098
1953,"('it', 'be', 'call')",30689.24891817052
1954,"('it', 'be', 'merely')",30676.761057828513
1955,"('it', 'be', 'clear')",30660.54424138106
1956,"('full', 'possession', 'of')",30655.067416557216
1957,"('it', 'be', 'such')",30644.506322474947
1958,"('have', 'never', 'se')",30629.879057169477
1959,"('do', 'it', 'be')",30619.26817932023
1960,"('it', 'be', 'now')",30617.44945883194
1961,"(""'"", 'it', 'be')",30609.38705529791
1962,"('it', 'be', 'generally')",30603.630983876177
1963,"('it', 'be', 'dark')",30594.1557190908
1964,"('believe', 'it', 'be')",30546.927356012642
1965,"('he', 'it', 'be')",30545.64887756357
1966,"('for', 'it', 'be')",30544.774341038898
1967,"('their', 'own', 'way')",30542.202913548055
1968,"('have', 'it', 'be')",30527.239219022187
1969,"('it', 'be', 'well')",30515.999553379002
1970,"('time', 'it', 'be')",30502.299060964615
1971,"('it', 'be', 'more')",30476.82422068643
1972,"('it', 'be', 'nothing')",30473.63927613223
1973,"('it', 'be', 'to')",30472.68283613194
1974,"('it', 'be', 'almost')",30463.91456110035
1975,"('this', 'it', 'be')",30463.763111771485
1976,"('it', 'be', 'because')",30463.116908767217
1977,"('suppose', 'it', 'be')",30462.153826866186
1978,"('yes', 'it', 'be')",30461.516539631273
1979,"('sir', 'it', 'be')",30459.470524709213
1980,"('my', 'it', 'be')",30453.973943140903
1981,"('know', 'it', 'be')",30450.178289139913
1982,"('it', 'be', 'mine')",30449.457690372725
1983,"('it', 'be', 'pretty')",30448.569801888556
1984,"('heel', 'and', 'walk')",30437.957779349228
1985,"('before', 'it', 'be')",30433.378773643093
1986,"('it', 'be', 'hardly')",30431.405427352103
1987,"('it', 'be', 'neither')",30429.916672004863
1988,"('it', 'it', 'be')",30429.855073023944
1989,"('it', 'be', 'exactly')",30423.74321469731
1990,"('business', 'it', 'be')",30396.814323930364
1991,"('message', 'of', 'love')",30395.45774792676
1992,"('voice', 'it', 'be')",30394.228166102774
1993,"('it', 'be', 'wrong')",30391.84682896365
1994,"('it', 'be', 'better')",30388.523132919036
1995,"('it', 'be', 'full')",30386.61757594832
1996,"('it', 'be', 'it')",30381.77803414749
1997,"('it', 'be', 'rather')",30378.00240900196
1998,"('and', 'it', 'be')",30374.988661473304
1999,"('it', 'be', 'they')",30371.855473548367
2000,"('there', 'it', 'be')",30371.04352947341
2001,"('how', 'it', 'be')",30365.731030152307
2002,"('see', 'it', 'be')",30363.60602423839
2003,"('bottom', 'of', 'the')",30352.017939533922
2004,"('dear', 'it', 'be')",30351.998502201954
2005,"('cry', 'it', 'be')",30344.970597900585
2006,"('wrong', 'it', 'be')",30341.138496131207
2007,"('on', 'it', 'be')",30337.867139169644
2008,"('it', 'be', 'late')",30336.010812248696
2009,"('here', 'it', 'be')",30334.38859352321
2010,"('street', 'it', 'be')",30330.30410706131
2011,"('case', 'it', 'be')",30330.01140687181
2012,"('sure', 'it', 'be')",30326.903199121196
2013,"('then', 'it', 'be')",30325.56981830233
2014,"('room', 'it', 'be')",30322.263861611227
2015,"('again', 'it', 'be')",30315.63998590657
2016,"('it', 'be', 'hard')",30303.426433449447
2017,"('it', 'be', 'believe')",30302.22427618671
2018,"('it', 'be', 'she')",30301.066283822765
2019,"('a', 'piece', 'of')",30297.826246574026
2020,"('it', 'be', 'time')",30296.604351747148
2021,"('while', 'it', 'be')",30288.14146509317
2022,"('moment', 'it', 'be')",30287.404587789417
2023,"('Carrado', 'it', 'be')",30286.782002976583
2024,"('not', 'it', 'be')",30283.097566903914
2025,"('her', 'it', 'be')",30271.645895772923
2026,"('which', 'it', 'be')",30268.379843683837
2027,"('it', 'be', 'enough')",30267.89422524334
2028,"('hope', 'it', 'be')",30267.53067114726
2029,"('it', 'be', ""'"")",30265.161293501886
2030,"('you', 'it', 'be')",30264.855287102386
2031,"('really', 'it', 'be')",30264.575828939756
2032,"('it', 'be', 'past')",30263.55271695261
2033,"('house', 'it', 'be')",30262.772421100104
2034,"('', 'it', 'be')",30259.320963876617
2035,"('let', 'it', 'be')",30258.84193173899
2036,"('it', 'be', 'strange')",30257.529464407486
2037,"('it', 'be', 'with')",30254.373832529487
2038,"('felt', 'it', 'be')",30253.00688214015
2039,"('it', 'be', 'far')",30251.936530749226
2040,"('it', 'be', 'one')",30251.498096645577
2041,"('it', 'be', 'near')",30250.628553606864
2042,"('it', 'be', 'good')",30250.45070268101
2043,"('it', 'be', 'indeed')",30249.433963071835
2044,"('it', 'be', 'here')",30247.983122886875
2045,"('it', 'be', 'fine')",30243.915758875806
2046,"('it', 'be', 'often')",30239.753002733993
2047,"('Oh', 'it', 'be')",30237.767958195607
2048,"('so', 'it', 'be')",30237.203383326407
2049,"('it', 'be', 'but')",30236.11586044623
2050,"('fact', 'it', 'be')",30234.018217405297
2051,"('it', 'be', 'however')",30233.69868880315
2052,"('it', 'be', 'his')",30233.01626595309
2053,"('it', 'be', 'make')",30232.901436768134
2054,"('it', 'be', 'from')",30232.59552570621
2055,"('stay', 'at', 'home')",30230.253932138818
2056,"('in', 'my', 'mind')",30219.193360644844
2057,"('it', 'be', 'as')",30218.31342301353
2058,"('there', 'be', 'any')",30216.539568128268
2059,"('where', 'there', 'be')",30216.457306216813
2060,"('place', 'it', 'be')",30216.283863069013
2061,"('remember', 'it', 'be')",30214.843581838704
2062,"('course', 'it', 'be')",30214.007854380543
2063,"('river', 'it', 'be')",30213.656814777314
2064,"('it', 'be', 'the')",30212.269605671103
2065,"('it', 'be', 'much')",30210.903128292593
2066,"('it', 'be', 'her')",30204.019351317893
2067,"('it', 'be', 'my')",30202.983875723843
2068,"('bed', 'it', 'be')",30202.80857281513
2069,"('shoulder', 'it', 'be')",30197.932343269556
2070,"('mind', 'it', 'be')",30196.79131674914
2071,"('it', 'be', 'for')",30195.227850365027
2072,"('country', 'it', 'be')",30195.172905469797
2073,"('of', 'John', 'silence')",30194.56432409491
2074,"('it', 'be', 'perhaps')",30190.613828661746
2075,"('tree', 'it', 'be')",30183.437634797498
2076,"('start', 'it', 'be')",30183.0150418328
2077,"('however', 'it', 'be')",30182.83024065164
2078,"('world', 'it', 'be')",30181.455457197448
2079,"('thing', 'it', 'be')",30180.37470217363
2080,"('it', 'be', 'begin')",30177.06821145053
2081,"('well', 'it', 'be')",30176.729911275466
2082,"('it', 'be', 'another')",30172.67111784007
2083,"('it', 'be', 'if')",30168.332739287893
2084,"('earth', 'it', 'be')",30167.551786409167
2085,"('they', 'it', 'be')",30166.700555836884
2086,"('it', 'be', 'half')",30162.888447692425
2087,"('come', 'it', 'be')",30161.51502533358
2088,"('can', 'it', 'be')",30156.73188792564
2089,"('up', 'it', 'be')",30156.643949522833
2090,"('it', 'be', 'at')",30155.38784350509
2091,"('it', 'be', 'when')",30153.740945122085
2092,"('return', 'it', 'be')",30153.300483618343
2093,"('i', 'it', 'be')",30149.461714949008
2094,"('it', 'be', 'in')",30149.21062708677
2095,"('be', 'worse', 'than')",30146.900261433155
2096,"('it', 'be', 'never')",30145.496617591685
2097,"('it', 'be', 'over')",30145.27898614488
2098,"('it', 'be', 'against')",30145.13919968422
2099,"('it', 'be', 'do')",30143.838553177775
2100,"('go', 'it', 'be')",30143.04893975495
2101,"('side', 'it', 'be')",30142.10671999168
2102,"('reply', 'it', 'be')",30141.266362617294
2103,"('who', 'it', 'be')",30140.738463663714
2104,"('step', 'it', 'be')",30139.858323719025
2105,"('it', 'be', 'most')",30137.59631706541
2106,"('it', 'be', 'by')",30136.47231688407
2107,"('it', 'be', 'about')",30136.055938526177
2108,"('it', 'be', 'there')",30134.46893717528
2109,"('morning', 'it', 'be')",30134.230651472084
2110,"('face', 'it', 'be')",30134.17503997582
2111,"('farthest', 'from', 'the')",30132.428948081735
2112,"('out', 'it', 'be')",30131.31175340014
2113,"('all', 'it', 'be')",30131.24078245007
2114,"('light', 'it', 'be')",30131.220380195373
2115,"('it', 'be', 'then')",30130.26105996294
2116,"('it', 'be', 'their')",30129.300616374978
2117,"('it', 'be', 'that')",30128.187558397058
2118,"('be', 'at', 'least')",30128.107344773765
2119,"('one', 'it', 'be')",30126.216093587052
2120,"('it', 'be', 'Miss')",30125.849323050963
2121,"('far', 'it', 'be')",30125.085332018632
2122,"('name', 'it', 'be')",30122.778301856044
2123,"('it', 'be', 'up')",30120.969112241106
2124,"('it', 'be', 'this')",30118.50971138079
2125,"('down', 'it', 'be')",30117.532770441037
2126,"('in', 'the', 'meantime')",30116.51270203702
2127,"('it', 'be', 'us')",30114.739911238277
2128,"('in', 'the', 'public')",30113.09362072571
2129,"('it', 'be', 'say')",30112.727256550792
2130,"('it', 'be', 'you')",30111.96549506126
2131,"('us', 'it', 'be')",30111.859226217184
2132,"('away', 'it', 'be')",30111.08299783623
2133,"('it', 'be', 'what')",30110.698427922413
2134,"('it', 'be', 'through')",30107.49134990991
2135,"('head', 'it', 'be')",30105.74962032577
2136,"('man', 'it', 'be')",30105.205167431737
2137,"('girl', 'it', 'be')",30104.892599413928
2138,"('back', 'it', 'be')",30104.723983522417
2139,"('day', 'it', 'be')",30104.225301513445
2140,"('at', 'least', 'as')",30103.39620185757
2141,"('night', 'it', 'be')",30103.37433591427
2142,"('too', 'it', 'be')",30103.175517113275
2143,"('door', 'it', 'be')",30102.893076607535
2144,"('no', 'it', 'be')",30102.335184222084
2145,"('off', 'it', 'be')",30101.093312044995
2146,"('it', 'be', 'after')",30100.873956626278
2147,"('it', 'be', 'get')",30100.59156621853
2148,"('it', 'be', 'give')",30100.411847886015
2149,"('way', 'it', 'be')",30099.857990310342
2150,"('still', 'it', 'be')",30099.808184718964
2151,"('it', 'be', 'on')",30096.978088395932
2152,"('after', 'it', 'be')",30094.713245587096
2153,"('hand', 'it', 'be')",30093.953031365545
2154,"('it', 'be', 'some')",30092.96288210083
2155,"('than', 'it', 'be')",30091.364213138513
2156,"('it', 'be', 'mister')",30090.901260503037
2157,"('on', 'the', 'top')",30076.491673468776
2158,"('for', 'a', 'few')",30034.767960564244
2159,"('at', 'least', 'it')",29959.387037862492
2160,"('of', 'the', 'house')",29938.586625329626
2161,"('the', 'state', 'apartment')",29933.14359098581
2162,"('be', 'fil', 'with')",29905.177027264956
2163,"('on', 'the', 'Polaris')",29857.841644444572
2164,"('at', 'least', 'you')",29812.14672143709
2165,"('a', 'good', 'clergyman')",29769.281935951145
2166,"('there', 'be', 'other')",29717.01065794396
2167,"('there', 'be', 'several')",29715.69271148411
2168,"('difference', 'between', 'a')",29699.478141645854
2169,"('begin', 'to', 'feel')",29697.384890506662
2170,"('at', 'the', 'top')",29689.169372671768
2171,"('I', 'can', 'see')",29670.413116772786
2172,"('far', 'away', 'from')",29668.849835306864
2173,"('and', 'there', 'be')",29657.56700133969
2174,"('sat', 'down', 'in')",29653.2055568121
2175,"('there', 'be', 'one')",29644.319818941312
2176,"('no', 'matter', 'what')",29635.83046732868
2177,"('at', 'least', 'the')",29566.64636911068
2178,"('there', 'be', 'none')",29556.172370597757
2179,"('a', 'hour', 'later')",29539.650036522173
2180,"('middle', 'of', 'the')",29483.255031840716
2181,"('at', 'least', 'be')",29463.36916723061
2182,"('at', 'least', 'he')",29448.143898765284
2183,"('truth', 'there', 'be')",29442.332264377867
2184,"('be', 'there', 'be')",29432.776869133308
2185,"('there', 'be', 'so')",29432.25805712751
2186,"('only', 'a', 'few')",29431.63414915045
2187,"('though', 'there', 'be')",29431.38458990151
2188,"('in', 'the', 'neighbourhood')",29419.72286688514
2189,"('no', 'doubt', 'you')",29412.956643465986
2190,"('get', 'to', 'Stillwater')",29399.28732707573
2191,"('have', 'never', 'see')",29375.950454155707
2192,"('at', 'least', 'to')",29371.508753223858
2193,"('believe', 'there', 'be')",29361.339134831793
2194,"('there', 'be', 'scarcely')",29330.377879786858
2195,"('there', 'be', 'very')",29322.73920069902
2196,"('at', 'any', 'time')",29282.039890959655
2197,"('there', 'be', 'of')",29251.692990101434
2198,"('there', 'be', 'hardly')",29251.50123774803
2199,"('spend', 'most', 'of')",29227.80753388102
2200,"('at', 'the', 'door')",29217.442004056367
2201,"('course', 'there', 'be')",29211.32741428552
2202,"('whether', 'there', 'be')",29194.26045107128
2203,"('across', 'the', 'sky')",29171.95196404824
2204,"('draw', 'a', 'deep')",29158.32176969186
2205,"('its', 'way', 'through')",29142.996105086706
2206,"('there', 'be', 'still')",29125.428785891236
2207,"('I', 'become', 'aware')",29097.470945655037
2208,"(""'"", 'there', 'be')",29074.11633485631
2209,"('look', 'up', 'at')",29051.716388639412
2210,"('a', 'glimpse', 'of')",28958.520218866095
2211,"('apart', 'from', 'this')",28942.365167917535
2212,"('there', 'be', 'too')",28931.816974189824
2213,"('of', 'there', 'be')",28885.45901090388
2214,"('there', 'be', 'neither')",28857.243136579924
2215,"('the', 'soft', 'grass')",28850.92341161332
2216,"('thought', 'there', 'be')",28829.569766247063
2217,"('there', 'be', 'three')",28817.098506849044
2218,"('when', 'there', 'be')",28696.107795435368
2219,"('by', 'this', 'time')",28675.74542195192
2220,"('of', 'the', 'earth')",28670.471280243695
2221,"('there', 'be', 'just')",28651.797645109757
2222,"('year', 'of', 'age')",28640.738264652988
2223,"('let', 'i', 'go')",28640.25080754332
2224,"('be', 'clever', 'enough')",28563.53627319212
2225,"('force', 'there', 'be')",28540.382492082954
2226,"('because', 'there', 'be')",28529.972918489628
2227,"('there', 'be', 'something')",28525.205402364365
2228,"('there', 'be', 'anything')",28523.556651775005
2229,"('perhaps', 'there', 'be')",28489.927896920282
2230,"('will', 'no', 'doubt')",28458.82764922192
2231,"('there', 'be', 'such')",28450.650763716458
2232,"('the', 'spaceport', 'gate')",28428.090333746062
2233,"('can', 'no', 'longer')",28425.50771744379
2234,"('strong', 'enough', 'to')",28400.827083920198
2235,"('now', 'there', 'be')",28395.896670202554
2236,"('on', 'the', 'mantel')",28395.020624426834
2237,"('knew', 'there', 'be')",28392.452260640366
2238,"('too', 'late', 'to')",28386.237728868637
2239,"('will', 'gladly', 'have')",28374.887953099842
2240,"('there', 'be', 'to')",28367.016237944932
2241,"('there', 'be', 'more')",28364.428915239812
2242,"('there', 'be', 'few')",28312.89849850415
2243,"('earth', 'there', 'be')",28305.427787743854
2244,"('a', 'few', 'yard')",28304.448577025367
2245,"('there', 'be', 'in')",28288.48969965021
2246,"('portion', 'of', 'the')",28272.73456523828
2247,"('table', 'there', 'be')",28263.7508711228
2248,"('my', 'own', 'mind')",28254.593034093108
2249,"('of', 'mister', 'Duncalf')",28237.937300426867
2250,"('there', 'be', 'five')",28218.567461039103
2251,"('what', 'there', 'be')",28181.11461883156
2252,"('it', 'there', 'be')",28180.387994372835
2253,"('there', 'be', 'the')",28156.93890325434
2254,"('again', 'there', 'be')",28110.911404600974
2255,"('next', 'morning', 'and')",28109.252860789504
2256,"('he', 'there', 'be')",28104.63606498189
2257,"('light', 'there', 'be')",28097.783226759107
2258,"('time', 'there', 'be')",28089.590386246884
2259,"('think', 'there', 'be')",28089.427318544524
2260,"('yet', 'there', 'be')",28087.222484113125
2261,"('day', 'there', 'be')",28062.95382344064
2262,"('begin', 'to', 'descend')",28060.828147629265
2263,"('door', 'there', 'be')",28053.03722439957
2264,"('thing', 'there', 'be')",28051.551991512715
2265,"('moment', 'there', 'be')",28046.10708112962
2266,"('room', 'there', 'be')",28045.4052598939
2267,"('there', 'be', 'you')",28038.833276127698
2268,"('I', 'be', 'sure')",28027.664735044655
2269,"('her', 'there', 'be')",28010.639397743216
2270,"('for', 'there', 'be')",28002.486700424368
2271,"('down', 'there', 'be')",28000.909122014014
2272,"('there', 'be', 'but')",28000.382157359265
2273,"('five', 'minute', 'to')",27999.80243399024
2274,"('house', 'there', 'be')",27999.251309513336
2275,"('there', 'be', 'that')",27998.351560830615
2276,"('ll', 'puff', 'and')",27995.22482936357
2277,"('there', 'be', 'thing')",27984.968104268075
2278,"('first', 'there', 'be')",27984.727560861003
2279,"('say', 'there', 'be')",27970.949275921736
2280,"('as', 'there', 'be')",27956.628002480018
2281,"('he', 'pick', 'up')",27936.90301088107
2282,"('see', 'there', 'be')",27935.26908343985
2283,"('there', 'be', 'this')",27932.273676179593
2284,"('you', 'there', 'be')",27928.25209113602
2285,"('out', 'there', 'be')",27924.02799368996
2286,"('there', 'be', 'little')",27923.09621504831
2287,"('face', 'there', 'be')",27921.70733062272
2288,"('hand', 'there', 'be')",27905.764504229766
2289,"('go', 'there', 'be')",27903.422809578333
2290,"('know', 'there', 'be')",27899.7326225378
2291,"('there', 'be', 'at')",27897.17618247273
2292,"('man', 'there', 'be')",27895.181093226813
2293,"('i', 'there', 'be')",27886.960098395368
2294,"('by', 'any', 'chance')",27879.007344719303
2295,"('us', 'there', 'be')",27878.299015366505
2296,"('all', 'there', 'be')",27877.590981406098
2297,"('one', 'there', 'be')",27877.45895191423
2298,"('so', 'there', 'be')",27874.533310604224
2299,"('they', 'there', 'be')",27873.441066517647
2300,"('above', 'his', 'head')",27851.847672779262
2301,"('father', ""'s"", 'paper')",27847.80718818393
2302,"('at', 'once', 'and')",27800.680131524074
2303,"('in', 'the', 'affirmative')",27791.33960906978
2304,"('in', 'the', 'air')",27769.325849006716
2305,"('be', 'responsible', 'for')",27716.256338688294
2306,"('turn', 'his', 'head')",27702.32751338061
2307,"('the', 'same', 'instant')",27686.173243342142
2308,"('on', 'the', 'rug')",27632.67546893971
2309,"('pair', 'of', 'dark')",27615.418179666278
2310,"('rest', 'of', 'the')",27587.00795710488
2311,"('no', 'doubt', 'they')",27554.82748115451
2312,"('ll', 'thank', 'you')",27494.300588586233
2313,"('heat', 'wave', 'and')",27465.039387130826
2314,"('surface', 'of', 'the')",27453.87880057575
2315,"(""'"", 'say', 'Sandy')",27371.45553317389
2316,"('on', 'the', 'quay')",27328.617236917507
2317,"('in', 'the', 'house')",27303.82236171868
2318,"('before', 'we', 'reach')",27254.4608442558
2319,"('a', 'few', 'hour')",27197.510840447325
2320,"('spite', 'of', 'the')",27134.105203294155
2321,"('know', 'very', 'well')",26981.78477665114
2322,"('exactly', 'the', 'same')",26966.809204610177
2323,"(""'"", ""'"", 'yes')",26949.168602823695
2324,"('be', 'a', 'librivox')",26856.367396341964
2325,"('mister', 'Carrados', 'he')",26795.293508379815
2326,"('of', 'the', 'door')",26740.62203264395
2327,"('on', 'its', 'surface')",26738.5703691179
2328,"('in', 'the', 'kitchen')",26705.85020943312
2329,"('of', 'the', 'world')",26693.876311263713
2330,"('ai', 'not', 'go')",26685.13572740545
2331,"('with', 'a', 'puzzled')",26651.88712031804
2332,"('above', 'my', 'head')",26618.584586753972
2333,"('at', 'this', 'moment')",26588.586878875445
2334,"('no', 'one', 'else')",26583.237834330554
2335,"(""'"", 'say', 'Nella')",26581.027610423174
2336,"('push', 'it', 'open')",26580.778511214532
2337,"('look', 'down', 'upon')",26570.83130142043
2338,"('be', ""'the"", 'other')",26565.21816420417
2339,"('table', 'between', 'they')",26541.315383709643
2340,"('and', 'everybody', 'else')",26519.13237327873
2341,"('mister', 'Racksole', ""'"")",26514.3223839321
2342,"('and', 'sat', 'down')",26480.816023781907
2343,"('with', 'a', 'sudden')",26326.118327940632
2344,"('in', 'the', 'street')",26282.433235799206
2345,"('forget', 'all', 'about')",26271.23146256233
2346,"('on', 'the', 'ground')",26258.169835306006
2347,"('no', 'better', 'than')",26211.191793884023
2348,"('into', 'the', 'kitchen')",26158.631113032778
2349,"('I', 'have', 'se')",26142.516023668635
2350,"('head', 'to', 'foot')",26129.646403095972
2351,"('Oh', 'yes', 'say')",26121.70825564439
2352,"('you', 'owe', 'i')",26101.87188903086
2353,"('behind', 'the', 'counter')",26101.613144458606
2354,"('so', 'long', 'as')",26100.921041375383
2355,"('I', 'shall', 'have')",25973.195157153903
2356,"('in', 'cold', 'blood')",25943.289360702394
2357,"('I', 'have', 'thotch')",25910.365797047238
2358,"('tell', 'i', 'that')",25891.745344901094
2359,"('story', 'of', 'God')",25882.09746534841
2360,"('at', 'the', 'Carlton')",25775.24470677317
2361,"('on', 'the', 'other')",25737.516281354267
2362,"('may', 'be', 'able')",25712.66344598476
2363,"('a', 'young', 'man')",25710.858115488667
2364,"('the', 'physical', 'body')",25686.710375682305
2365,"('of', 'the', 'whole')",25650.15121841527
2366,"('i', 'at', 'once')",25628.70834773268
2367,"('at', 'length', 'he')",25622.395271160192
2368,"('of', 'the', 'window')",25606.622929351124
2369,"('in', 'the', 'dark')",25593.171113407818
2370,"('she', 'pick', 'up')",25562.62989077139
2371,"('in', 'cold', 'sleep')",25475.618027730714
2372,"('in', 'the', 'moonlight')",25462.910966662817
2373,"('after', 'a', 'few')",25456.663921868083
2374,"('corner', 'of', 'the')",25428.973895889583
2375,"('I', 'want', 'to')",25419.88165615724
2376,"('no', 'doubt', 'in')",25408.404281396997
