,en,ru,fr,votes
1230,benefit,принести пользу,no_equality,1
1231,benefit,выигрывать,no_equality,1
1232,benefit,выгодный,no_equality,1
1233,benefit,льгота,avantage,1
1234,benefit,приносить польза,bénéficier,1
1235,tip,чаевой,pourboire,1
1236,tip,совет,conseil,2
1237,tip,кончик,bout,2
1238,tip,чаевые,pourboire,1
1239,tip,тонкий конец,no_equality,1
1240,tip,верхушка,pointe,1
1241,tip,подсказка,no_equality,1
1242,tip,Совет,conseil,1
1243,tip,оконечность,no_equality,1
1244,tip,отзыв,no_equality,1
1245,tip,полезный Совет,no_equality,1
1246,tip,зонд,no_equality,1
1247,tip,подачка,no_equality,1
1248,tip,вершинка,sommet,1
1249,tip,наклонять,pencher,1
1250,tip,наклонять,incliner,1
1251,tip,опрокинуться,no_equality,1
1252,tip,давать чаевые,donner un pourboire,1
1253,tip,на чай,pourboire,1
1254,tip,,conseil,1
1255,tip,,bout,1
1256,tip,наконечник,bout,1
1257,beginner,новичок,débutant,3
1258,beginner,новичок,novice,1
1259,beginner,начинающий,débutant,2
1260,beginner,начальный уровень,no_equality,1
1261,beginner,начинающий фотограф,débutant,1
1262,beginner,начальный,no_equality,1
1263,exceptional,исключительный,exceptionnel,1
1264,exceptional,выдающийся,exceptionnel,1
1265,exceptional,особый,exceptionnel,1
1266,outstanding,выдающийся,exceptionnel,1
1267,fantastic,no_equality,exceptionnel,1
1268,fantastic,фантастический,fantastique,3
1269,fantastic,потрясать,fantastique,2
1270,fantastic,фантастика,fantastique,2
1271,fantastic,здорово,fantastique,2
1272,fantastic,причудливый,no_equality,1
1273,fantastic,замечательный,formidable,1
1274,fantastic,замечательный,magnifique,1
1275,fantastic,замечательный,super,1
1276,fantastic,замечательный,merveilleux,1
1277,fantastic,замечательный,excellent,1
1278,fantastic,замечательный,incroyable,1
1279,fantastic,замечательный,beau,1
1280,fantastic,отличный,superbe,1
1281,fantastic,отличный,super,1
1282,fantastic,отличный,excellent,1
1283,fantastic,отличный,beau,1
1284,fantastic,сказовый,no_equality,1
1285,fantastic,просто фантастический,fantastique,1
1286,fantastic,просто фантастический,fantastic,1
1287,fantastic,небывалый,extraordinaire,1
1288,fantastic,умопомрачительный,no_equality,1
1289,fantastic,потрясающий,super,1
1290,fantastic,фантастически,no_equality,1
1291,fantastic,великолепно,fantastique,1
1292,fantastic,чудесно,fantastique,1
1293,fantastic,невероятно,fantastique,1
1294,fantastic,великолепный,fantastique,1
1295,fantastic,,fantastique,1
1296,interruption,прерывание,interruption,1
1297,interruption,перерыв,interruption,1
1298,interruption,прекращение,interruption,1
1299,interrupt,no_equality,interruption,1
1300,uninterrupted,no_equality,interruption,1
1301,exact,точный,exact,1
1302,exact,точно,exact,1
1303,accurate,точный,exact,1
1304,accurate,правильно,exact,1
1305,accurate,точно,exact,1
1306,fisherman,рыбак,pêcheur,1
1307,fishermen,рыбак,pêcheur,1
1308,empty,опустошить,vider,2
1309,empty,пустой,vide,3
1310,empty,пустота,vide,2
1311,empty,пустота,no_equality,1
1312,empty,no_equality,creux,1
1313,empty,бессодержательный,creux,1
1314,empty,пустынный,désert,1
1315,empty,свободный,libre,1
1316,empty,голодный,no_equality,1
1317,empty,опорожнять,vider,2
1318,empty,пустеть,no_equality,1
1319,empty,высыпать,no_equality,1
1320,empty,очистить,vider,2
1321,empty,опорожнение,no_equality,1
1322,empty,пустышка,no_equality,1
1323,empty,порожняк,no_equality,1
1324,empty,пустующий,no_equality,1
1325,empty,порожняком,no_equality,1
1326,empty,порожний,vide,1
1327,empty,освободить,vider,1
1328,empty,освобождать,vider,1
1329,clean,очистить,vider,1
1330,international,международный,international,3
1331,international,международный,mondial,1
1332,international,мировой,international,2
1333,international,интернешнл,international,2
1334,international,Интернационал,no_equality,1
1335,international,интернациональный,international,1
1336,international,межнациональный,international,1
1337,best,no_equality,Best,1
1338,best,хороший,meilleur,2
1339,best,хороший,Best,1
1340,best,оптимальный,meilleur,2
1341,best,лучший,meilleur,1
1342,best,лучший,bon,1
1343,best,лучший,idéal,1
1344,best,наивысший,no_equality,1
1345,best,лучше всего,mieux,1
1346,best,лучше всего,le mieux,1
1347,best,Бест,best,1
1348,novice,новичок,novice,1
1349,newbie,новичок,novice,1
1350,fifties,no_equality,cinquante,1
1351,tablet,планшет,tablette,1
1352,tablet,скрижаль,tablette,1
1353,shelf,no_equality,tablette,1
1354,parent,родитель,parent,3
1355,parent,родитель,père,1
1356,parent,отец,parent,3
1357,parent,отец,père,2
1358,parent,предок,no_equality,1
1359,parent,родительский элемент,parental,1
1360,parent,родительница,no_equality,1
1361,parent,родительский,no_equality,1
1362,parent,родительский,parent,1
1363,parent,исходный,no_equality,1
1364,parent,вышестоящий,no_equality,1
1365,parent,один из родителей,no_equality,1
1366,ocean,океан,océan,3
1367,ocean,океан,mer,1
1368,ocean,мор,océan,2
1369,ocean,дно океана,no_equality,1
1370,ocean,океанский,no_equality,1
1371,ocean,океанский,océanique,1
1372,ocean,морской,océan,1
1373,ocean,морской,océanique,1
1374,ocean,океанический,océanique,1
1375,frozen,no_equality,geler,1
1376,freezing,no_equality,geler,1
1377,freeze over,no_equality,geler,1
1378,spicy,острый,épicé,1
1379,secular,no_equality,séculaire,1
1380,secular,no_equality,séculier,1
1381,secular,no_equality,profane,1
1382,secular,светский,laïc,1
1383,secular,светский,séculier,2
1384,secular,светский,laïque,1
1385,secular,вековой,séculaire,1
1386,secular,долговременный,no_equality,1
1387,secular,секуляристский,no_equality,1
1388,secular,мирянин,no_equality,1
1389,secular,светскость,no_equality,1
1390,secular,мирской,laïque,1
1391,secular,мирской,séculier,1
1392,centuries-old,вековой,séculaire,1
1393,celestial body,no_equality,astre,1
1394,jurisprudence,юриспруденция,jurisprudence,1
1395,jurisprudence,судебный практика,jurisprudence,1
1396,jurisprudence,судебный решение,jurisprudence,1
1397,jurisprudence,правовой практика,jurisprudence,1
1398,do,сделать,faire,1
1399,do,делать,faire,1
1400,do,заниматься,faire,1
1401,do,помочь,faire,1
1402,do,поступить,faire,1
1403,make,сделать,faire,1
1404,make,делать,faire,1
1405,make,заставить,faire,1
1406,make,добиться,faire,1
1407,make,готовить,faire,1
1408,make,заставлять,faire,1
1409,make,совершать,faire,1
1410,make,производить,faire,1
1411,making,no_equality,faire,1
1412,carry,no_equality,faire,1
1413,carry,no_equality,exercer,1
1414,euro,евро,Euro,2
1415,euro,евро,euro,1
1416,euro,еврозона,Euro,2
1417,euro,ЕРБ,no_equality,1
1418,euro,европейский,européen,1
1419,leaning,no_equality,pencher,1
1420,advertise,no_equality,publicité,1
1421,publicize,no_equality,publicité,1
1422,brilliant,блестящий,brillant,1
1423,brilliant,гениальный,brillant,1
1424,brilliant,умный,brillant,1
1425,brilliant,великолепный,brillant,1
1426,bright,блестящий,brillant,1
1427,bright,умный,brillant,1
1428,bright,яркий,brillant,1
1429,bright,светлый,brillant,1
1430,bright,ясный,clair,1
1431,shiny,блестящий,brillant,1
1432,glossy,no_equality,brillant,1
1433,gleaming,no_equality,brillant,1
1434,brilliantly,no_equality,brillant,1
1435,adjective,прилагательное,adjectif,3
1436,adjective,определение,no_equality,1
1437,adjective,характеристика,no_equality,1
1438,adjective,слово,adjectif,1
1439,board,доска,planche,1
1440,era,время,époque,1
1441,era,эпоха,époque,1
1442,era,период,époque,1
1443,era,эра,époque,1
1444,era,век,époque,1
1445,dynamite,динамит,dynamite,3
1446,dynamite,динамитная шашка,no_equality,1
1447,dynamite,динамитный,no_equality,1
1448,dynamite,взрывной,no_equality,1
1449,only,только,seulement,1
1450,only,только,uniquement,1
1451,only,лишь,seulement,1
1452,only,просто,seulement,1
1453,only,просто,uniquement,1
1454,only,исключительно,seulement,1
1455,only,исключительно,uniquement,1
1456,only,только лишь,seulement,1
1457,hall,no_equality,vestibule,1
1458,vestibule,no_equality,vestibule,1
1459,lobby,no_equality,vestibule,1
1460,way,способ,manière,1
1461,way,способ,façon,1
1462,way,способ,mode,1
1463,way,путь,manière,1
1464,way,путь,façon,1
1465,way,подход,manière,1
1466,way,подход,façon,1
1467,way,порядок,manière,1
1468,way,порядок,façon,1
1469,way,порядок,mode,1
1470,way,манер,manière,1
1471,way,манер,façon,1
1472,way,так,manière,1
1473,way,так,façon,1
1474,way,случай,manière,1
1475,way,путём,manière,1
1476,way,образ,façon,1
1477,way,метод,façon,1
1478,way,метод,mode,1
1479,break,разорвать,rompre,2
1480,break,разорвать,briser,3
1481,break,разорвать,sortir,1
1482,break,нарушить,rompre,1
1483,break,нарушить,briser,2
1484,break,разрушить,rompre,2
1485,break,разрушить,briser,3
1486,break,разрыв,rupture,3
1487,break,разрыв,fracture,1
1488,break,разбить,briser,2
1489,break,разбить,casser,1
1490,break,сломать,briser,2
1491,break,сломать,casser,1
1492,break,сломить,briser,2
1493,break,разбивать,briser,3
1494,break,разбивать,casser,2
1495,break,нарушать,briser,3
1496,break,нарушать,enfreindre,1
1497,break,нарушать,violer,1
1498,break,ломать,briser,3
1499,break,ломать,casser,2
1500,break,взломать,casser,1
1501,break,сломаться,casser,1
1502,break,перерыв,pause,3
1503,break,перерыв,break,1
1504,break,перерыв,interruption,1
1505,break,отдых,pause,2
1506,break,прорваться,percer,1
1507,break,вырваться,rompre,1
1508,break,вырваться,sortir,1
1509,break,разбиться,no_equality,1
1510,break,разразиться,no_equality,1
1511,break,пробить,briser,1
1512,break,пробить,percer,1
1513,break,преодолеть,sortir,1
1514,break,отколоться,no_equality,1
1515,break,вырывать,no_equality,1
1516,break,преломлять,no_equality,1
1517,break,пролом,no_equality,1
1518,break,каникулы,vacance,1
1519,break,передышка,no_equality,1
1520,break,прорыв,pause,1
1521,break,прорыв,rupture,1
1522,break,,pause,1
1523,break,нарушение,rupture,1
1524,sever,порвать,rompre,1
1525,sever,разорвать,rompre,1
1526,breaking,no_equality,rompre,1
1527,breaking,no_equality,briser,1
1528,breaking,no_equality,casser,1
1529,terminate,no_equality,rompre,1
1530,resume,возобновить,reprendre,1
1531,resume,вернуться к,reprendre,1
1532,resume,продолжить,reprendre,1
1533,resume,восстановить,reprendre,1
1534,resume,возобновиться,reprendre,1
1535,recapture,no_equality,reprendre,1
1536,knowing,знать,savoir,1
1537,knowing,узнать,savoir,1
1538,knowing,понимать,savoir,1
1539,electricity,электроэнергия,électricité,2
1540,electricity,электричество,électricité,3
1541,electricity,электричество,courant,1
1542,electricity,электроснабжение,électricité,2
1543,electricity,энергоснабжение,électricité,2
1544,electricity,электроэнергетика,électricité,2
1545,electricity,энергия,électricité,2
1546,electricity,электро-,électricité,2
1547,electricity,энергетика,électricité,2
1548,electricity,свет,électricité,1
1549,electricity,свет,courant,1
1550,electricity,свет,lumière,1
1551,electricity,электрический,no_equality,1
1552,electricity,электроэнергетический,électricité,1
1553,electricity,,électricité,1
1554,range,круг,éventail,1
1555,range,спектр,éventail,1
1556,range,диапазон,éventail,1
1557,range,комплекс,éventail,1
1558,range,набор,éventail,1
1559,range,различный,éventail,1
1560,range,ряд,éventail,1
1561,wide range,no_equality,éventail,1
1562,end,конец,bout,1
1563,end,конец,fin,1
1564,end,прекращение,fin,1
1565,end,окончание,fin,1
1566,end,завершение,fin,1
1567,end,цель,fin,1
1568,end,концовка,fin,1
1569,end,закончиться,fin,1
1570,end,заканчиваться,fin,1
1571,present,представить,présenter,1
1572,present,представлять,présenter,1
1573,present,подать,présenter,1
1574,present,предъявлять,présenter,1
1575,have,no_equality,présenter,1
1576,have,быть,avoir,1
1577,have,иметь,avoir,1
1578,have,получить,avoir,1
1579,have,есть,avoir,1
1580,file,подавать,déposer,3
1581,file,подавать,présenter,1
1582,file,представить,déposer,2
1583,file,файл,fichier,2
1584,file,досье,fichier,3
1585,file,досье,dossier,1
1586,file,папка,dossier,1
1587,file,папка,fichier,1
1588,file,напильник,lime,1
1589,file,дело,dossier,1
1590,file,массив,no_equality,1
1591,file,подача,dépôt,1
1592,file,картотека,fichier,2
1593,file,файловый,no_equality,1
1594,file,хранить,no_equality,1
1595,file,документ,fichier,1
1596,file,представлять,déposer,1
1597,genetic,генетический,Génétique,1
1598,genetics,генетика,Génétique,1
1599,required,необходимый,requis,1
1600,required,требовать,requis,1
1601,closing,закрытие,clôture,1
1602,closing,завершение,clôture,1
1603,fence,забор,clôture,1
1604,fence,ограждение,clôture,1
1605,fence,стен,clôture,1
1606,fence,ограда,clôture,1
1607,writing,письменный,écrit,1
1608,writing,письмо,écrit,1
1609,writing,письмо,écriture,1
1610,writing,надпись,écrit,1
1611,writing,почерк,écriture,1
1612,writing,письменность,écriture,1
1613,writing,писательство,écriture,1
1614,writing,запись,écriture,1
1615,access,доступ,accès,1
1616,access,получение,accès,1
1617,access,возможность,accès,1
1618,access,выход,accès,1
1619,desert,пустыня,désert,1
1620,group,группа,groupe,1
1621,group,группировка,groupe,1
1622,bulk upload,no_equality,groupé,1
1623,lonely,одинокий,solitaire,1
1624,lone,одинокий,solitaire,1
1625,loner,одиночка,solitaire,1
1626,choreography,хореография,chorégraphie,1
1627,lime,лайм,lime,1
1628,school,школа,école,3
1629,school,школа,scolaire,2
1630,school,школа,School,1
1631,school,школа,lycée,1
1632,school,школа,faculté,1
1633,school,школа,school,1
1634,school,колледж,école,3
1635,school,колледж,lycée,1
1636,school,колледж,collège,1
1637,school,колледж,fac,1
1638,school,колледж,université,1
1639,school,учёба,école,2
1640,school,образование,école,2
1641,school,образование,scolaire,2
1642,school,училище,école,2
1643,school,обучение,école,2
1644,school,обучение,scolaire,2
1645,school,университет,école,2
1646,school,занятие,école,2
1647,school,курс,école,2
1648,school,школьный,scolaire,3
1649,school,учебный,scolaire,2
1650,school,класс,no_equality,1
1651,school,учебное заведение,école,1
1652,school,учебное заведение,université,1
1653,school,учебное заведение,établissement scolaire,1
1654,school,учебное заведение,académie,1
1655,school,факультет,faculté,1
1656,school,учеба,no_equality,1
1657,school,занятия в школе,école,1
1658,school,,école,1
1659,school,учебный заведение,scolaire,1
1660,sexy,сексуальный,sexy,1
1661,sexy,секси,sexy,1
1662,sexy,сексуальность,sexy,1
1663,leak,утечка,fuite,1
1664,leak,протечка,fuite,1
1665,jointly,совместно,conjointement,1
1666,jointly,вместе,conjointement,1
1667,jointly,одновременно,conjointement,1
1668,jointly,сообща,conjointement,1
1669,jointly,совместный,conjointement,1
1670,jointly,совместный усилие,conjointement,1
1671,in conjunction,наряду,conjointement,1
1672,in conjunction,одновременно,conjointement,1
1673,question,допрос,interrogation,1
1674,question,вопрос,question,1
1675,question,проблема,question,1
1676,question mark,no_equality,interrogation,1
1677,return,возвращаться,rentrer,1
1678,return,возвратиться,rentrer,1
1679,return,вернуться,rentrer,1
1680,return,вернуть,renvoyer,1
1681,return,возвращать,renvoyer,1
1682,come back,возвращаться,rentrer,1
1683,come back,зайти,rentrer,1
1684,come back,возвратиться,rentrer,1
1685,come back,прийти,rentrer,1
1686,come back,вернуться,rentrer,1
1687,away,далеко,loin,1
1688,away,прочь,loin,1
1689,far,далеко,loin,3
1690,far,далеко,trop,1
1691,far,далеко,très,1
1692,far,близко,loin,2
1693,far,глубоко,loin,2
1694,far,намного,loin,2
1695,far,долго,loin,2
1696,far,далёкий,lointain,2
1697,far,далёкий,loin,1
1698,far,дальний,lointain,2
1699,far,гораздо,beaucoup,1
1700,far,гораздо,bien,1
1701,far,гораздо,nettement,1
1702,far,гораздо,encore,1
1703,far,вдали,loin,1
1704,far,значительно,beaucoup,1
1705,far,значительно,bien,1
1706,far,значительно,très,1
1707,far,значительно,nettement,1
1708,far,значительно,largement,1
1709,far,на большом расстоянии,no_equality,1
1710,far,далече,no_equality,1
1711,far,удаленный,no_equality,1
1712,far,no_equality,extrême,1
1713,kid,ребёнок,gamin,1
1714,kid,ребёнок,gosse,1
1715,kid,парень,gamin,1
1716,kid,парень,gosse,1
1717,kid,мальчик,gamin,1
1718,kid,мальчик,gosse,1
1719,kid,пацан,gamin,1
1720,kid,пацан,gosse,1
1721,kid,малыш,gamin,1
1722,kid,малыш,gosse,1
1723,kid,мальчишка,gamin,1
1724,kid,мальчишка,gosse,1
1725,kid,паренёк,gamin,1
1726,kid,паренёк,gosse,1
1727,kid,парнишка,gamin,1
1728,kid,парнишка,gosse,1
1729,kid,сынок,gamin,1
1730,kid,сын,gamin,1
1731,kid,сын,gosse,1
1732,kid,детство,gamin,1
1733,typhus,тиф,typhus,2
1734,typhus,сыпной тиф,typhus,1
1735,typhus,сыпняк,no_equality,1
1736,typhus,тифозный,no_equality,1
1737,say,сказать,dire,1
1738,say,сказать,expliquer,1
1739,say,сказать,indiquer,1
1740,say,говорить,dire,1
1741,say,рассказать,dire,1
1742,say,рассказать,expliquer,1
1743,say,сообщить,dire,1
1744,say,считать,dire,1
1745,say,заявить,indiquer,1
1746,saying,сказать,dire,1
1747,saying,говорить,dire,1
1748,airport,аэропорт,aéroport,3
1749,airport,авиапорт,no_equality,1
1750,airport,аэровокзал,no_equality,1
1751,airport,аэропортовый,no_equality,1
1752,airport,аэродром,aéroport,1
1753,dimension,аспект,dimension,1
1754,dimension,измерение,dimension,1
1755,dimension,размер,dimension,1
1756,dimension,характер,dimension,1
1757,dimension,фактор,dimension,1
1758,dimension,проблематика,dimension,1
1759,dimension,компонент,dimension,1
1760,dimension,масштаб,dimension,1
1761,dimension,составлять,dimension,1
1762,complement,дополнять,compléter,1
1763,complement,дополнить,compléter,1
1764,complement,дополняться,compléter,1
1765,sin,no_equality,pécher,1
1766,err,no_equality,pécher,1
1767,see,видеть,voir,1
1768,see,увидеть,voir,1
1769,see,посмотреть,voir,1
1770,see,смотреть,voir,1
1771,see,узнать,voir,1
1772,see,понять,voir,1
1773,see,видно,voir,1
1774,see,повидать,voir,1
1775,edition,издание,édition,1
1776,edition,выпуск,édition,1
1777,edit,редактирование,édition,1
1778,edit,правка,édition,1
1779,wireless,no_equality,fil,1
1780,wire,провод,fil,1
1781,wire,проволока,fil,1
1782,thread,нить,fil,1
1783,thread,нитка,fil,1
1784,thread,волосок,fil,1
1785,light,свет,lumière,1
1786,light,освещение,lumière,1
1787,light,огонёк,lumière,1
1788,light,огонь,lumière,1
1789,lights,свет,lumière,1
1790,lights,освещение,lumière,1
1791,lights,огонёк,lumière,1
1792,lights,лампочка,lumière,1
1793,lights,огонь,lumière,1
1794,lights,огонь,feu,1
1795,lights,светофор,feu,1
1796,lights,фара,feu,1
1797,interest,интерес,intérêt,1
1798,interest,заинтересованность,intérêt,1
1799,interest,внимание,intérêt,1
1800,interest,процент,intérêt,1
1801,choose,выбрать,choisir,1
1802,choose,выбирать,choisir,1
1803,choose,решить,choisir,1
1804,choose,решать,choisir,1
1805,choose,избрать,choisir,1
1806,choose,принять решение,choisir,1
1807,choose,избирать,choisir,1
1808,choose,определять,choisir,1
1809,choose,выбор,choisir,1
1810,choice,no_equality,choisir,1
1811,choice,выбор,choix,1
1812,choice,решение,choix,1
1813,choice,вариант,choix,1
1814,choice,выбрать,choix,1
1815,choice,усмотрение,choix,1
1816,behind,позади,derrière,3
1817,behind,позади,arrière,1
1818,behind,сзади,derrière,3
1819,behind,сзади,par-derrière,1
1820,behind,там,derrière,2
1821,behind,назад,derrière,3
1822,behind,назад,en arrière,1
1823,behind,назад,arrière,1
1824,behind,под,derrière,2
1825,behind,за,derrière,1
1826,behind,вслед за,après,1
1827,behind,за спиной,no_equality,1
1828,behind,в основе,no_equality,1
1829,write,написать,écrire,2
1830,write,писать,écrire,3
1831,write,писать,écriture,1
1832,write,записать,écrire,2
1833,write,записывать,écrire,3
1834,write,записывать,enregistrer,1
1835,write,записывать,noter,1
1836,write,написание,écrire,2
1837,write,no_equality,écriture,2
1838,write,выписывать,prescrire,1
1839,write,вписать,écrire,2
1840,write,списать,no_equality,1
1841,write,письменный,no_equality,1
1842,write,составить,écrire,1
1843,write,описать,écrire,1
1844,write,,écrire,1
1845,problem,проблема,problème,1
1846,problem,вопрос,problème,1
1847,problem,задача,problème,1
1848,problem,неприятность,problème,1
1849,problem,трудность,problème,1
1850,problem,беда,problème,1
1851,problem,забота,problème,1
1852,problem,дело,problème,1
1853,outcome,результат,issue,1
1854,outcome,итог,issue,1
1855,outcome,исход,issue,1
1856,outcome,решение,issue,1
1857,past,прошлое,passé,1
1858,past,прошлый,passé,1
1859,past,прошлый,dernier,1
1860,past,уже,passé,1
1861,past,позади,passé,1
1862,finally,наконец,finalement,1
1863,finally,наконец,enfin,2
1864,finally,в итог,finalement,1
1865,finally,в заключение,finalement,2
1866,finally,в заключение,enfin,3
1867,finally,в заключение,pour conclure,1
1868,finally,в заключение,pour terminer,1
1869,finally,в заключение,pour finir,1
1870,finally,окончательно,finalement,2
1871,finally,окончательно,enfin,1
1872,finally,окончательно,définitivement,1
1873,finally,наконец-то,finalement,1
1874,finally,наконец-то,enfin,2
1875,finally,всё-таки,finalement,1
1876,finally,в конце концов,enfin,1
1877,finally,в конце концов,finalement,1
1878,finally,в конце концов,fini par,1
1879,finally,в конце концов,finit par,1
1880,finally,конечно,no_equality,1
1881,finally,,enfin,1
1882,eventually,в конец конец,finalement,1
1883,eventually,в итог,finalement,1
1884,eventually,в конечный счёт,finalement,1
1885,eventually,с время,finalement,1
1886,star,звезда,vedette,3
1887,star,звезда,étoile,3
1888,star,звезда,Star,2
1889,star,звезда,star,1
1890,star,звёздочка,étoile,2
1891,star,no_equality,jouer,1
1892,star,no_equality,Etoiles,1
1893,star,светило,astre,1
1894,star,кинозвезда,no_equality,1
1895,star,стар,no_equality,1
1896,star,главные роли,no_equality,1
1897,star,дива,no_equality,1
1898,star,звездный,stellaire,1
1899,star,сниматься,jouer,1
1900,star,играть главные роли,no_equality,1
1901,feather,перо,plume,1
1902,feather,пёрышко,plume,1
1903,exercise,осуществление,exercice,3
1904,exercise,осуществление,réalisation,1
1905,exercise,исполнение,exercice,2
1906,exercise,упражнение,exercice,3
1907,exercise,мероприятие,exercice,2
1908,exercise,работа,exercice,2
1909,exercise,выполнение,exercice,2
1910,exercise,реализация,exercice,2
1911,exercise,осуществлять,exercer,3
1912,exercise,осуществить,exercer,2
1913,exercise,выполнять,exercer,2
1914,exercise,пользоваться,exercer,2
1915,exercise,проявлять,exercer,2
1916,exercise,проявлять,faire preuve,1
1917,exercise,зарядка,no_equality,1
1918,exercise,занятие,no_equality,1
1919,exercise,гимнастика,no_equality,1
1920,exercise,учение,exercice,1
1921,exercise,выполнение упражнения,exercice,1
1922,exercise,выполнение упражнения,sport,1
1923,exercise,экзерсис,no_equality,1
1924,exercise,моцион,no_equality,1
1925,exercise,занятие физкультурой,no_equality,1
1926,exercise,упражнять,no_equality,1
1927,exercise,использовать,exercer,1
1928,exercise,оказывать,exercer,1
1929,exercise,заниматься физическими упражнениями,no_equality,1
1930,exercise,пример,exercice,1
1931,exercise,,exercer,1
1932,relatively,относительно,relativement,1
1933,relatively,сравнительно,relativement,1
1934,relatively,довольно,relativement,1
1935,relatively,весьма,relativement,1
1936,relatively,относительный,relativement,1
1937,in respect,no_equality,relativement,1
1938,in respect of,относительно,relativement,1
1939,blond,блондин,blond,1
1940,blonde hair,no_equality,blond,1
1941,blond hair,no_equality,blond,1
1942,advanced,передовой,avancé,2
1943,advanced,передовой,no_equality,1
1944,advanced,развитый,avancé,2
1945,advanced,развитый,no_equality,1
1946,advanced,продвинуть,avancé,2
1947,advanced,развитой,no_equality,1
1948,advanced,дополнительный,no_equality,1
1949,advanced,перспективный,no_equality,1
1950,advanced,опытный,no_equality,1
1951,advanced,повышенный,no_equality,1
1952,advanced,преклонный,avancé,1
1953,advanced,усовершенствованный,no_equality,1
1954,advanced,расширенный,no_equality,1
1955,advanced,продвинутый,avancé,1
1956,advanced,выдвинутый,no_equality,1
1957,advanced,углубленный,no_equality,1
1958,advanced,опережающий,no_equality,1
1959,advanced,авансированный,no_equality,1
1960,advanced,,avancé,1
1961,advanced,no_equality,Advanced,1
1962,breeder,no_equality,éleveur,1
1963,reputable breeder,no_equality,éleveur,1
1964,superb,великолепный,superbe,1
1965,great,отличный,superbe,1
1966,great,отличный,bon,1
1967,great,отличный,formidable,1
1968,great,великолепный,superbe,1
1969,great,замечательный,superbe,1
1970,great,замечательный,formidable,1
1971,great,no_equality,idéal,1
1972,great,отлично,bon,1
1973,lovely,прекрасный,superbe,1
1974,lovely,прекрасный,merveilleux,1
1975,lovely,отличный,superbe,1
1976,lovely,красивый,superbe,1
1977,lovely,замечательный,superbe,1
1978,lovely,замечательный,merveilleux,1
1979,lovely,чудесный,merveilleux,1
1980,lovely,чудесно,merveilleux,1
1981,fan,фанат,fan,2
1982,fan,поклонник,fan,1
1983,fan,фанатка,fan,1
1984,fan,поклонница,fan,1
1985,fan,фан,fan,1
1986,fan,любить,fan,1
1987,fan,вентилятор,ventilateur,3
1988,fan,веер,ventilateur,2
1989,fan,веер,éventail,1
1990,fan,фэн,no_equality,1
1991,fan,болельщица,no_equality,1
1992,fan,веялка,no_equality,1
1993,fan,обмахивать,éventer,1
1994,fan,раздувать,attiser,1
1995,fan,дуть,no_equality,1
1996,fan,вентиляторный,no_equality,1
1997,fan,фанатский,no_equality,1
1998,fan,веерный,no_equality,1
1999,CA,к.а,CA,1
2000,CA,са,CA,1
2001,mail,почта,courrier,1
2002,mail,письмо,courrier,1
2003,mail,корреспонденция,courrier,1
2004,email,письмо,courrier,1
2005,burning,no_equality,brûlant,1
2006,hot,no_equality,brûlant,1
2007,hot,горячий,chaud,3
2008,hot,горячий,sexy,1
2009,hot,жаркий,chaud,2
2010,hot,жар,chaud,2
2011,hot,жаркое,chaud,2
2012,hot,острый,épicé,1
2013,hot,популярный,no_equality,1
2014,hot,жгучий,brûlant,1
2015,hot,горячительный,no_equality,1
2016,hot,жарко,no_equality,1
2017,hot,горячо,no_equality,1
2018,hot,разгоряченный,no_equality,1
2019,hot,горящий,no_equality,1
2020,hot,накалиться,no_equality,1
2021,hot,круто,chaud,1
2022,definitely,определённо,définitivement,1
2023,definitely,точно,définitivement,1
2024,definitely,окончательно,définitivement,1
2025,definitely,явно,définitivement,1
2026,definitely,безусловно,définitivement,1
2027,permanently,окончательно,définitivement,1
2028,permanently,навсегда,définitivement,1
2029,permanently,окончательный,définitivement,1
2030,definitively,определённо,définitivement,1
2031,definitively,окончательно,définitivement,1
2032,definitively,окончательный,définitivement,1
2033,alarmed,no_equality,alarmer,1
2034,journey,поездка,trajet,1
2035,journey,поездка,voyage,1
2036,journey,поездка,périple,1
2037,journey,путь,trajet,2
2038,journey,путь,voyage,2
2039,journey,путь,chemin,1
2040,journey,путь,route,1
2041,journey,путь,parcours,1
2042,journey,путь,périple,1
2043,journey,дорога,trajet,1
2044,journey,дорога,voyage,1
2045,journey,маршрут,trajet,1
2046,journey,маршрут,parcours,1
2047,journey,путешествие,voyage,2
2048,journey,путешествие,aventure,1
2049,journey,путешествие,parcours,1
2050,journey,путешествие,périple,1
2051,journey,рейс,voyage,2
2052,journey,рейс,parcours,1
2053,journey,проезд,voyage,2
2054,journey,проезд,transport,1
2055,journey,переезд,no_equality,1
2056,journey,странствование,no_equality,1
2057,journey,путешествовать,voyager,1
2058,journey,полёт,voyage,1
2059,journey,странствие,voyage,1
2060,route,путь,trajet,1
2061,route,дорога,trajet,1
2062,route,маршрут,trajet,1
2063,travelling,no_equality,trajet,1
2064,travelling,no_equality,voyager,1
2065,travelling,путешествие,voyage,1
2066,precisely,именно,précisément,1
2067,precisely,именно,exactement,1
2068,precisely,именно,justement,1
2069,precisely,точно,précisément,1
2070,precisely,точно,exactement,1
2071,precisely,как раз,précisément,1
2072,precisely,как раз,exactement,1
2073,precisely,как раз,justement,1
2074,precisely,чётко,précisément,1
2075,precisely,конкретно,précisément,1
2076,precisely,конкретно,exactement,1
2077,precisely,точный,précisément,1
2078,precisely,ровно,exactement,1
