,word,local_word,pos,examples,local_examples
1464,спуск,échappement,noun,[],[]
1465,спуск,toboggan,noun,[],[]
1466,спуск,imposition,noun,[],[]
1467,спуск,descension,noun,[],[]
1468,спуск,détente,noun,[],[]
1469,спуск,plan incliné,noun,[],[]
1470,спуск,chute,noun,[],[]
1471,спуск,entrée,noun,[],[]
1472,спуск,décharge,noun,[],[]
1473,спуск,pose,noun,[],[]
1474,спуск,trémie,noun,[],[]
1475,ограбление,spoliation,noun,['ограбление банка'],['cambriolage de banque']
1476,ограбление,butin,noun,[],[]
1477,ограбление,rafle,noun,[],[]
1478,ограбление,casse,noun,['ограбление века'],['casse du siècle']
1479,передаточный механизм,mécanisme de transmission,noun,[],[]
1480,передаточный механизм,organe de transmission,noun,[],[]
1481,передаточный механизм,commande,noun,[],[]
1482,передаточный механизм,train,noun,[],[]
1483,программа,programme,noun,"['программа моделирования', 'программа реструктуризации']","['programme de simulation', 'plan de restructuration']"
1484,программа,logiciel,noun,['антивирусная программа'],['votre logiciel antivirus']
1485,программа,instruction,noun,[],[]
1486,программа,campagne,noun,[],[]
1487,программа,chaîne,noun,[],[]
1488,умыть,laver,verb,[],[]
1489,сам по себе,en soi,noun,[],[]
1490,сам по себе,tout seul,noun,[],[]
1491,сам по себе,de soi,noun,[],[]
1492,сноровка,habileté,noun,[],[]
1493,сноровка,savoir-faire,noun,[],[]
1494,сноровка,esprit,noun,[],[]
1495,сноровка,doigté,noun,[],[]
1496,сноровка,chic,noun,[],[]
1497,наклон,inclinaison,noun,"['боковой наклон', 'углы наклона', 'естественный наклон']","['inclinaison latérale', 'angles de pente', 'penchant naturel']"
1498,наклон,dévers,noun,[],[]
1499,наклон,avancé,noun,[],[]
1500,наклон,inflexion,noun,[],[]
1501,договоренность,arrangement,noun,"['предварительная договоренность', 'по взаимная договоренность']","['arrangement préalable', 'par accord mutuel']"
1502,еще,encore,particle,['еще слишком рано'],['encore trop tôt']
1503,еще,aussi,adverb,[],[]
1504,еще,de plus,adverb,[],[]
1505,посягнуть,attenter,verb,[],[]
1506,посягнуть,porter atteinte,verb,[],[]
1507,посягнуть,violer,verb,[],[]
1508,пространство,espace,noun,"['жизненное пространство', 'экономия пространства']","['espace vital', 'gain de place']"
1509,пространство,étendue,noun,[],[]
1510,пространство,périmètre,noun,[],[]
1511,сыпной тиф,typhus,noun,[],[]
1512,сыпной тиф,typhus exanthématique,noun,[],[]
1513,пятьдесят человек,cinquante personnes,noun,[],[]
1514,четко,clairement,adjective,"['четко говориться', 'четко определенное']","['stipule clairement', 'nettement définir']"
1515,четко,clair,adjective,[],[]
1516,четко,précisément,adjective,[],[]
1517,четко,lisiblement,adjective,[],[]
1518,четко,avec netteté,adjective,[],[]
1519,четко,vigoureusement,adjective,[],[]
1520,четко,géométriquement,adjective,[],[]
1521,четко,expressément,adverb,[],[]
1522,четко,manifestement,adverb,[],[]
1523,четко,exactement,adverb,[],[]
1524,четко,strictement,adverb,[],[]
1525,четко,parfaitement,adverb,[],[]
1526,четко,soigneusement,adverb,[],[]
1527,четко,fortement,adverb,[],[]
1528,мать,mère,noun,['суррогатные матери'],['mères porteuses']
1529,мать,doche,noun,[],[]
1530,мастерство,habileté,noun,['ораторское мастерство'],['habileté oratoire']
1531,мастерство,compétence,noun,['требовать мастерства'],['exigeant des compétences']
1532,мастерство,maîtrise,noun,['техническое мастерство'],['maîtrise technique']
1533,мастерство,savoir-faire,noun,[],[]
1534,мастерство,prouesse,noun,[],[]
1535,мастерство,maestria,noun,[],[]
1536,мастерство,art,noun,[],[]
1537,мастерство,talent,noun,['много мастерства'],['beaucoup de talent']
1538,мастерство,ingéniosité,noun,[],[]
1539,мастерство,classe,noun,[],[]
1540,мастерство,artifice,noun,[],[]
1541,слегка,légèrement,adverb,['слегка изогнутый'],['légèrement incurver']
1542,слегка,doucement,adverb,[],[]
1543,слегка,un peu,adverb,[],[]
1544,слегка,un chouia,adverb,[],[]
1545,слегка,quelque peu,adverb,[],[]
1546,слегка,sur les bords,adverb,[],[]
1547,предельный,limite,adjective,['предельный вакуум'],['vide limite']
1548,предельный,marginal,adjective,['предельный доход'],['revenu marginal']
1549,предельный,extrême,adjective,['предельные температуры'],['des températures extrêmes']
1550,предельный,cas limite,adjective,[],[]
1551,предельный,angle limite,adjective,[],[]
1552,предельный,saturé,adjective,[],[]
1553,книгоиздательское дело,édition,noun,[],[]
1554,гроб,cercueil,noun,['несущий гроб'],['porteur du cercueil']
1555,гроб,sépulcre,noun,['положение во гроб'],['mise au tombeau']
1556,гроб,sapin,noun,[],[]
1557,дверь,porte,noun,['раздвижные двери'],['portes coulissantes']
1558,дверь,porte battante,noun,[],[]
1559,дверь,porte palière,noun,[],[]
1560,дверь,portail,noun,[],[]
1561,одиночный,simple,adjective,['одиночные машины'],['machines simples']
1562,одиночный,unique,adjective,['одиночный режим'],['unique mode simplex']
1563,одиночный,solitaire,adjective,[],[]
1564,одиночный,isolé,adjective,[],[]
1565,пустыня,désert,noun,['пустыня сахары'],['désert du sahara']
1566,в одиночку,en solo,adverb,[],[]
1567,естественная тяга,tirage naturel,noun,[],[]
1568,естественная тяга,air,noun,[],[]
1569,читка,lecture,noun,[],[]
1570,судебное ведомство,magistrature,noun,[],[]
1571,посмотреть,regarder,verb,['посмотреть внимательнее'],['regarder attentivement']
1572,посмотреть,consulter,verb,['посмотреть расписание'],['consulter les horaires']
1573,посмотреть,découvrir,verb,['посмотреть фотографии'],['découvrir les photos']
1574,сильный,fort,adjective,"['сильная кислота', 'более сильное влияние', 'сильная боль']","['acide fort', 'effet plus puissant', 'une douleur intense']"
1575,сильный,solide,adjective,['сильная команда'],['solide équipe']
1576,сильный,grand,adjective,[],[]
1577,сильный,sévère,adjective,[],[]
1578,сильный,violent,adjective,"['сильный шторм', 'сильное недовольство']","['un violent orage', 'vif mécontentement']"
1579,сильный,profond,adjective,['очень сильное впечатление'],['impression très profonde']
1580,сильный,nerveux,adjective,[],[]
1581,дебиторская задолженность,créance,noun,[],[]
1582,дебиторская задолженность,créances,noun,[],[]
1583,дебиторская задолженность,sommes à recevoir,noun,[],[]
1584,дебиторская задолженность,avoir,noun,[],[]
1585,традиционный завтрак,complet,noun,[],[]
1586,чашечка,calice,noun,[],[]
1587,чашечка,cuvette,noun,[],[]
1588,удочка,ligne,noun,[],[]
1589,правосудие,justice,noun,['уголовное правосудие'],['la justice pénale']
1590,установившийся,établi,adjective,[],[]
1591,установившийся,stationnaire,adjective,[],[]
1592,установившийся,reçu,adjective,[],[]
1593,уникальный,unique,adjective,['уникальное имя'],['un nom unique']
1594,уникальный,exceptionnel,adjective,['уникальная коллекция'],['collection exceptionnelle']
1595,уникальный,du siècle,adjective,[],[]
1596,умело,habilement,adverb,['умело сочетать'],['combine habilement']
1597,умело,avec habileté,adverb,[],[]
1598,умело,intelligemment,adverb,[],[]
1599,умело,pratiquement,adverb,[],[]
1600,жульничество,arnaque,noun,[],[]
1601,жульничество,filouterie,noun,[],[]
1602,жульничество,vol,noun,[],[]
1603,повестка,ordre du jour,noun,[],[]
1604,повестка,convocation,noun,['повестка в суд'],['convocation au tribunal']
1605,диаметр,diamètre,noun,['эквивалентный диаметр'],['diamètre équivalent']
1606,хвастовство,vantardise,noun,[],[]
1607,пропустить,manquer,verb,['пропустить звонок'],['manquer un appel']
1608,пропустить,ignorer,verb,[],[]
1609,пропустить,sauter,verb,[],[]
1610,пропустить,passer,verb,[],[]
1611,пропустить,laisser passer,verb,[],[]
1612,пропустить,faire passer,verb,[],[]
1613,пропустить,laisser entrer,verb,[],[]
1614,пропустить,laisser échapper,verb,[],[]
1615,пропустить,servir,verb,[],[]
1616,пропустить,faire sauter,verb,[],[]
1617,пропустить,ne pas remarquer,verb,[],[]
1618,пропустить,se restaurer,verb,[],[]
1619,пропустить,faire entrer,verb,[],[]
1620,пропустить,sécher,verb,[],[]
1621,безопасно,sûrement,adverb,[],[]
1622,рисунок,figure,noun,"['предыдущий рисунок', 'наскальные рисунки']","['figure précédente', 'dessins rupestres']"
1623,рисунок,image,noun,[],[]
1624,рисунок,motif,noun,[],[]
1625,рисунок,Fig.,noun,[],[]
1626,рисунок,graphisme,noun,[],[]
1627,рисунок,mickey,noun,[],[]
1628,освоить,maîtriser,verb,['быстро освоить'],['maîtriser rapidement']
1629,освоить,apprendre,verb,[],[]
1630,освоить,absorber,verb,[],[]
1631,освоить,s'assimiler,verb,[],[]
1632,форсированный,forcé,adjective,[],[]
1633,полномочия,mandat,noun,[],[]
1634,полномочия,pleins pouvoirs,noun,[],[]
1635,полномочия,lettres de créance,noun,[],[]
1636,полномочия,compétence,noun,[],[]
1637,полномочия,habilité,noun,[],[]
1638,полномочия,compétences,noun,[],[]
1639,полномочия,pouvoirs,noun,[],[]
1640,полномочия,attributions,noun,[],[]
1641,полномочия,fonctions,noun,[],[]
1642,в дальнейшем,par la suite,adverb,[],[]
1643,в дальнейшем,ultérieurement,adverb,[],[]
1644,в дальнейшем,à l'avenir,adverb,[],[]
1645,в дальнейшем,dans la suite,adverb,[],[]
1646,в дальнейшем,plus bas,adverb,[],[]
1647,учебный,scolaire,adjective,"['новый учебный год', 'учебный материал', 'учебные года']","['nouvelle année scolaire', 'matériel didactique', 'années académiques']"
1648,учебный,éducatif,adjective,['учебные видео'],['des vidéos éducatives']
1649,учебный,d'étude,adjective,[],[]
1650,учебный,d'exercice,adjective,[],[]
1651,учебный,appareil d'entraînement,adjective,[],[]
1652,аэровокзал,aérogare,noun,[],[]
1653,аэровокзал,gare aérienne,noun,[],[]
1654,выпускать,produire,verb,"['продолжать выпускать', 'периодически выпускать', 'выпускать продукцию', 'выпускать облигации', 'выпускать яйца']","['continuer à produire', 'publier périodiquement', 'fabriquer des produits', 'émettre des obligations', 'libérer un ovule']"
1655,выпускать,décharger,verb,[],[]
1656,выпускать,livrer,verb,[],[]
1657,выпускать,dégonfler,verb,[],[]
1658,сажать,planter,verb,[],[]
1659,сажать,faire asseoir,verb,[],[]
1660,сажать,enfermer,verb,[],[]
1661,сажать,remettre,verb,[],[]
1662,большая часть,la plupart,noun,[],[]
1663,большая часть,plupart,noun,[],[]
1664,большая часть,la majeure partie,noun,[],[]
1665,большая часть,une bonne partie,noun,[],[]
1666,большая часть,trois quarts,noun,[],[]
1667,тесный,étroit,adjective,"['тесные врата', 'более тесный']","['la porte étroite', 'plus serré']"
1668,тесный,intime,adjective,[],[]
1669,тесный,etroit,adjective,[],[]
1670,тесный,juste,adjective,[],[]
1671,тесный,compact,adjective,[],[]
1672,жидкий,liquide,adjective,['жидкий азот'],['azote liquide']
1673,жидкий,clairsemé,adjective,[],[]
1674,жидкий,clair,adjective,[],[]
1675,жидкий,fluidique,adjective,[],[]
1676,изучить,étudier,verb,"['внимательно изучить', 'изучить окрестности']","['étudier attentivement', 'Explorer les environs']"
1677,изучить,tudier,verb,[],[]
1678,изучить,découvrir,verb,[],[]
1679,изучить,consulter,verb,[],[]
1680,изучить,revoir,verb,[],[]
1681,изучить,relire,verb,[],[]
1682,изучить,appréhender,verb,[],[]
1683,изучить,posséder,verb,[],[]
1684,заключение эксперта,opinion d'expert,noun,[],[]
1685,заключение эксперта,conclusions de l'expert,noun,[],[]
1686,заключение эксперта,avis d'expert,noun,[],[]
1687,заключение эксперта,rapport d'expert,noun,[],[]
1688,заключение эксперта,rapport d'expertise,noun,[],[]
1689,заключение эксперта,expertise,noun,[],[]
1690,напильник,lime,noun,['круглый напильник'],['lime ronde']
1691,повеление,commandement,noun,['повеление царя'],['ordre du roi']
1692,повеление,édit,noun,[],[]
1693,повеление,impératif,noun,[],[]
1694,папочка,papa,noun,[],[]
1695,подспудный,profond,adjective,[],[]
1696,подспудный,caché,adjective,[],[]
1697,алкогольный,boisson alcoolisé,adjective,[],[]
1698,алкогольный,alcoolisé,adjective,"['алкогольные напитки', 'алкогольный напиток']","['des boissons alcoolisées', 'boisson alcoolique']"
1699,алкогольный,spiritueux,adjective,[],[]
1700,алкогольный,d'alcool,adjective,[],[]
1701,алкогольный,à l'alcool,adjective,[],[]
1702,возделывание,plantation,noun,[],[]
1703,возделывание,façon,noun,[],[]
1704,включительно,inclusivement,adverb,[],[]
1705,включительно,y compris,adverb,[],[]
1706,аспект,aspect,noun,"['важные аспекты', 'социальные аспекты']","['aspects important', 'dimensions sociales']"
1707,аспект,considération,noun,[],[]
1708,аспект,élément,noun,[],[]
1709,аспект,perspective,noun,['новый аспект'],['nouvelle perspective']
1710,аспект,point de vue,noun,[],[]
1711,аспект,face,noun,[],[]
1712,аспект,biais,noun,[],[]
1713,сельская местность,campagne,noun,[],[]
1714,сельская местность,champ,noun,[],[]
1715,сельская местность,bled,noun,[],[]
1716,безразличный,indifférent,adjective,[],[]
1717,безразличный,impassible,adjective,[],[]
1718,безразличный,égal,adjective,[],[]
1719,безразличный,tiède,adjective,[],[]
1720,безразличный,détaché,adjective,[],[]
1721,зуммер,buzzer,noun,[],[]
1722,зуммер,ronfleur,noun,[],[]
1723,индикация,indication,noun,['световая индикация'],['indication lumineuse']
1724,индикация,affichage,noun,['цифровая индикация'],['affichage numérique']
1725,указание,indication,noun,['географическое указание'],['indication géographique']
1726,указание,instruction,noun,"['следовать указаниями', 'оперативные указания', 'следующие указания', 'общие указания']","['suivre les instructions', 'les directives opérationnelles', 'les consignes relatives', 'conseils généraux']"
1727,указание,désignation,noun,['новые указания'],['nouvelles désignations']
1728,указание,spécification,noun,['явное указание'],['spécification explicite']
1729,указание,ordre,noun,[],[]
1730,указание,mot d'ordre,noun,[],[]
1731,указание,datation,noun,[],[]
1732,пылкий,fervent,adjective,[],[]
1733,пылкий,ardent,adjective,[],[]
1734,пылкий,vif,adjective,[],[]
1735,в прошлом,dans le passé,adverb,[],[]
1736,в прошлом,précédemment,adverb,[],[]
1737,предусмотреть,prévoir,verb,[],[]
1738,предусмотреть,comporter,verb,[],[]
1739,предусмотреть,anticiper,verb,[],[]
1740,узы,lien,noun,['узы греха'],['liens du péché']
1741,узы,liens,noun,[],[]
1742,узы,carcan,noun,[],[]
1743,узы,nœud,noun,[],[]
1744,вырез,encolure,noun,['круглый вырез'],['encolure ronde']
1745,вырез,décolleté,noun,[],[]
1746,вырез,gâche,noun,[],[]
1747,вырез,dégagement,noun,[],[]
1748,вырез,onglet,noun,[],[]
1749,движитель,propulsion,noun,[],[]
1750,движитель,moteur,noun,[],[]
1751,соблюдение,respect,noun,"['соблюдение законов', 'строгое соблюдение']","['respect des lois', 'stricte observance']"
1752,соблюдение,observation,noun,['соблюдение правил'],['observation des règles']
1753,первоклассный,de premier ordre,adjective,[],[]
1754,первоклассный,de première classe,adjective,[],[]
1755,первоклассный,de première,adjective,[],[]
1756,первоклассный,de classe,adjective,[],[]
1757,первоклассный,de qualité supérieure,adjective,[],[]
1758,первоклассный,qualifié,adjective,[],[]
1759,первоклассный,numéro un,adjective,[],[]
1760,специфически,spécifiquement,adverb,[],[]
1761,сокращение,réduction,noun,"['сокращения выброса', 'сокращение мышц', 'сокращение числа', 'пакет сокращения', 'сокращение времени', 'сокращение заработной платы', 'бюджетные сокращения']","['réductions des émissions', 'contraction musculaire', 'diminution du nombre', 'paquet de rétrécissement', 'raccourcissement du temps', 'baisse de salaire', 'les compressions budgétaires']"
1762,сокращение,réduit,noun,[],[]
1763,сокращение,abréviation,noun,['список сокращений'],['liste des abréviations']
1764,сокращение,coupure,noun,[],[]
1765,сокращение,licenciement,noun,[],[]
1766,сокращение,coupure budgétaire,noun,[],[]
1767,сокращение,abrègement,noun,[],[]
1768,сокращение,coupe sombre,noun,[],[]
1769,сокращение,amenuisement,noun,[],[]
1770,сокращение,retrait,noun,[],[]
1771,отъезд,départ,noun,['преждевременный отъезд'],['départ prématuré']
1772,в течение,au cours de,adverb,[],[]
1773,фотопластинка,plaque photographique,noun,[],[]
1774,фотопластинка,plaque,noun,[],[]
1775,Реюньон,Réunion,noun,[],[]
1776,далеко зашедший,avancé,adjective,[],[]
1777,увидеться,se revoir,verb,[],[]
1778,увидеться,se voir,verb,[],[]
1779,увидеться,retrouver,verb,[],[]
1780,не законченный,pendant,adjective,[],[]
1781,с тыла,par derrière,adverb,[],[]
1782,трапеза,repas,noun,['семейная трапеза'],['repas familial']
1783,входная дверь,porte d'entrée,noun,[],[]
1784,смелость,courage,noun,"['смелости сделать', 'смелости сказать']","['courage de faire', 'audace de dire']"
1785,смелость,courageux,noun,[],[]
1786,смелость,cran,noun,[],[]
1787,смелость,liberté,noun,[],[]
1788,смелость,culot,noun,[],[]
1789,смелость,virilité,noun,[],[]
1790,смелость,franchise,noun,[],[]
1791,смелость,décision,noun,[],[]
1792,смелость,estomac,noun,[],[]
1793,смелость,souffle,noun,[],[]
1794,митинг,rassemblement,noun,['организации митингов'],['organiser des rassemblements']
1795,митинг,meeting,noun,['митинг в поддержку'],['meeting de soutien']
1796,информация,information,noun,"['внутренняя информация', 'предоставление информации', 'информация о движении']","['information interne', 'fourniture de renseignements', 'info trafic']"
1797,информация,renseignements,noun,[],[]
1798,информация,information factuelle,noun,[],[]
1799,основательный,solide,adjective,[],[]
1800,основательный,profond,adjective,[],[]
1801,основательный,bien fondé,adjective,[],[]
1802,основательный,fondé,adjective,[],[]
1803,основательный,juste,adjective,[],[]
1804,зарабатывать,gagner,verb,['зарабатывать на жизнь'],['gagner ma vie']
1805,зарабатывать,se faire,verb,[],[]
1806,зарабатывать,faire des sous,verb,[],[]
1807,зарабатывать,remonter,verb,[],[]
1808,область,domaine,noun,"['упругая область', 'область печати', 'название области', 'темные области', 'область видимости', 'области царя']","['domaine élastique', 'zone imprimable', 'région fdic', 'secteurs foncés', 'champ visuel', 'provinces du roi']"
1809,область,pays,noun,['область значений'],['plage de valeurs']
1810,область,oblast,noun,['сахалинская область'],['sakhaline oblast']
1811,область,espace,noun,['рабочие области'],['espaces de travail']
1812,область,gamme,noun,[],[]
1813,область,branche,noun,[],[]
1814,область,limites,noun,[],[]
1815,область,bande,noun,[],[]
1816,область,intervalle,noun,[],[]
1817,совершать,commettre,verb,"['совершать акты', 'бог совершает', 'совершать сделки']","['commettre des actes', 'dieu accomplit', 'effectuer des transactions']"
1818,совершать,engager,verb,[],[]
1819,совершать,réaliser,verb,[],[]
1820,совершать,opérer des miracles,verb,[],[]
1821,совершать,opérée,verb,[],[]
1822,совершать,opérer,verb,[],[]
1823,совершать,fournir,verb,[],[]
1824,совершать,administrer,verb,[],[]
1825,совершать,conclure,verb,[],[]
1826,совершать,lancer,verb,[],[]
1827,совершать,poser,verb,[],[]
1828,тренинг,training,noun,[],[]
1829,тренинг,formation,noun,['специальные тренинги'],['formations spéciales']
1830,тренинг,coaching,noun,[],[]
1831,выходной,congé,noun,['выходной день'],['journée de congé']
1832,выходной,sortant,adjective,[],[]
1833,выходной,du dimanche,adjective,[],[]
1834,предоставить,fournir,verb,['предоставить пользователям'],['fournir aux utilisateurs']
1835,предоставить,accorder,verb,['предоставить доступ'],"[""accorder l'accès""]"
1836,предоставить,permettre,verb,[],[]
1837,предоставить,prévoir,verb,[],[]
1838,предоставить,introduire,verb,[],[]
1839,отказ,refus,noun,"['отказ в визе', 'отказ от авторских', 'причина отказа', 'основание для отказа', 'отказ от курения', 'постепенный отказ']","['refus de visa', 'renonciation au copyright', 'raison de déni', 'motif de rejet', 'renoncement au tabac', 'abandon progressif']"
1840,отказ,défaillance,noun,"['внезапный отказ', 'отказ двигателя']","['défaillance soudaine', 'panne de moteur']"
1841,отказ,rétractation,noun,['форма отказа'],['formulaire de rétractation']
1842,отказ,renoncement à,noun,[],[]
1843,отказ,non,noun,['уведомление об отказе'],['avis de non']
1844,отказ,cessation,noun,[],[]
1845,отказ,dédit,noun,[],[]
1846,отказ,raté,noun,[],[]
1847,маска,masque,noun,['маска беременности'],['masque de grossesse']
1848,ленч,lunch,noun,[],[]
1849,стая,meute,noun,[],[]
1850,стая,essaim,noun,[],[]
1851,стая,banc,noun,[],[]
1852,стая,nuée,noun,[],[]
1853,стая,harde,noun,[],[]
1854,стая,bande,noun,[],[]
1855,стая,escadron,noun,[],[]
1856,электро,électro,noun,[],[]
1857,электро,electro,noun,[],[]
1858,статист,comparse,noun,[],[]
1859,статист,figurant,noun,[],[]
1860,карикатура,caricature,noun,['карикатура на пророка'],['caricature du prophète']
1861,школьный,scolaire,adjective,['школьный автобус'],['autobus scolaire']
1862,школьный,d'école,adjective,[],[]
1863,школьный,de l'enseignement,adjective,[],[]
1864,лев,lion,noun,"['король льва', 'князь льва']","['roi lion', 'prince lev']"
1865,лев,Leo,noun,[],[]
1866,лев,Léon,noun,[],[]
1867,лев,Léo,noun,[],[]
1868,лев,leva,adjective,[],[]
1869,тротуар,trottoir,noun,['край тротуара'],['bord du trottoir']
1870,тротуар,ruban,noun,[],[]
1871,приказывать,ordonner,verb,[],[]
1872,приказывать,inviter,verb,[],[]
1873,определенно,certainement,adverb,['определенно помогать'],['contribuer certainement']
1874,определенно,définitivement,adverb,['определенно готовая'],['définitivement prêter']
1875,определенно,expressément,adverb,[],[]
1876,определенно,vraiment,adverb,['определенно стоять'],['vraiment la peine']
1877,определенно,précisément,adverb,[],[]
1878,определенно,spécifiquement,adverb,[],[]
1879,определенно,d'une manière précise,adverb,[],[]
1880,определенно,décidément,adverb,[],[]
1881,обстрелять,bombarder,verb,[],[]
1882,страх,peur,noun,"['иррациональные страхи', 'страх божия', 'ночные страхи']","['peurs irrationnelles', 'crainte de dieu', 'les terreurs nocturnes']"
1883,страх,anxiété,noun,[],[]
1884,страх,menace,noun,[],[]
1885,страх,transe,noun,[],[]
1886,страх,sueur froide,noun,[],[]
1887,страх,frousse,noun,[],[]
1888,страх,taf,noun,[],[]
1889,мило,gentiment,adverb,[],[]
1890,мило,il est gentil,adverb,[],[]
1891,художественная литература,belles-lettres,noun,[],[]
1892,художественная литература,littérature,noun,[],[]
1893,художественная литература,littérature belles-lettres,noun,[],[]
1894,художественная литература,lettres,noun,[],[]
1895,выгода,avantage,noun,"['экономические выгоды', 'взаимные выгоды', 'финансовая выгода', 'взаимная выгода', 'к взаимная выгода']","['les avantages économiques', 'des bénéfices mutuels', 'gain financier', 'profit mutuel', 'intérêt mutuel']"
1896,выгода,parti,noun,[],[]
1897,проектная разработка,étude,noun,[],[]
1898,явственный,clair,adjective,[],[]
1899,форма,forme,noun,"['правовая форма', 'анонимная форма']","['forme juridique', 'manière anonyme']"
1900,форма,moule,noun,['керамическая форма'],['moule en céramique']
1901,форма,uniforme,noun,['школьные формы'],['uniformes scolaires']
1902,форма,taille,noun,['форма поддержки'],['format de soutien']
1903,форма,dessin,noun,[],[]
1904,форма,modalité,noun,['различные формы'],['diverses modalités']
1905,форма,formule,noun,[],[]
1906,форма,figuration,noun,['свободная форма'],['figuration libre']
1907,форма,profil,noun,[],[]
1908,форма,creux,noun,[],[]
1909,закоулок,recoin,noun,[],[]
1910,закоулок,cache,noun,[],[]
1911,аэропорт,aéroport,noun,['аэропорт назначения'],['aéroport de destination']
1912,аэропорт,gare aérienne,noun,[],[]
1913,аэропорт,plate-forme,noun,[],[]
1914,аэропорт,port aérien,noun,[],[]
1915,аэропорт,terrain d'aviation,noun,[],[]
1916,поединок,duel,noun,[],[]
1917,поединок,combat,noun,[],[]
1918,поединок,combat singulier,noun,[],[]
1919,поединок,affrontement,noun,[],[]
1920,мытье,lavage,noun,['мытье руки'],['lavage des mains']
1921,мытье,shampooing,noun,[],[]
1922,аппарат,appareil,noun,"['слуховой аппарат', 'рентгеновский аппарат']","['appareil auditif', 'medical instrument']"
1923,аппарат,service,noun,[],[]
1924,аппарат,services,noun,[],[]
1925,аппарат,poste,noun,['телефонные аппараты'],['postes téléphoniques']
1926,аппарат,caméra,noun,[],[]
1927,аппарат,staff,noun,[],[]
1928,аппарат,masseur,noun,[],[]
1929,надземный,aérien,adjective,['надземное метро'],['métro aérien']
1930,надземный,au-dessus du sol,adjective,[],[]
1931,заседание,séance,noun,"['первое заседание', 'пленарное заседание', 'заседание комитета']","['séance inaugurale', 'réunion plénière', 'session du comité']"
1932,заседание,rencontre,noun,[],[]
1933,заседание,marathon,noun,[],[]
1934,держава,puissance,noun,['великие державы'],['les grandes puissances']
1935,держава,Etat,noun,[],[]
1936,держава,superpuissance,noun,[],[]
1937,держава,globe,noun,[],[]
1938,аккуратно,doucement,adverb,['аккуратно потянуть'],['tirant doucement']
1939,аккуратно,soigneusement,adverb,['очень аккуратно'],['très soigneusement']
1940,аккуратно,proprement,adverb,[],[]
1941,аккуратно,attentivement,adverb,[],[]
1942,аккуратно,joliment,adverb,[],[]
1943,аккуратно,exactement,adverb,[],[]
1944,аккуратно,régulièrement,adverb,[],[]
1945,аккуратно,soigné,adjective,[],[]
1946,порожняк,vides,noun,[],[]
1947,выслушать,écouter,verb,['внимательно выслушать'],['écouter attentivement']
1948,выслушать,ecouter,verb,[],[]
1949,высший,supérieur,adjective,"['высшие учебные заведения', 'высший орган']","[""l'enseignement supérieur"", 'organe suprême']"
1950,высший,ultime,adjective,[],[]
1951,высший,royal,adjective,[],[]
1952,синхрофазотрон,synchrotron,noun,[],[]
1953,массив,massif,noun,['центральный массив'],['massif central']
1954,массив,terrain,noun,[],[]
1955,осуществление,mise en œuvre,noun,[],[]
1956,осуществление,exercice,noun,"['осуществление прав', 'эффективное осуществление', 'осуществление деятельности']","['exercice des droits', 'application efficace', 'exécution des activités']"
1957,осуществление,accomplissement,noun,[],[]
1958,осуществление,matérialisation,noun,[],[]
1959,хищение,détournement,noun,['хищение государственного имущества'],['détournement de biens']
1960,хищение,vol,noun,[],[]
1961,хищение,coulage,noun,[],[]
1962,земля,Terre,noun,['недра земли'],['entrailles du sol']
1963,земля,terrain,noun,['гектары земли'],['hectares de terrain']
1964,земля,pays,noun,"['земля иерусалимской', 'азербайджанские земли']","['pays de jérusalem', 'territoires azerbaïdjanais']"
1965,земля,globe,noun,[],[]
1966,земля,fonds,noun,[],[]
1967,земля,parterre,noun,[],[]
1968,земля,glaise,noun,[],[]
1969,земля,parquet,noun,[],[]
1970,Земля,univers,noun,[],[]
1971,реализовать,implémenter,verb,['реализовать функцию'],['implémenter la fonctionnalité']
1972,реализовать,mettre en œuvre,verb,[],[]
1973,реализовать,réaliser,verb,['реализовать в виде'],['réaliser sous forme']
1974,реализовать,introduire,verb,[],[]
1975,реализовать,exercer,verb,[],[]
1976,реализовать,exploiter,verb,[],[]
1977,реализовать,engager,verb,[],[]
1978,реализовать,remplir,verb,[],[]
1979,реализовать,mettre sur pied,verb,[],[]
1980,реализовать,mettre en valeur,verb,[],[]
1981,реализовать,écouler,verb,[],[]
1982,опрос,sondage,noun,"['социологические опросы', 'опрос общественного']","['sondages sociologiques', 'enquête publique']"
1983,опрос,sondage d'opinion,noun,[],[]
1984,опрос,interrogation,noun,['последний опрос'],['dernière interrogation']
1985,опрос,questionnaire,noun,['конец опроса'],['fin du questionnaire']
1986,опрос,interrogatoire,noun,[],[]
1987,опрос,entrevue,noun,[],[]
1988,опрос,étude d'opinion,noun,[],[]
1989,опрос,scrutation,noun,[],[]
1990,опрос,sollicitation,noun,[],[]
1991,закат,coucher du soleil,noun,[],[]
1992,закат,couchant,noun,['рассвет до заката'],['aube au crépuscule']
1993,закат,soleil couchant,noun,[],[]
1994,закат,déclin,noun,[],[]
1995,усугублять,aggraver,verb,['усугубляя проблему'],['aggrave le problème']
1996,усугублять,compliquer,verb,[],[]
1997,усугублять,envenimer,verb,[],[]
1998,усугублять,ajouter,verb,[],[]
1999,разъяснять,expliquer,verb,[],[]
2000,разъяснять,clarifier,verb,[],[]
2001,разъяснять,élucider,verb,[],[]
2002,разъяснять,représenter,verb,[],[]
