,word,oxford_sensewords,compared_sensewords,comparison_value
168,fan,"['admirateur', 'ventilateur', 'éventer', 'attiser', 'éventail', '(s’)éventer', 'supporter/-trice', 'fan', 'rafraîchir']","['seul', 'tranquille', 'seul', 'uniquement', 'rien que', 'à eux seuls']",0.75
169,fantastic,"['fantastique', 'formidable', 'extraordinaire', 'fabuleux/-euse']","['domaine', 'champ', 'terrain', 'secteur', 'zone', 'matière']",0.6
170,far,"['lointain/-aine', 'loin', 'à l’autre bout de', 'beaucoup', 'extrême', 'lointain', 'plus loin']","['cinquième', 'cinquièmement', 'cinquième', 'quinte']",1.0
171,farmer,"['fermier', 'fermier/-ière', 'éleveur/-euse', 'ière', 'agriculteur/-trice']","['fichier', 'dossier', 'déposer', 'présenter', 'produire', 'soumettre', 'classer', 'remplir', 'remettre', 'interjeter']",0.4166666666666667
172,fashion,"['(de) mode', 'façon', 'mode']","['remplissage', 'fil', 'remblai', 'remblayage', 'remplir', 'combler', 'pourvoir', 'compléter', 'occuper', 'doter', 'renseigner', 'fourrer']",0.7222222222222222
173,quite,"['plutôt', 'en effet', 'd’accord', 'assez', 'tout à fait', 'véritable']","['final', 'définitif', 'dernier', 'finale']",0.3888888888888889
174,alarm,"['alerte', 'inquiéter', 'alarmer', 'réveil', 'inquiétude', 'stupeur', 'alarme', 'réveil(-matin)', 'inquiétude(s)']","['enfin', 'finalement']",0.3333333333333333
175,album,"['disque', 'album']",['doigt'],0.16666666666666666
176,alcohol,['alcool'],"['incendie', 'feu', 'fire', 'pompier', 'tir', 'tirer', 'congédier', 'licencier', 'virer', 'cuire', ""s'activer"", 'se déclencher', 'limoger', 'alimenter']",0.6538461538461539
177,almost,['presque'],['pêche'],0.5
178,alone,"['(le) seul', 'seul/seule', 'seul', 'rien que']","['apte', 'en forme', 'ajustement', 'fit', 'adéquation', 'convulsion', 'concordance', 'coup monté', 'correspondre', ""s'adapter"", 'cadrer', 'équiper', ""s'intégrer"", ""s'inscrire"", 'ajuster', 'convenir', 'adapter']",0.42500000000000004
179,field,"['terrain', 'faire jouer', 'domaine', 'champ', 'gisement']","['vol', 'avion', 'flight', 'bord', 'fuite']",0.75
180,fifth,['cinquième'],"['du long', 'le long de', 'au bord de']",0.1875
181,fifty,"['cinquante', 'cinquante ans', 'de cinquante (…)']",['chambre'],0.5
182,file,"['fichier', 'dossier', 'classeur', 'intenter (une action)', 'file', '(se) limer', 'lime', 'marcher en file indienne', 'se déplacer à la file', 'classer', 'limer', 'intenter']","['bière', 'brasserie']",1.0
183,fill,"['répondre à', '(se) remplir', 'prendre', 'à sa faim', 'boucher', 'pourvoir', '(r)emplir', 'plomber', 'remplir']","['auparavant', 'précédemment', 'tôt', 'avant que', 'pour que', 'avant', 'avant de', 'devant']",0.6428571428571428
184,final,"['finale', 'examens [masculine', 'dernier/-ière', 'final', 'final/-ale', 'plural] de fin d’année', 'définitif', 'définitif/-ive', 'dernier']","['commencer', 'débuter', 'entamer', 'entreprendre', 'lancer', 'amorcer', 'se mettre', 'démarrer', 'initier']",1.6666666666666667
185,finally,"['finalement', 'enfin', 'pour terminer']","['derrière', 'pour compte', 'à la traîne', 'en arrière', 'de retard', 'derrière']",0.3333333333333333
186,finger,"['toucher', 'langue', 'doigt']","['suivant', 'ci-dessous', 'ci-après', 'sous', 'en dessous de', 'au-dessous de', 'de moins', 'en-dessous', 'deçà']",0.45
187,fire,"['feu', 'licencier', 'cuire', 'feu [masculine]', 'renvoyer', 'enflammer', 'faire feu', '(essuyer le) feu', 'incendie', 'tirer (sur)', 'tirer', 'radiateur', 'ardeur']","['bon', 'exemplaire', 'optimal', 'direct', 'bonne chance', 'maximum', 'bon voeu', 'meilleur parti', 'meilleur résultat', 'best', 'must', 'meilleur jour', 'meilleur']",1.4
