,bigram,PMI
702,"('you', 'go')",2.0771384973396323
703,"('see', 'he')",2.0748231767568868
704,"('see', 'you')",2.0738434177780505
705,"('stop', 'the')",2.070990567512723
706,"('from', 'my')",2.0704533006406187
707,"('we', '’t')",2.066855422280412
708,"('use', 'in')",2.062539793991281
709,"('by', 'the')",2.0579746366309593
710,"('as', 'we')",2.0522931280775154
711,"('about', 'the')",2.0476580636820962
712,"('what', 'he')",2.047652975591415
713,"('the', 'boy')",2.0435098310906135
714,"('i', 'as')",2.0402861827927268
715,"('I', 'find')",2.0395478067530597
716,"('be', 'no')",2.038072019666618
717,"('can', 'be')",2.0312864020524266
718,"('expression', 'be')",2.029386291800396
719,"('for', 'a')",2.025332190596636
720,"('to', 'take')",2.024781139136266
721,"('have', 'to')",2.017288548725478
722,"('the', 'argument')",2.016542783490344
723,"('to', 'come')",2.01616800883156
724,"('be', 'too')",2.0117752759583922
725,"('of', 'software')",2.00807170632617
726,"('you', 'do')",2.002338417376702
727,"('in', 'time')",1.9990831802617706
728,"('the', 'only')",1.9900705721291558
729,"('get', 'it')",1.9831716032437612
730,"('the', 'requirement')",1.9715742285117663
731,"('here', 'be')",1.9713771753329645
732,"('of', 'expression')",1.958743993962603
733,"('of', 'us')",1.9567248263259494
734,"('know', 'it')",1.9382591813681849
735,"('up', 'and')",1.934032309890103
736,"('eyes', 'be')",1.9311568157501071
737,"('this', 'be')",1.9281197301703656
738,"('I', 'guess')",1.916119468214852
739,"('but', 'we')",1.9040724900821182
740,"('of', 'my')",1.8996799308175376
741,"('the', 'test')",1.8969611677376754
742,"('as', 'I')",1.8876910598883327
743,"('to', 'do')",1.8651020346405645
744,"('I', 'be')",1.8633719108879134
745,"('that', 'n')",1.8437770135208922
746,"('be', 'write')",1.8386712409563977
747,"('get', 'to')",1.8304756915309284
748,"('’t', 'you')",1.8273601882081039
749,"('know', 'he')",1.822801763645515
750,"('now', 'and')",1.8200831014824423
751,"('like', 'you')",1.8132021252114434
752,"('the', 'great')",1.8094983264873363
753,"('the', 'procedure')",1.7985894273203975
754,"('say', 'I')",1.795658843280659
755,"('find', 'the')",1.795423141275613
756,"('can', 'have')",1.7944382016461269
757,"('n', 'be')",1.7930486238306038
758,"('the', 'computer')",1.788436710959509
759,"('Lisp', 'be')",1.7846527027095505
760,"('a', 'process')",1.7844170392641736
761,"('he', 'be')",1.7750376138328257
762,"('be', 'give')",1.7638018277845333
763,"('only', 'a')",1.7633554237363462
764,"('and', 'so')",1.7579655115545876
765,"('name', 'be')",1.7542790536660284
766,"('program', 'and')",1.7538494030823557
767,"('the', 'name')",1.7525712584024973
768,"('the', 'drug')",1.751283712542044
769,"('I', 'see')",1.7512596820636936
770,"('give', 'a')",1.7489523586093725
771,"('on', 'a')",1.742596863569549
772,"('that', 'one')",1.740877105936601
773,"('to', 'ask')",1.7360600896388263
774,"('that', 'will')",1.7335164009853479
775,"('she', 'be')",1.7298948950390667
776,"('as', 'they')",1.7269083912692942
777,"('to', 'use')",1.7198316278469363
778,"('here', 'I')",1.7181800906029423
779,"('a', 'expression')",1.714027711372779
780,"('and', 'I')",1.7129583344958377
781,"('they', 'be')",1.7121095994220887
782,"('of', 'his')",1.7052166738731849
783,"('by', 'my')",1.6958646410645457
784,"('with', 'the')",1.693760011421066
785,"('of', 'program')",1.6936904204921603
786,"('value', 'be')",1.6857993157832603
787,"('in', 'a')",1.6802598079728845
788,"('to', 'think')",1.6778454756935304
789,"('by', 'a')",1.6774126948094157
790,"('know', 'you')",1.6698189112216255
791,"('of', 'people')",1.6662096840700507
792,"('be', 'use')",1.6643935501488336
793,"('the', 'day')",1.6629058288756475
794,"('that', 'they')",1.6615546532751964
795,"('be', 'like')",1.661169649274548
796,"('between', 'the')",1.6566468384039688
797,"('of', 'this')",1.6537006891634718
798,"('and', 'he')",1.649545412622377
799,"('say', 'it')",1.6487525641732041
800,"('you', ""'"")",1.6482951985357595
801,"('you', 'just')",1.6482951985357595
802,"('for', 'this')",1.6472731752020238
803,"('for', 'you')",1.646062787969015
804,"('that', 'we')",1.6452750771347944
805,"('one', 'that')",1.641341432385687
806,"('of', 'other')",1.6269643066913453
807,"('all', 'the')",1.626291192555545
808,"('a', 'way')",1.6163791473661284
809,"('and', 'there')",1.6041845517065028
810,"('be', 'a')",1.6035646561895547
811,"('be', 'really')",1.5990008281881138
812,"('what', 'be')",1.5950804588167742
813,"('be', 'so')",1.5884701606959446
814,"('a', 'program')",1.5864776616522676
815,"('to', 'give')",1.585118191564085
816,"('I', 'take')",1.5833521409660243
817,"('on', 'this')",1.5817251103801233
818,"('the', 'two')",1.5750330728503137
819,"('be', 'more')",1.5675783394728882
820,"('we', 'be')",1.566454380415152
821,"('be', 'there')",1.5631375663140226
822,"('i', 'I')",1.5593984645268293
823,"('be', 'try')",1.5578818408625246
824,"('not', 'have')",1.5577181493617083
825,"('i', 'in')",1.544742720287239
826,"('program', 'be')",1.5392661626951814
827,"('he', 'have')",1.5388333299919559
828,"('to', 'look')",1.5381207120269131
829,"('you', 'have')",1.5378535710131196
830,"('of', 'good')",1.5316336623831823
831,"('and', 'they')",1.5294766176176644
832,"('i', 'with')",1.5127128004859571
833,"('the', 'expression')",1.5046437449589192
834,"('and', 'how')",1.4965173566127454
835,"('it', 'can')",1.4961643175905905
836,"('he', 'will')",1.4953566637905809
837,"('from', 'a')",1.494359459663837
838,"('I', ""'"")",1.4940272114020594
839,"('that', 'I')",1.4936644973735262
840,"('of', 'a')",1.4866868921691392
841,"('like', 'to')",1.4864879436115928
842,"('where', 'be')",1.4857902177401243
843,"('1', 'and')",1.4815964672191804
844,"('be', 'right')",1.4762943063662632
845,"('procedure', 'to')",1.4713945982261016
846,"('be', 'here')",1.4688768348037797
847,"('use', 'a')",1.4600662821099597
848,"('to', 'know')",1.4585819470417078
849,"('be', 'take')",1.4580376024423174
850,"('be', 'good')",1.4323509587786667
851,"('be', 'all')",1.428113965892198
852,"('of', 'time')",1.4189335296338221
853,"('it', 'all')",1.4150337251639655
854,"('that', 'be')",1.4148369950908908
855,"('and', 'we')",1.4054408611213773
856,"('you', 'all')",1.3995741961872739
857,"('to', 'say')",1.3805794350404312
858,"('a', 'give')",1.3704407353556434
859,"('be', 'only')",1.368220621358951
860,"('requirement', 'be')",1.36654890038292
861,"('but', 'you')",1.365016974150901
862,"('say', 'you')",1.361696615859291
863,"('of', 'x')",1.3594839958263591
864,"('that', 'if')",1.3575484663850972
865,"('do', 'that')",1.3575484663850936
866,"('I', 'give')",1.3501400708612685
867,"('have', 'be')",1.3492952190511112
868,"('procedure', 'in')",1.3446174810692284
869,"('time', 'and')",1.3415889884740864
870,"('that', 'can')",1.3363319804754
871,"('than', 'a')",1.3327210694064853
872,"('no', 'I')",1.3280172599631257
873,"('call', 'the')",1.3119986670165176
874,"('a', 'time')",1.3117207707939293
875,"('use', 'the')",1.3022835121833083
876,"('the', 'right')",1.2970483255505485
877,"('time', 'to')",1.2633638211685785
878,"('use', 'of')",1.2624244594214318
879,"('think', 'of')",1.2484526834376162
880,"('the', 'people')",1.247043225175748
881,"('I', 'do')",1.241081623191846
882,"('us', 'to')",1.216192617139555
883,"('have', 'not')",1.2097948459413992
884,"('the', 'language')",1.2076620072017867
885,"('i', 'he')",1.2068515704406693
886,"('', 'be')",1.2051172743727214
887,"('the', 'back')",1.2034742102383476
888,"('for', 'the')",1.1989360025298836
889,"('of', 'n')",1.1958605114969778
890,"('but', 'that')",1.1947655341868035
891,"('with', 'he')",1.173575415566372
892,"('process', 'be')",1.1693165529448777
893,"('number', 'be')",1.1693165529448706
894,"('that', 'you')",1.1661621016598644
895,"('we', 'do')",1.1408560037241884
896,"('way', 'of')",1.1386294054848634
897,"('the', 'head')",1.127574095879087
898,"('so', 'you')",1.1209829138753165
899,"('when', 'the')",1.1185189375953115
900,"('not', 'to')",1.096453372865458
901,"('define', 'a')",1.0852835186237115
902,"('to', 'the')",1.073126311856715
903,"('like', 'the')",1.0668861691799876
904,"('where', 'the')",1.0435098310906135
905,"('way', 'I')",1.0111159821505993
906,"('to', 'be')",1.0065870529067666
907,"('to', 'i')",1.0040951765309885
908,"('’s', 'a')",1.0015151609311133
909,"('with', 'my')",0.9932337981787214
910,"('that', 'it')",0.9918494943157583
911,"('the', 'time')",0.9648332806301347
912,"('and', 'if')",0.9624360248937691
913,"('will', 'you')",0.953808523449041
914,"('out', 'the')",0.9512513232386262
915,"('be', 'define')",0.9311568157501071
916,"('how', 'I')",0.9303333274345533
917,"('take', 'the')",0.9282943745424674
918,"('see', 'the')",0.916935867498939
919,"('that', 'he')",0.9108021073789132
920,"('n', 'and')",0.9080961906668641
921,"('how', 'the')",0.9017146977083073
922,"('down', 'the')",0.8924597755027364
923,"('all', 'of')",0.8873928052175977
924,"('x', 'be')",0.8716360043041895
925,"('procedure', 'be')",0.871636004304186
926,"('it', 'as')",0.8690736354899578
927,"('up', 'the')",0.8657424371269578
928,"('or', 'a')",0.8426988551025723
929,"('i', 'to')",0.8235229308891654
930,"('can', 'you')",0.8220852461674291
931,"('as', 'the')",0.8211801315349696
932,"('I', 'go')",0.8159553062894176
933,"('and', 'his')",0.8142852569443271
934,"('to', 'us')",0.8011551178607128
935,"('of', 'they')",0.7912457299148343
936,"('to', 'have')",0.7791288115307111
937,"('the', 'thing')",0.7676781507927082
938,"('people', 'be')",0.7633241932690353
939,"('all', 'I')",0.75987938188333
940,"('the', 'program')",0.7490624726253579
941,"('than', 'the')",0.7363139798833735
942,"('get', 'the')",0.7270361662953597
943,"('and', 'it')",0.7160359811967787
944,"('he', 'do')",0.6958896511632915
945,"('that', 'have')",0.6895302259363802
946,"('if', 'the')",0.6781265658144164
947,"('you', 'be')",0.6726808344789035
948,"('not', 'a')",0.668372278547821
949,"('i', 'and')",0.6559229823930934
950,"('in', 'you')",0.631635717333733
951,"('that', 'this')",0.6309248164403485
952,"('and', 'all')",0.6256236929204313
953,"('be', 'make')",0.6045319341613471
954,"('and', 'you')",0.6021727481590915
955,"('make', 'the')",0.5772890467906784
956,"('and', 'that')",0.5732771574405291
957,"('be', 'one')",0.5717540154440819
958,"('see', 'a')",0.5699264853884216
959,"('with', 'it')",0.5665668088179601
960,"('i', 'a')",0.549951785627151
961,"('at', 'a')",0.5379791439610777
962,"('to', 'my')",0.5346568567233447
963,"('give', 'the')",0.5330255463287372
964,"('i', 'that')",0.5274734678274093
965,"('that', 'the')",0.5240961076250876
966,"('on', 'in')",0.4970734688959233
967,"('go', 'I')",0.49402721140205585
968,"('the', 'one')",0.4665086160721401
969,"('with', 'you')",0.4356300624213283
970,"(""'"", 'I')",0.42363788351066134
971,"('which', 'the')",0.40510807140800154
972,"('say', 'to')",0.3805794350404348
973,"('for', 'he')",0.35158666342167777
974,"('and', 'one')",0.3457646644452801
975,"('then', 'the')",0.3368020580170885
976,"('it', 'for')",0.32954055739442367
977,"('one', 'be')",0.3238265020004967
978,"('the', 'good')",0.3119986670165211
979,"('of', 'all')",0.30243030449644337
980,"('be', 'do')",0.2999006627550145
981,"('and', 'the')",0.29890866757607526
982,"('be', 'in')",0.294847435028732
983,"('know', 'the')",0.28409267044663267
984,"('of', 'procedure')",0.24845268343761617
985,"('it', 'have')",0.22133134043852465
986,"('not', 'be')",0.19713449708463315
987,"('for', 'it')",0.19203703364449254
988,"('can', 'I')",0.1685846323384581
989,"('one', 'I')",0.1580922585208171
990,"('be', 'that')",0.08185371169453148
991,"('of', 'i')",0.0722020437458859
992,"('be', 'the')",0.051025418032722314
993,"('be', 'you')",0.03709226068778193
994,"('that', 'my')",0.019967107186246835
995,"('to', 'his')",0.013594065167737313
996,"('and', 'this')",0.013419953612576307
997,"('but', 'the')",-0.020709266624084677
998,"('it', 'and')",-0.03242525180725764
999,"('they', 'I')",-0.07323328758564074
1000,"('be', 'say')",-0.10370194146154432
1001,"('do', 'the')",-0.14237972389449638
1002,"('it', 'it')",-0.1644053848673579
1003,"('do', 'a')",-0.167461011117652
1004,"('be', 'on')",-0.18235888533654432
1005,"('be', 'my')",-0.19473701761516438
1006,"('they', 'to')",-0.2268204548004782
1007,"('and', 'my')",-0.2496144522212198
1008,"('he', 'he')",-0.2578166965627702
1009,"('have', 'the')",-0.2629101690407154
1010,"('have', 'you')",-0.31014333554182727
1011,"('it', 'in')",-0.3183475316532025
1012,"('of', 'you')",-0.32305665434499176
1013,"('to', 'you')",-0.3790906892593249
1014,"('of', 'that')",-0.39377242075818586
1015,"('of', 'it')",-0.4145123292848112
1016,"('the', 'use')",-0.44773823480834807
1017,"('i', 'be')",-0.48018619997099066
1018,"('this', 'and')",-0.5271484277501273
1019,"('’t', 'be')",-0.5311231651962167
1020,"('and', 'a')",-0.538545616471314
1021,"('so', 'the')",-0.5542499440946536
1022,"('be', 'at')",-0.5796216828874101
1023,"('be', 'this')",-0.5991272726944992
1024,"('to', 'he')",-0.7000390251678503
1025,"('and', 'for')",-0.7229038806829102
1026,"('to', 'a')",-0.7542743075267495
1027,"('that', 'a')",-0.7640195854318641
1028,"('it', 'I')",-0.7764910062561015
1029,"('he', 'and')",-0.8468804134971215
1030,"('be', 'they')",-0.8486053550523884
1031,"('to', 'this')",-0.8803806425554974
1032,"('be', 'to')",-0.889577136108695
1033,"('you', 'and')",-0.9003275923700933
1034,"('not', 'the')",-0.9232177946775124
1035,"('in', 'that')",-0.9391536522140917
1036,"('it', 'to')",-0.9851195370289005
1037,"('he', 'I')",-1.034552819421581
1038,"('he', 'to')",-1.062609104552557
1039,"('you', 'I')",-1.0879999982945563
1040,"('you', 'you')",-1.0898512130781342
1041,"('you', 'to')",-1.1160562834255323
1042,"('be', 'for')",-1.1819058487365268
1043,"('i', 'the')",-1.3094897097297498
1044,"('and', 'to')",-1.3594920699935926
1045,"('that', 'of')",-1.3937724207581823
1046,"('be', 'we')",-1.4498474319139483
1047,"('to', 'that')",-1.5493421292234224
1048,"('be', 'it')",-1.5689365870817937
1049,"('a', 'and')",-1.8960976210893996
1050,"('be', 'I')",-2.0314458524200347
1051,"('it', 'the')",-2.118132177647812
1052,"('and', 'be')",-2.180808433773141
1053,"('be', 'and')",-3.1068078523293607
1054,"('a', 'be')",-3.2741795937594453
1055,"('be', 'be')",-3.321391092716542
