,English text,en_fr_yandex_tr,fr_en_yandex_tr,correct_translation
182,Why don't you try?,Pourquoi n'essayez-vous pas?,Why don't you try?,True
183,Why don't you give him a chance?,Pourquoi tu ne lui donnes pas une chance?,Why don't you give him a chance?,True
184,"Who is your boss, by the way?","Qui est votre patron, par la voie?","Who's your boss, by the way?",False
185,"What's your name, by the way?","Quel est votre nom, au fait?","What's your name, by the way?",True
186,"What's his name, by the way?","Quel est son nom, par le chemin?","What's his name, by the way?",True
187,Why don't you wear your new suit?,Pourquoi tu ne Portes pas ton nouveau costume?,Why don't you wear your new suit?,True
188,What date is it today?,Quelle date est-il aujourd'hui?,What date is it today?,True
189,What day is it today?,Quel jour est-ce aujourd'hui?,What day is it today?,True
190,Is it cold in your room?,Il fait froid dans votre chambre?,Is it cold in your room?,True
191,How often do you go to the dentist?,Combien de fois avez-vous aller chez le dentiste?,How many times have you gone to the dentist?,False
192,Do you know about the discount?,Savez-vous à propos de la réduction?,Do you know about the discount?,True
193,What do you do at weekends?,Que faites-vous le week-end?,What do you do on weekends?,False
194,What do you know about physics?,Que savez-vous au sujet de la physique?,What do you know about physics?,True
195,What do I know about computers?,Qu'est-ce que je connais aux ordinateurs?,What do I know about computers?,True
196,What do you have against dogs?,Qu'avez-vous contre les chiens?,What do you have against dogs?,True
197,Is she famous in your country?,Est-elle célèbre dans votre pays?,Is she famous in your country?,True
198,Is it bad for your health?,Est-il mauvais pour votre santé?,Is it bad for your health?,True
199,Is it sunny in your city?,Est-il ensoleillé dans votre ville?,Is it Sunny in your city?,False
200,Does he know about the show?,Ne sait-il à propos de l'émission?,Doesn't he know about the show?,False
201,What do you do for clients?,Que faites-vous pour les clients?,What do you do for customers?,False
202,How come you don't like him?,Comment venir vous n'avez pas comme lui?,How come you don't like him?,True
203,How come you don't believe me?,Comment pouvez-vous ne me croyez pas?,How can you not believe me?,False
204,What do you think about kids?,Que pensez-vous des enfants?,What do you think of the children?,False
205,What do you do on Wednesdays?,Que faites-vous de mercredi?,What about Wednesday?,False
206,What do you know about animals?,Que connaissez-vous les animaux?,What do you know about animals?,True
207,Why don't you talk about the problem?,Pourquoi tu ne parles pas du problème?,Why don't you talk about the problem?,True
208,Why don't they come?,Pourquoi n'ont-ils pas venus?,Why didn't they come?,False
209,Why don't we go there?,Pourquoi ne pas y aller?,Why don't you go?,False
210,Why don't you visit me?,Pourquoi tu ne viens pas me voir?,Why don't you come to me?,False
211,Why don't you tell them the truth?,Pourquoi ne pas leur dire la vérité?,Why not tell them the truth?,False
212,How often do you go to the library?,Combien de fois allez-vous à la bibliothèque?,How many times do you go to the library?,False
213,How often do you go to the cinema?,À quelle fréquence allez-vous au cinéma?,How often do you go to the movies?,False
214,How often do you go to the gym?,Combien de fois avez-vous aller à la gym?,How many times have you gone to the gym?,False
0,He does not need help.,Il n'a pas besoin d'aide.,He doesn't need any help.,False
1,It doesn't mean anything.,Cela ne veut pas dire quoi que ce soit.,It doesn't mean anything.,True
2,He doesn't want anything.,Il ne veut pas que quoi que ce soit.,He doesn't want anything.,True
3,It doesn't show anything.,Il ne veut pas montrer quoi que ce soit.,It doesn't show anything.,True
4,He doesn't know anything.,Il ne sait rien.,He knows nothing.,False
5,It doesn't change anything.,Ça ne change rien.,It doesn't matter.,False
6,He doesn't say anything.,Il ne veut rien dire.,He means nothing.,False
7,I do not think so.,Je ne le crois pas.,I don't believe that.,False
8,We don't know yet.,Nous ne savons pas encore.,We don't know yet.,True
9,You don't live here.,Tu ne vis pas ici.,You don't live here.,True
10,We don't think so.,Nous ne le pensons pas.,We don't think so.,True
11,I don't know much about it.,Je ne sais pas beaucoup sur elle.,I don't know much about her.,False
12,I don't understand it.,Je ne le comprends pas.,I don't understand.,False
13,I don't trust him.,Je n'ai pas confiance en lui.,I don't trust him.,True
14,I don't understand you.,Je ne te comprends pas.,I don't understand you.,True
15,I don't see it.,Je ne la vois pas.,I don't see it.,True
16,They do not remember him.,Ils ne se souviennent pas de lui.,They don't remember him.,False
17,I don't want it.,Je ne veux pas ça.,I don't want that.,False
18,You don't answer me.,Vous ne répondez pas à moi.,You're not answering me.,False
19,You don't trust me.,Vous n'avez pas confiance en moi.,You don't trust me.,True
20,You don't mean it.,Vous n'êtes pas sérieux.,You can't be serious.,False
21,I don't know you!,Je ne vous connais pas!,I don't know you!,True
22,I don't know it!,Je ne sais pas elle!,I don't know her!,False
23,We don't have it.,Nous ne l'avons pas.,We don't have it.,True
24,They don't believe me.,Ils ne me croyez pas.,They don't believe me.,True
25,I don't believe her.,Je ne la crois pas.,I don't believe her.,True
26,I don't remember it,Je ne m'en souviens pas,I don't remember,False
27,I don't see her.,Je ne la vois pas.,I don't see it.,False
28,You don't need her.,Vous n'avez pas besoin d'elle.,You don't need her.,True
29,I don't hate her.,Je ne suis pas à la haïr.,I'm not hating.,False
30,You don't like it.,Vous ne l'aimez pas.,You don't like him.,False
31,I don't agree.,Je ne suis pas d'accord.,I do not agree.,False
32,I don't help her.,Je n'ai pas l'aider.,I didn't help him.,False
33,I don't understand him.,Je ne le comprends pas.,I don't understand.,False
34,I do not want it.,Je ne veux pas de ça.,I don't want that.,False
35,You don't remember me.,Vous ne vous souvenez pas de moi.,You don't remember me.,True
36,I don't love him.,Je ne l'aime pas.,I don't like him.,False
37,We don't use it.,Nous ne l'utilisons pas.,We don't use it.,True
38,They don't like it.,Ils ne l'aiment pas.,They don't like him.,False
39,You don't know her.,Vous ne la connaissez pas.,You don't know.,False
40,I do not believe him.,Je ne crois pas en lui.,I don't believe in him.,False
41,You don't know them.,Vous ne les connaissez pas.,You don't know.,False
42,You don't believe me.,Vous ne me croyez pas.,You don't believe me.,True
43,You don't love him.,Vous ne l'aimez pas.,You don't like him.,False
44,I don't know it.,Je ne sais pas elle.,I don't know her.,False
45,I don't see them.,Je ne les vois pas.,I don't see them.,True
46,They do not love him.,Ils ne l'aiment pas.,They don't like him.,False
47,You don't feel it.,Vous ne le sentez pas.,You don't feel it.,True
48,I don't understand myself.,Je ne comprends pas moi-même.,I don't understand myself.,True
49,We don't know you.,Nous ne vous connaissent pas.,We don't know you.,True
50,I don't remember you.,Je ne me souviens pas de vous.,I don't remember you.,True
51,You don't help me.,Vous ne m'aidez pas.,You're not helping me.,False
52,They don't know you.,Ils ne vous connaissent pas.,They don't know you.,True
53,They don't have it.,Ils ne l'ont pas.,They don't have it.,True
54,You don't see it.,Vous ne le voyez pas.,You don't see it.,True
55,I do not like it.,Je n'aime pas ça.,I don't like it.,False
56,I don't remember her.,Je ne me souviens pas de son.,I don't remember her.,True
57,You don't know him!,Vous ne savez pas lui!,You don't know him!,True
58,I do not believe you.,Je ne vous crois pas.,I don't believe you.,False
59,You do not love me.,Vous ne m'aimez pas.,You don't like me.,False
60,I do not understand you.,Je ne vous comprends pas.,I don't understand you.,False
61,They don't call me.,On ne m'appelle pas.,No one's calling me.,False
62,I do not trust you.,Je n'ai pas confiance en vous.,I don't trust you.,False
63,They don't see me.,Ils ne me voient pas.,They can't see me.,False
64,I don't need a doctor.,Je n'ai pas besoin d'un médecin.,I don't need a doctor.,True
65,I don't need a shower.,Je n'ai pas besoin d'une douche.,I don't need a shower.,True
66,I don't want any problems.,Je ne veux pas de problèmes.,I don't want any trouble.,False
67,I don't need a job.,Je n'ai pas besoin d'un emploi.,I don't need a job.,True
68,You don't have a girlfriend.,Vous n'avez pas de petite amie.,You don't have a girlfriend.,True
69,I don't like this question.,Je n'aime pas cette question.,I don't like that question.,False
70,I don't have a plan.,Je n'ai pas de plan.,I don't have a plan.,True
71,We don't have any choice.,Nous n'avons pas le choix.,We have no choice.,False
72,I don't understand the question.,Je ne comprends pas la question.,I don't understand the question.,True
73,We don't have a choice,Nous n'avons pas le choix,We have no choice.,False
74,I don't like this game.,Je n'aime pas ce jeu.,I don't like this game.,True
75,I don't have a husband.,Je n'ai pas de mari.,I don't have a husband.,True
76,I don't like this place.,Je n'aime pas cet endroit.,I don't like this place.,True
77,I don't have a list.,Je n'ai pas de liste.,I don't have a list.,True
78,I don't have a job.,Je n'ai pas de travail.,I don't have a job.,True
79,You don't have a chance.,Vous n'avez pas de chance.,You're out of luck.,False
80,I don't have an answer.,Je n'ai pas de réponse.,I have no answer.,False
81,You don't have a car.,Vous n'avez pas de voiture.,You don't have a car.,True
82,I don't have a problem.,Je n'ai pas de problème.,I don't have a problem.,True
83,I don't have a son.,Je n'ai pas de fils.,I don't have a son.,True
84,I don't have a brother.,Je n'ai pas de frère.,I don't have a brother.,True
85,I don't have any cash.,Je n'ai pas de trésorerie.,I don't have any cash.,True
86,I don't have a father.,Je n'ai pas de père.,I don't have a father.,True
87,We don't have a choice.,Nous n'avons pas le choix.,We have no choice.,False
88,I don't have a gun.,Je n'ai pas de pistolet.,I don't have a gun.,True
89,I don't need another friend,Je n'ai pas besoin d'un autre ami,I don't need another friend,True
90,I don't wear a watch.,Je ne porte pas de montre.,I'm not wearing a watch.,False
91,I don't have a phone.,Je n'ai pas de téléphone.,I don't have a phone.,True
92,You don't need a coat.,Vous n'avez pas besoin d'un manteau.,You don't need a coat.,True
93,I don't have a daughter.,Je n'ai pas de fille.,I don't have a daughter.,True
94,You don't have any choice.,Vous n'avez pas le choix.,You have no choice.,False
95,I do not know the way.,Je ne sais pas le chemin.,I don't know the way.,False
96,I don't need any milk.,Je n'ai pas besoin du tout de lait.,I don't need milk at all.,False
97,You don't miss me.,Vous ne manquez pas de moi.,You don't miss me.,True
98,I don't have a key.,Je n'ai pas de clé.,I don't have a key.,True
99,I don't have a husband.,Je n'ai pas de mari.,I don't have a husband.,True
100,I don't like this book.,Je n'aime pas ce livre.,I don't like this book.,True
101,I don't have a pen.,Je n'ai pas de stylo.,I don't have a pen.,True
102,I don't have a mother.,Je n'ai pas de mère.,I don't have a mother.,True
103,I don't remember the name.,Je ne me souviens pas le nom.,I don't remember the name.,True
104,I don't have the time,Je n'ai pas le temps,I don't have time.,False
105,I don't like this house.,Je n'aime pas cette maison.,I don't like this house.,True
106,I don't need a doctor.,Je n'ai pas besoin d'un médecin.,I don't need a doctor.,True
107,I don't have a son.,Je n'ai pas de fils.,I don't have a son.,True
108,I don't need a dance.,Je n'ai pas besoin d'une danse.,I don't need a dance.,True
109,I don't understand this language,Je ne comprends pas cette langue,I don't understand that language.,False
110,You don't know a thing,Vous ne savez pas une chose,You don't know a thing,True
111,You don't have any questions.,Vous n'avez pas de questions.,You have no questions.,False
112,We don't have a minute.,Nous n'avons pas une minute.,We don't have a minute.,True
113,I don't say a word.,Je ne dis pas un mot.,I'm not saying a word.,False
114,I don't need a teacher.,Je n'ai pas besoin d'un professeur.,I don't need a teacher.,True
115,You don't need a reason,Vous n'avez pas besoin d'une raison,You don't need a reason,True
116,We don't need a reason,Nous n'avons pas besoin d'une raison,We don't need a reason,True
117,We don't have any money.,Nous n'avons pas d'argent du tout.,We have no money at all.,False
118,I don't feel any pain,Je ne ressens aucune douleur,I don't feel any pain,True
119,I don't need a computer,Je n'ai pas besoin d'un ordinateur,I don't need a computer,True
120,She doesn't need him,Elle n'a pas besoin de lui,She doesn't need him.,False
121,It doesn't surprise me,Ça ne m'étonne pas,I'm not surprised.,False
122,She doesn't believe me.,Elle ne me croyez pas.,She doesn't believe me.,True
123,It doesn't hurt me.,Il ne veut pas me faire de mal.,He doesn't want to hurt me.,False
124,He doesn't say it.,Il ne le dit pas.,He doesn't say.,False
125,He doesn't need you.,Il n'a pas besoin de vous.,He doesn't need you.,True
126,You don't need talent.,Vous n'avez pas besoin de talent.,You don't need talent.,True
127,You don't know anything.,Vous ne savez pas quoi que ce soit.,You don't know anything.,True
128,You don't do anything.,Vous n'avez pas à faire quoi que ce soit.,You don't have to do anything.,False
129,You don't eat meat.,Vous ne mangez pas de viande.,You don't eat meat.,True
130,I don't want tea.,Je ne veux pas de thé.,I don't want tea.,True
131,You don't know anyone.,Vous ne connaissez personne.,You don't know anyone.,True
132,I don't like coffee.,Je n'aime pas le café.,I don't like coffee.,True
133,I don't need help.,Je n'ai pas besoin d'aide.,I don't need help.,True
134,I don't want money.,Je ne veux pas d'argent.,I don't want any money.,False
135,I don't hear anything.,Je n'entends rien.,I can't hear a thing.,False
136,We don't have anything.,Nous n'avons pas de quoi que ce soit.,We don't have anything.,True
137,I don't need luck.,Je n'ai pas besoin de chance.,I don't need luck.,True
138,I don't feel anything.,Je ne ressens rien.,I don't feel anything.,True
139,You do not know maths.,Vous ne connaissez pas les maths.,You don't know math.,False
140,I don't need anyone!,Je n'ai pas besoin de personne!,I don't need anyone!,True
141,I don't watch TV.,Je ne regarde pas la TÉLÉ.,I don't watch TV.,True
142,I don't believe anyone.,Je ne crois pas que personne.,I don't think anyone.,False
143,I don't remember anything.,Je ne me souviens pas de quoi que ce soit.,I don't remember anything.,True
144,I don't need to work.,Je n'ai pas besoin de travailler.,I don't need to work.,True
145,You don't work at school.,Vous n'avez pas de travail à l'école.,You don't have a job at school.,False
146,I don't like tea.,Je n'aime pas le thé.,I don't like tea.,True
147,I don't take anything.,Je ne prends pas n'importe quoi.,I'm not taking anything.,False
148,You don't say anything.,Vous ne dites rien.,You say nothing.,False
149,You don't remember anything,Vous ne vous souvenez de rien,You don't remember anything,True
150,They don't agree.,Ils ne sont pas d'accord.,They don't agree.,True
151,You don't understand!,Vous ne comprenez pas!,You don't understand!,True
152,I don't move.,Je ne bouge pas.,I'm not going anywhere.,False
153,I don't believe!,Je ne crois pas!,I don't think so!,False
154,We don't speak.,Nous ne parlons pas.,We don't talk.,False
155,I don't understand!,Je ne comprends pas!,I don't understand!,True
156,They don't work.,Ils ne travaillent pas.,They don't work.,True
157,You don't dance.,Vous n'avez pas de danse.,You don't have a dance.,False
158,You don't drink.,Vous ne buvez pas.,You don't drink.,True
159,I don't smoke.,Je ne fume pas.,I don't smoke.,True
160,You don't talk.,Vous ne parlez pas.,You don't talk.,True
161,We don't dance.,Nous n'avons pas de danse.,We did not dance.,False
162,They don't understand.,Ils ne comprennent pas.,They don't understand.,True
163,We don't talk.,Nous ne parlons pas.,We don't talk.,True
164,I don't answer.,Je n'ai pas de réponse.,I have no answer.,False
165,I don't speak Italian.,Je ne parle pas l'italien.,I don't speak Italian.,True
166,We don't stop.,Nous ne nous arrêtons pas.,We don't stop.,True
167,I don't sing.,Je ne chante pas.,I don't sing.,True
168,We don't know!,Nous ne savons pas!,We don't know!,True
169,I don't want to eat.,Je ne veux pas manger.,I don't want to eat.,True
170,We don't know what to do.,Nous ne savons pas quoi faire.,We don't know what to do.,True
171,They don't look dangerous.,Ils n'ont pas l'air dangereux.,They don't look dangerous.,True
172,I don't feel good.,Je ne me sens pas bien.,I don't feel well.,False
173,I don't feel special.,Je ne me sens pas spéciale.,I don't feel special.,True
174,I don't go to the gym.,Je ne vais pas à la salle de gym.,I'm not going to the gym.,False
175,You don't look surprised.,Vous n'avez pas l'air surpris.,You don't look surprised.,True
176,You don't look good.,Vous n'avez pas l'air bien.,You don't look well.,False
177,You don't look happy.,Vous n'avez pas l'air heureux.,You don't look happy.,True
178,I don't know who to choose.,Je ne sais pas qui choisir.,I don't know who to pick.,False
179,I don't know what to believe.,Je ne sais pas quoi croire.,I don't know what to believe.,True
180,I do not know what to think.,Je ne sais pas quoi penser.,I don't know what to think.,False
181,He doesn't understand us.,Il ne nous comprennent pas.,They don't understand us.,False
182,It doesn't hurt him.,Il ne fait pas de mal de lui.,He doesn't hurt himself.,False
183,She doesn't remember him.,Elle ne se souvient pas de lui.,She doesn't remember him.,True
184,He does not call me.,Il ne m'appelez pas.,He's not calling me.,False
185,He doesn't help me.,Il ne m'aide pas.,He's not helping me.,False
186,She doesn't see me.,Elle ne me voit pas.,She can't see me.,False
187,She doesn't need it.,Elle n'en a pas besoin.,She doesn't need to.,False
188,He doesn't like me.,Il ne m'aime pas.,He doesn't like me.,True
189,He doesn't see me.,Il ne me voit pas.,He can't see me.,False
190,It doesn't surprise me.,Ça ne m'étonne pas.,I'm not surprised.,False
191,He doesn't visit you.,Il ne visite pas vous.,He's not visiting you.,False
192,She doesn't answer him.,Elle ne lui réponds pas.,She's not answering him.,False
193,It doesn't matter.,Il n'a pas d'importance.,It doesn't matter.,True
194,It doesn't stop me.,Il n'arrête pas de moi.,He doesn't stop me.,False
195,She doesn't hate you.,Elle ne les déteste pas vous.,She doesn't hate you.,True
196,She doesn't explain me anything.,Elle ne veut pas m'expliquer quoi que ce soit.,She doesn't want to explain anything to me.,False
197,He does not call you.,Il ne vous appelle pas.,He's not calling you.,False
198,It is not right.,Il n'est pas droit.,He's not straight.,False
199,It doesn't make us happy.,Il ne nous rend pas heureux.,He doesn't make us happy.,False
200,He doesn't say no.,Il ne dit pas non.,He's not saying no.,False
201,He doesn't know her.,Il ne le sait pas elle.,He doesn't know she.,False
202,He doesn't interest me.,Il ne m'intéresse pas.,It does not interest me.,False
203,She doesn't love me.,Elle ne m'aime pas.,She doesn't like me.,False
204,He doesn't believe us.,Il ne nous croyez pas.,He doesn't believe us.,True
205,She doesn't see you.,Elle ne veut pas vous voir.,She doesn't want to see you.,False
206,She doesn't cook.,Elle ne cuisine pas.,She doesn't Cook.,False
207,He does not believe me.,Il ne me croyez pas.,He doesn't believe me.,False
208,It does not suit me.,Il ne me convient pas.,He doesn't suit me.,False
209,She does not love him.,Elle ne l'aime pas.,She doesn't like him.,False
210,He doesn't do it.,Il ne fait pas ça.,He doesn't do that.,False
211,It doesn't make me happy.,Cela ne me rend pas heureux.,It doesn't make me happy.,True
212,She doesn't see it.,Elle ne voit pas cela.,She doesn't see that.,False
213,She doesn't mean it.,Elle ne signifie pas qu'il.,It doesn't mean he.,False
214,She doesn't believe you.,Elle ne vous crois pas.,She doesn't believe you.,True
215,She doesn't see anybody.,Elle ne veut pas voir personne.,She doesn't want to see anyone.,False
216,He doesn't feel anything.,Il ne ressent rien.,He feels nothing.,False
217,He doesn't talk to anyone.,Il ne parle à personne.,He's not talking to anyone.,False
218,She doesn't hear anything.,Elle ne veut rien entendre.,She won't listen.,False
219,He doesn't need help.,Il n'a pas besoin d'aide.,He doesn't need any help.,False
220,She doesn't need money.,Elle n'a pas besoin d'argent.,She doesn't need money.,True
221,She doesn't like fun.,Elle n'aime pas amusant.,She doesn't like fun.,True
222,She doesn't like chocolate.,Elle n'aime pas le chocolat.,She doesn't like chocolate.,True
223,She doesn't use sugar.,Elle n'utilise pas de sucre.,She doesn't use sugar.,True
224,It doesn't look right.,Il ne regarde pas à droite.,He's not looking right.,False
225,He doesn't like pasta.,Il n'aime pas les pâtes.,He doesn't like pasta.,True
226,She doesn't like cheese!,Elle n'aime pas le fromage!,She doesn't like cheese!,True
227,He doesn't know anything.,Il ne sait rien.,He knows nothing.,False
228,She doesn't drink tea.,Elle ne boit pas de thé.,She doesn't drink tea.,True
229,He doesn't eat meat.,Il ne mange pas de viande.,He doesn't eat meat.,True
230,She doesn't remember anything.,Elle ne se rappelle de rien.,She doesn't remember anything.,True
231,I don't want to talk about it!,Je ne veux pas en parler!,I don't want to talk about it!,True
232,I don't want to be like you.,Je ne veux pas être comme vous.,I don't want to be like you.,True
233,I don't want to work with you.,Je ne veux pas travailler avec vous.,I don't want to work with you.,True
234,I don't want to worry about you.,Je ne veux pas vous soucier de vous.,I don't want to worry about you.,True
235,You don't want to study with her.,Tu ne veux pas étudier avec elle.,You don't want to study with her.,True
236,I do not want to tell her.,Je ne veux pas lui dire.,I don't want to tell him.,False
237,I don't want to sing with you.,Je n'ai pas envie de chanter avec vous.,I don't want to sing with you.,True
238,I don't want to go with them.,Je ne veux pas aller avec eux.,I don't want to go with them.,True
239,I don't want to read about it.,Je ne veux pas le lire.,I don't want to read it.,False
240,I don't want to know about it.,Je ne veux pas le savoir.,I don't want to know.,False
241,I don't want to live without you.,Je ne veux pas vivre sans toi.,I don't want to live without you.,True
242,I don't want to dance with you.,Je ne veux pas danser avec vous.,I don't want to dance with you.,True
243,It doesn't say anything to me.,Ca ne veut rien dire pour moi.,It means nothing to me.,False
244,She doesn't mean anything to me.,Elle ne signifie rien pour moi.,She means nothing to me.,False
245,It does not help him.,Il ne permet pas de lui.,He does not allow him.,False
246,We don't have time to travel.,Nous n'avons pas le temps de voyager.,We don't have time to travel.,True
247,I don't have time to dream.,Je n'ai pas le temps de rêver.,I don't have time to dream.,True
248,I don't know anything about those messages.,Je ne sais rien à propos de ces messages.,I don't know anything about those messages.,True
249,I don't usually make mistakes.,Je n'ai pas l'habitude de faire des erreurs.,I'm not used to making mistakes.,False
250,I don't know anything about any letters.,Je ne sais rien à propos de toutes les lettres.,I don't know anything about all the letters.,False
251,I'm sure she doesn't remember me.,Je suis sûr qu'elle ne se souvient pas de moi.,I'm sure she doesn't remember me.,True
252,I don't remember those people.,Je ne me souviens pas de ces gens.,I don't remember these people.,False
253,I'm not even sure that's possible.,Je ne suis même pas sûr que c'est possible.,I'm not even sure that's possible.,True
254,I'm not sure that's true.,Je ne suis pas sûr que ce soit vrai.,I'm not sure that's true.,True
255,I'm not sure that's safe.,Je ne suis pas sûr que c'est un coffre-fort.,I'm not sure it's a safe.,False
256,I don't usually have guests.,Je n'ai pas l'habitude d'avoir des invités.,I'm not used to having guests.,False
257,I do not often go to parties.,Je ne vais pas souvent à des fêtes.,I don't go to parties very often.,False
258,I don't think it's possible.,Je ne pense pas que c'est possible.,I don't think that's possible.,False
259,I don't think he's right.,Je ne pense pas qu'il a raison.,I don't think he's right.,True
260,I don't think it's important.,Je ne pense pas que c'est important.,I don't think that's important.,False
261,I don't think it's good.,Je ne pense pas que c'est bon.,I don't think that's good.,False
262,"Dorothy, we don't have much time.","Dorothy, nous n'avons pas beaucoup de temps.","Dorothy, we don't have much time.",True
263,I don't have anything to talk about.,Je n'ai rien d'en parler.,I have nothing to talk about.,False
264,You don't have your bag.,Vous n'avez pas votre sac.,You don't have your bag.,True
265,He doesn't like to answer questions.,Il n'aime pas répondre aux questions.,He doesn't like to answer questions.,True
266,She doesn't want to wear glasses.,Elle ne veut pas porter des lunettes.,She doesn't want to wear glasses.,True
267,They don't forgive and they don't forget.,Ils ne pardonnent pas et n'oublient pas.,They don't forgive and forget.,False
268,We don't know and we don't ask.,On ne sait pas et on ne demande pas.,We don't know and we don't ask.,True
269,I don't know and I don't want to know.,Je ne sais pas et je ne veux pas savoir.,"I don't know, and I don't want to know.",False
270,She's not here today.,Elle n'est pas là aujourd'hui.,She's not here today.,True
271,She isn't well today.,Elle n'est pas bien aujourd'hui.,She's not well today.,False
272,It doesn't really matter.,Il n'a pas vraiment d'importance.,It doesn't really matter.,True
273,You don't always agree with me.,Vous n'avez pas toujours d'accord avec moi.,You don't always agree with me.,True
274,I do not always agree with him.,Je ne suis pas toujours d'accord avec lui.,I don't always agree with him.,False
275,I don't always disagree with you!,Je ne suis pas toujours en désaccord avec vous!,I don't always disagree with you!,True
276,He doesn't like to play games.,Il n'aime pas jouer à des jeux.,He doesn't like to play games.,True
277,"Sorry, I'm really not hungry.","Désolé, je ne suis vraiment pas faim.","Sorry, I'm really not hungry.",True
278,"Sorry, I'm not usually late.","Désolé, je ne suis pas habituellement à la fin.","Sorry, I'm not usually at the end.",False
279,Sometimes I don't understand myself.,Parfois je ne comprends pas moi-même.,Sometimes I don't understand myself.,True
280,I'm sure he doesn't hate you.,Je suis sûr qu'il ne les déteste pas vous.,I'm sure he doesn't hate you.,True
281,I'm sure he doesn't like you.,Je suis sûr qu'il ne vous aime pas.,I'm sure he doesn't like you.,True
282,I don't have time for these games.,Je n'ai pas le temps pour ces jeux.,I don't have time for these games.,True
283,We don't usually worry about them.,Nous n'avons généralement pas l'inquiéter.,We don't usually have to worry him.,False
284,He doesn't want to talk to you.,Il ne veut pas vous parler.,He doesn't want to talk to you.,True
285,The weather is not always so bad.,La météo n'est pas toujours si mauvais.,The weather's not always that bad.,False
286,She is not usually so friendly.,Elle n'est généralement pas très amical.,She's not usually very friendly.,False
287,I don't agree with you.,Je ne suis pas d'accord avec vous.,I don't agree with you.,True
288,They don't have a cat.,Ils n'ont pas un chat.,They don't have a cat.,True
