,eng_word,l1,l1_context,l2,l2_context
459,break up,se séparer,separate | part | secede | up-~-break up | split up | part ways | away-~-break away | ,расстаться,part | break up | split up | 
460,break down,briser,break | break | shatter | up-~-break up | smash | break up | break out | sever | ,ломаться,to break down a lot|break | 
461,break down,ventiler,broken down by gender|broken down by territorial units|broken down by contract|broken down by month|ventilate | disaggregate | fan | vent | ventilate | prorate | itemize | ,no_equality,
462,break down,répartir,break down by server|break down by node|break down by client|break down by device|distribute | divide | allocate | spread | house | apportion | assign | stripe | scatter | ,no_equality,
463,break down,décomposer,decompose | decay | disperse | break out | decompiling | ,no_equality,
464,break down,se décomposer,decompose | degrade | decay | apart-~-fall apart | ,no_equality,
465,break down,dégrader,to break down porphyrin|degrade | damage | downgrade | degrade | debase | biodegrade | deteriorate | ,no_equality,
466,break down,se dégrader,to break down in the environment|degrade | deteriorate | worsen | deteriorate | decay | worsen | biodegrade | ,no_equality,
467,break down,abattre,slaughter | shoot | kill | cull | cut down | fell | down-~-bring down | down-~-shoot down | ,no_equality,
468,break down,s'effondrer,collapse | collapse | crumble | plummet | fall | crash | ,no_equality,
469,break down,no_equality,,сломаться,break | snap | crash | 
470,break down,no_equality,,разрушить,destroy | demolish | ruin | destroy | break | shatter | damage | disrupt | 
471,break down,briser,break | break | shatter | up-~-break up | smash | break up | break out | sever | ,ломаться,to break down a lot|break | 
472,break down,no_equality,,сломать,break | bring down | fracture | crack | break | 
473,break down,no_equality,,разбивать,split | break | categorize | 
474,break down,no_equality,,разрушаться,collapse | erode | break up | destroy | destroy | melt | 
475,break down,no_equality,,нарушаться,violate | disturb | 
476,break down,no_equality,,развеять,dispel | allay | 
477,break down,no_equality,,разрушать,destroy | destroy | break | ruin | disrupt | erode | dismantle | demolish | 
478,break off,rompre,break | break | sever | rupture | breach | up-~-break up | upset | disrupt | ,no_equality,
479,break off,se détacher,detach | out-~-stand out | away-~-break away | come off | dislodge | cut out | ,no_equality,
480,break off,casser,break | break | crack | break down | shatter | quash | smash | snap | ,no_equality,
481,break off,s'interrompre,pause | abort | halt | fall offline | terminate | ground to a halt | ,no_equality,
482,break off,se casser,break | shatter | fracture | rack | ,no_equality,
483,break off,no_equality,,разорвать,break | tear | sever | disconnect | tore apart | cut off | tear up | sever | 
484,break off,no_equality,,отламываться,
485,break off,no_equality,,замолчать,silence | pause | 
486,break off,no_equality,,сорваться,
487,break off,no_equality,,прервать,interrupt | break | terminate | disrupt | abort | discontinue | cancel | disconnect | counter | 
488,break off,no_equality,,разрывать,tear up | tear | 
489,break off,no_equality,,прерываться,interrupt | 
490,break out,éclater,burst | erupt | explode | fragment | up-~-flare up | up-~-break up | break | ,no_equality,
491,break out,se déclarer,,no_equality,
492,break out,briser,break | break | shatter | up-~-break up | break down | smash | break up | sever | ,no_equality,
493,break out,se déclencher,trigger | fire | unlatch | trigger | go off | ,no_equality,
494,break out,sabler,to break out the champagne|sand | sprinkle | grit | scatter | sandblast | ,no_equality,
495,break out,se libérer,free | unwire | liberate | unleash | off-~-cast off | ,no_equality,
496,break out,décomposer,break down | decompose | decay | disperse | break down | decompiling | ,no_equality,
497,break out,no_equality,,разразиться,erupt | strike | burst | hit | 
498,break out,no_equality,,вспыхнуть,erupt | flush | flare up | blaze up | flush crimson | spark | light up | flare | 
499,break out,no_equality,,начаться,begin | start | start | erupt | take place | commence | usher | 
500,break out,no_equality,,разгореться,rekindle | flare | 
501,break out,no_equality,,вырваться,break free | dash | 
502,break out,no_equality,,прорваться,break | break through | burst | break in | burst forth | 
503,mother,maman,dear mother|mother with my first child|mom | mum | mama | mommy | momma | mamma | ,матерь,single mother|young mother|surrogate mother|poor mother|mom | 
504,mother,maman,dear mother|mother with my first child|mom | mum | mama | mommy | momma | mamma | ,мама,doting mother|ideal mother|mom | mum | mama | mommy | 
505,mother,mère,single mother|young mother|surrogate mother|adoptive mothers|parent | mom | dam | mother-in-law | stepmother | ,матерь,single mother|young mother|surrogate mother|poor mother|mom | 
506,mother,materner,,no_equality,
507,mother,couver,hatch | smolder | brew | incubate | fester | smolder | brood | brood | hatch | ,no_equality,
508,mother,dorloter,pamper | pamper | cosset | coddle | mollycoddle | ,no_equality,
509,mother,chouchouter,pamper | spoil | mollycoddle | ,no_equality,
510,mother,maman,dear mother|mother with my first child|mom | mum | mama | mommy | momma | mamma | ,матерь,single mother|young mother|surrogate mother|poor mother|mom | 
511,mother,mère,single mother|young mother|surrogate mother|adoptive mothers|parent | mom | dam | mother-in-law | stepmother | ,матерь,single mother|young mother|surrogate mother|poor mother|mom | 
512,mother,no_equality,,материя,Mother Divine|God Mother|mothers of the dead|matter | mom | 
513,mother,maman,dear mother|mother with my first child|mom | mum | mama | mommy | momma | mamma | ,мама,doting mother|ideal mother|mom | mum | mama | mommy | 
514,start,se mettre,to start work|begin | get down | ,начало,good start|fresh start|tournament's start|course start|beginning | launch | onset | origin | outbreak | 
515,start,se mettre,to start work|begin | get down | ,старт,slow start|quick start|Joyful starts|official start|launch | start-up | launching | findings | 
516,start,se mettre,to start work|begin | get down | ,запуск,remote start|Web Start|first start|first start of the program|launch | start-up | run | execution | starting | deployment | 
517,start,se mettre,to start work|begin | get down | ,пуск,launch | start-up | firing | launching | starting | start button | 
518,start,se mettre,to start work|begin | get down | ,начать,to start the game|to start now|to start a public campaign|to start a business|begin | launch | initiate | open | 
519,start,se mettre,to start work|begin | get down | ,начинать,to start a bilateral confrontation|to start one's own business effectively|to start beneath the baseline|to start this year|begin | launch | initiate | commence | 
520,start,se mettre,to start work|begin | get down | ,начинаться,to start here|begin | 
521,start,se mettre,to start work|begin | get down | ,стать,become | begin | become | be | get | make | come | 
522,start,se mettre,to start work|begin | get down | ,запустить,to start the installation process|to start your browser|launch | run | execute | trigger | run | 
523,start,se mettre,to start work|begin | get down | ,открыть,to start a savings account|to start her own business|open | discover | open up | establish | open | launch | reopen | inaugurate | 
524,start,lancer,to start the download|to start a business|to start the test|to start the wizard|launch | initiate | run | begin | introduce | launch | issue | throw | ,стартовать,launch | kick off | take off | 
525,start,lancer,to start the download|to start a business|to start the test|to start the wizard|launch | initiate | run | begin | introduce | launch | issue | throw | ,начинаться,to start here|begin | 
526,start,début,good start|start of the study|start of treatment|start of the year|beginning | commencement | onset | initiation | early stage | debut | inception | ,начинаться,to start here|begin | 
527,start,départ,fresh start|start in life|best possible start|false start|departure | severance | beginning | check-out | baseline | separation | first place | ,начинаться,to start here|begin | 
528,start,démarrage,quick start|manual start|application starts|cold start|boot | start-up | seed | splash | launch | boot time | starter | booting | ,no_equality,
529,start,prise,catch | outlet | intake | jack | gain | socket | plug | assumption | ,no_equality,
530,start,lancement,program start|impending start|formal start|late start|launch | introduction | initiation | landing | commencement | start-up | ,начинаться,to start here|begin | 
531,start,start,,no_equality,
532,start,point de départ,bad start|starting point | base | departure point | departure | point of departure | starting-point | ,no_equality,
533,start,ouverture,start of the debate|start of negotiations|start of accession talks|rapid start|opening | openness | initiation | opening-up | commencement | aperture | overture | ,no_equality,
534,start,commencement,Start of International Preliminary Examination|start of the project|beginning | commencement | inception | ,no_equality,
535,start,commencer,to start the day|to start treatment|to start with a letter|to start somewhere|begin | commence | begin | initiate | ,начинаться,to start here|begin | 
536,start,démarrer,to start a snapshot|to start the installation|to start the snapshot|to start the service|boot | begin | launch | up-~-start up | initiate | ,начинаться,to start here|begin | 
537,start,débuter,to start the treatment|to start early|to start a career|to start the debate|begin | commence | begin | initiate | ,начинаться,to start here|begin | 
538,start,entamer,to start a debate|to start its work|to start negotiations|to start the negotiations|begin | initiate | commence | launch | begin | initiate | ,начинаться,to start here|begin | 
539,start,partir,to start from the principle|to start the stopwatch|to start from a premise|to start at sea level|leave | go | depart | leave | go | part | travel | ,начинаться,to start here|begin | 
540,start,entreprendre,to start on a study|undertake | initiate | begin | carry out | undertake | take | conduct | engage | ,no_equality,
541,start,amorcer,to start the process|to start the digestion program|to start the lashing|to start dialogue|initiate | begin | boot | commence | initiate | prime | boot | launch | ,no_equality,
542,start,se mettre,to start work|begin | get down | ,начало,good start|fresh start|tournament's start|course start|beginning | launch | onset | origin | outbreak | 
543,start,se mettre,to start work|begin | get down | ,старт,slow start|quick start|Joyful starts|official start|launch | start-up | launching | findings | 
544,start,se mettre,to start work|begin | get down | ,запуск,remote start|Web Start|first start|first start of the program|launch | start-up | run | execution | starting | deployment | 
545,start,se mettre,to start work|begin | get down | ,пуск,launch | start-up | firing | launching | starting | start button | 
546,start,no_equality,,договор СНВ,
547,start,se mettre,to start work|begin | get down | ,начать,to start the game|to start now|to start a public campaign|to start a business|begin | launch | initiate | open | 
548,start,se mettre,to start work|begin | get down | ,начинать,to start a bilateral confrontation|to start one's own business effectively|to start beneath the baseline|to start this year|begin | launch | initiate | commence | 
549,start,se mettre,to start work|begin | get down | ,начинаться,to start here|begin | 
550,start,début,good start|start of the study|start of treatment|start of the year|beginning | commencement | onset | initiation | early stage | debut | inception | ,начинаться,to start here|begin | 
551,start,départ,fresh start|start in life|best possible start|false start|departure | severance | beginning | check-out | baseline | separation | first place | ,начинаться,to start here|begin | 
552,start,lancement,program start|impending start|formal start|late start|launch | introduction | initiation | landing | commencement | start-up | ,начинаться,to start here|begin | 
553,start,commencer,to start the day|to start treatment|to start with a letter|to start somewhere|begin | commence | begin | initiate | ,начинаться,to start here|begin | 
554,start,démarrer,to start a snapshot|to start the installation|to start the snapshot|to start the service|boot | begin | launch | up-~-start up | initiate | ,начинаться,to start here|begin | 
555,start,lancer,to start the download|to start a business|to start the test|to start the wizard|launch | initiate | run | begin | introduce | launch | issue | throw | ,начинаться,to start here|begin | 
556,start,débuter,to start the treatment|to start early|to start a career|to start the debate|begin | commence | begin | initiate | ,начинаться,to start here|begin | 
557,start,entamer,to start a debate|to start its work|to start negotiations|to start the negotiations|begin | initiate | commence | launch | begin | initiate | ,начинаться,to start here|begin | 
558,start,partir,to start from the principle|to start the stopwatch|to start from a premise|to start at sea level|leave | go | depart | leave | go | part | travel | ,начинаться,to start here|begin | 
559,start,se mettre,to start work|begin | get down | ,стать,become | begin | become | be | get | make | come | 
560,start,no_equality,,начаться,begin | break out | erupt | take place | commence | usher | 
561,start,se mettre,to start work|begin | get down | ,запустить,to start the installation process|to start your browser|launch | run | execute | trigger | run | 
562,start,no_equality,,приступить,to start the normalization process|begin | launch | proceed | initiate | embark | get down | commence | 
563,start,lancer,to start the download|to start a business|to start the test|to start the wizard|launch | initiate | run | begin | introduce | launch | issue | throw | ,стартовать,launch | kick off | take off | 
564,start,se mettre,to start work|begin | get down | ,открыть,to start a savings account|to start her own business|open | discover | open up | establish | open | launch | reopen | inaugurate | 
565,start up,démarrer,start | boot | start | begin | launch | up-~-start up | initiate | ,no_equality,
566,start up,redémarrer l'ascenseur,,no_equality,
567,start up,no_equality,,запускать,run | launch | execute | launch | fly | run | fire | start up | fire up | 
568,start up,no_equality,,запускаться,run | start | start up | launch | 
569,start up,no_equality,,вновь запустить,
570,start up,no_equality,,запуститься,boot | start up | 
571,start off,repartir,go back | start again | walk away | go home | go away | drive off | go again | set out again | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
572,start off,commencer,start | begin | commence | start | begin | initiate | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
573,start off,repartir,go back | start again | walk away | go home | go away | drive off | go again | set out again | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
574,start off,commencer,start | begin | commence | start | begin | initiate | ,начать,to start off with wine first|start | begin | launch | initiate | open | 
575,tip,conseil,health tips|safety tips|tool tips|troubleshooting tips|council | board | advice | commission | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
576,tip,astuce,search tip|general search tips|Resolution tip|html tip|trick | hint | ,опрокидывать,to tip the cow|
577,tip,basculer,switch | toggle | fail over | tilt | shift | migrate | switch | ,толкнуть,push | 
578,tip,pointe,tip of the iceberg|southern tip|northern tip|tip of the sternum|edge | peak | breakthrough | rush | spike | cutting edge | leading edge | surge | ,толкнуть,push | 
579,tip,extrémité,tip of the needle|tip of the syringe|distal tip|western tip|end | extremity | edge | far end | endpoint | ,толкнуть,push | 
580,tip,truc,tip for consumer|easy tips|practical tip|thing | stuff | trick | gizmo | hint | ,опрокидывать,to tip the cow|
581,tip,pourboire,tip of the same amount|tips plus salary|small tip|gratuity | baksheesh | tipper | ,no_equality,
582,tip,bout,elongated tip|tip of my tongue|tip of the penis|north-western tip|end | piece | bit | toe | grip | ,опрокидывать,to tip the cow|
583,tip,embout,disposable tip|dropper tip|pipette tip|dropper tip of the bottle|mouthpiece | nozzle | end cap | ferrule | narrow part | prong | end fitting | ,no_equality,
584,tip,pencher,to tip the scales|tilt | lean | incline | err | cock | sway | bend | perch | ,no_equality,
585,tip,incliner,tilt | slant | incline | bow | angle | cant | tilt | tempt | ,no_equality,
586,tip,se renverser,overturn | spill | ,no_equality,
587,tip,culminer,culminate | peak | peak | culminate | tower | top out | climax | top | ,no_equality,
588,tip,déverser,dump | discharge | spill | pour | dump | out-~-pour out | discharge | spout | pour | ,no_equality,
589,tip,conseil,health tips|safety tips|tool tips|troubleshooting tips|council | board | advice | commission | ,совет,This week's tip|useful tip|general tips|council | board | advice | 
590,tip,no_equality,,наводка,tip-off | 
591,tip,no_equality,,подсказка,small tip|prompt | hint | clue | cue | tooltip | helpful hint | MailTip | tooltips | 
592,tip,astuce,search tip|general search tips|Resolution tip|html tip|trick | hint | ,опрокидывать,to tip the cow|
593,tip,truc,tip for consumer|easy tips|practical tip|thing | stuff | trick | gizmo | hint | ,опрокидывать,to tip the cow|
594,tip,bout,elongated tip|tip of my tongue|tip of the penis|north-western tip|end | piece | bit | toe | grip | ,опрокидывать,to tip the cow|
595,tip,no_equality,,опрокинуть,overturn | knock | spill | 
596,tip,basculer,switch | toggle | fail over | tilt | shift | migrate | switch | ,толкнуть,push | 
597,tip,pointe,tip of the iceberg|southern tip|northern tip|tip of the sternum|edge | peak | breakthrough | rush | spike | cutting edge | leading edge | surge | ,толкнуть,push | 
598,tip,extrémité,tip of the needle|tip of the syringe|distal tip|western tip|end | extremity | edge | far end | endpoint | ,толкнуть,push | 
599,tip,no_equality,,повергнуть,plunge | 
600,apologize,excuser,excuse | forgive | condone | pardon | ,извиняться,beg your pardon | 
601,apologize,s'excuser,to apologise to the Commissioner|to apologise to the interpreters|to apologize to the Presidency|to apologize to the member|excuse | ,no_equality,
602,apologize,présenter des excuses,,no_equality,
603,apologize,présenter mes excuses,,no_equality,
604,apologize,présenter ses excuses,,no_equality,
605,apologize,demander pardon,,no_equality,
606,apologize,no_equality,,извиниться,
607,apologize,excuser,excuse | forgive | condone | pardon | ,извиняться,beg your pardon | 
608,apologize,no_equality,,приносить извинения,
609,apologize,no_equality,,принести извинения,
610,apologize,no_equality,,приносить свои извинения,
611,apologize,no_equality,,принести свои извинения,
612,apologize,no_equality,,попросить прощение,
613,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
614,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приходить,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
615,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,быть,to come down|to come over|have | be | include | feature | get | go | offer | become | 
616,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приехать,to come here again|to come from somewhere|arrive | travel | come out | 
617,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приезжать,to come from all over the world|arrive | travel | come here | 
618,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,произойти,happen | occur | took place | 
619,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
620,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,идти,go | walk | go | move | keep | run | walk | follow | 
621,come,arriver,to come to that conclusion|to come to a conclusion|to come to a decision|to come to an agreement|arrive | happen | get | reach | achieve | arrive | manage | occur | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
622,come,comprendre,include | understand | understand | feature | contain | comprise | offer | consist of | realize | ,no_equality,
623,come,disposer,to come with a balcony|to come with a TV|have | feature | offer | provide | prepare | open | dispose of | equip | ,no_equality,
624,come,entrer,to come in|to come to Parliament|enter | come into | go | type | enter | get | fall | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
625,come,parvenir,to come to a final conclusion|to come to this conclusion|to come to any conclusion|to come to the following conclusions|achieve | manage | reach | succeed | send | arrive | achieve | get | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
626,come,être,be | have | become | get | remain | occur | ,no_equality,
627,come,se présenter,to come as yellow film-coated tablets|to come to the committee|arise | appear | occur | stand | attend | up-~-show up | arrive | come up | ,произойти,happen | occur | took place | 
628,come,passer,to now come to the vote|to come through my own country|spend | pass | go | move | proceed | increase | switch | change | get | ,идти,go | walk | go | move | keep | run | walk | follow | 
629,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,придти,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
630,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приходить,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
631,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,быть,to come down|to come over|have | be | include | feature | get | go | offer | become | 
632,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приехать,to come here again|to come from somewhere|arrive | travel | come out | 
633,come,no_equality,,прислать,to come in yesterday|send | arrive | agree | submit | 
634,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,приезжать,to come from all over the world|arrive | travel | come here | 
635,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,произойти,happen | occur | took place | 
636,come,se présenter,to come as yellow film-coated tablets|to come to the committee|arise | appear | occur | stand | attend | up-~-show up | arrive | come up | ,произойти,happen | occur | took place | 
637,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
638,come,arriver,to come to that conclusion|to come to a conclusion|to come to a decision|to come to an agreement|arrive | happen | get | reach | achieve | arrive | manage | occur | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
639,come,entrer,to come in|to come to Parliament|enter | come into | go | type | enter | get | fall | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
640,come,parvenir,to come to a final conclusion|to come to this conclusion|to come to any conclusion|to come to the following conclusions|achieve | manage | reach | succeed | send | arrive | achieve | get | ,происходить,happen | occur | go on | take place | takes place | happen | took place | derive | 
641,come,venir,to come from a country|to come to the conclusion|to come to the party|to come to the hotel|turn | visit | come here | ,идти,go | walk | go | move | keep | run | walk | follow | 
642,come,passer,to now come to the vote|to come through my own country|spend | pass | go | move | proceed | increase | switch | change | get | ,идти,go | walk | go | move | keep | run | walk | follow | 
643,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,получаться,turn out | come out | work out | 
644,come out,ressortir,emerge | resort | highlight | out-~-stand out | come out of | reveal | out-~-come out | ,no_equality,
645,come out,se prononcer,vote | decide | rule | comment | pronounce | out-~-speak out | vote | out-~-come out | ,no_equality,
646,come out,débuter au sommet,,no_equality,
647,come out,no_equality,,выйти,go out | go | come out | leave | reach | release | emerge | enter | step | 
648,come out,no_equality,,выходить,go | come out | go out | face | extend | enter | overlook | emerge | withdraw | 
649,come out,no_equality,,выслать,send | expel | come out | go out | emerge | qualify | get out | advance | step | 
650,come out,no_equality,,выступить,speak | perform | act | issue | deliver | address | come out | speak out | come up | 
651,come out,no_equality,,получиться,succeed | come out | turn out | work out | could | result | get there | 
652,come out,sortir,go out | leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,получаться,turn out | come out | work out | 
653,come out,no_equality,,приехать,come | arrive | travel | come | come out | 
654,come out,no_equality,,появляться,appear | emerge | show up | appear | arise | 
655,come out,no_equality,,высказаться,speak out | come out | comment | speak up | 
656,come together,s'unir,unite | together-~-come together | unite | get together | join together | band together | join forces | coalesce | ,объеденяться,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
657,come together,se réunir,meet | gather | get together | convene | meet | together-~-come together | ,no_equality,
658,come together,se rassembler,gather | assemble | congregate | get together | together-~-come together | gather together | congregate | rally | join together | ,no_equality,
659,come together,prendre place,,no_equality,
660,come together,se rejoindre,together-~-come together | get together | converge | ,no_equality,
661,come together,se regrouper,regroup | cluster | band together | together-~-come together | congregate | congregate | join together | get together | band together | ,no_equality,
662,come together,converger,converge | together-~-come together | converge | ,no_equality,
663,come together,se rapprocher,approach | approximate | draw near | near | get close | approach | out-~-reach out | converge | together-~-come together | ,no_equality,
664,come together,se conjuguer,combine | conjugate | together-~-come together | ,no_equality,
665,come together,no_equality,,объедениться,unite | come together | team up | merge | join | join together | get together | reunite | combine | 
666,come together,no_equality,,собраться,gather | assemble | come together | convene | get together | rally | brought together | gather together | mass | 
667,come together,s'unir,unite | together-~-come together | unite | get together | join together | band together | join forces | coalesce | ,объеденяться,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
668,come together,no_equality,,собираться,gather | go | collect | assemble | come together | plan | congregate | get together | intend | 
669,come together,no_equality,,объединить свои усилия,
670,come together,no_equality,,встречаться,meet | occur | meet | confer | encounter | date | come together | date | 
671,come together,no_equality,,соединяться,connect | incorporate | come together | combine | connect | 
672,come together,no_equality,,сложиться,develop | establish | come together | fold | spell | form | 
673,come together,no_equality,,слиться воедино,
674,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,встречать,meet | greet | encounter | welcome | meet | meet before | 
675,come across,croiser,cross | encounter | intersect | cross | fold | ,no_equality,
676,come across,no_equality,,попадаться,
677,come across,no_equality,,сталкиваться,face | encounter | confront | collide | deal | clash | suffer | face | hit | 
678,come across,rencontrer,to come across several circles|meet | encounter | face | experience | meet | find | ,встречать,meet | greet | encounter | welcome | meet | meet before | 
679,come across,no_equality,,наткнуться,bump | stumble | encounter | 
680,come across,no_equality,,попасться,
681,come across,no_equality,,пересекать,cross | cross | intersect | 
682,come across,no_equality,,натолкнуться,
683,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
684,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,возвращаться,to come back home late|return | return | go back | come back | get back | move back | revert | 
685,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,прилетать,fly | arrive | show up | 
686,come back,revenir,to come back online|to come back with a few shillings|to come back in the winter|to always come back into the program|return | go back | come back | go | return | revert | get back | amount | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
687,come back,réapparaître,reappear | recur | reemerge | reoccur | appear again | resurface | reappear | reemerge | ,no_equality,
688,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
689,come back,revenir,to come back online|to come back with a few shillings|to come back in the winter|to always come back into the program|return | go back | come back | go | return | revert | get back | amount | ,вернуться,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
690,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,возвращаться,to come back home late|return | return | go back | come back | get back | move back | revert | 
691,come back,rentrer,to come back home|return | go back | return | fit | go home | return home | get back | come back | ,прилетать,fly | arrive | show up | 
692,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,войти,to come into the room|enter | include | come in | login | walk | go in | comprise | walk in | logon | 
693,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,вступить,to come into force|enter | join | engage | step | take effect | join | exchange | take over | 
694,come into,naître,bear | arise | incur | emerge | give rise to | originate | found | bear | ,no_equality,
695,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,войти,to come into the room|enter | include | come in | login | walk | go in | comprise | walk in | logon | 
696,come into,entrer,to come into contact|to come into the European Union|to come into force accordingly|to come into play|enter | go | type | enter | get | come | fall | ,вступить,to come into force|enter | join | engage | step | take effect | join | exchange | take over | 
697,come into,no_equality,,вступать,to come into play|enter | engage | join | come in | embark | enroll | adhere | kick in | 
698,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,подойти,come | go up | fit | walk | approach | go over | walk up | suit | 
699,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,придти,to come up that decision|come | arrive | come | come in | 
700,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,приходить,come | come | arrive | come in | 
701,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | 
702,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,подняться,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
703,come up,arriver,to come up with a strategy|arrive | happen | come | get | reach | achieve | arrive | manage | occur | ,no_equality,
704,come up,monter,to come up from my lungs|mount | rise | climb | go up | assemble | ride | fit | climb | ascend | ,no_equality,
705,come up,aboutir,lead | result | achieve | succeed | up-~-end up | arrive | end | achieve | culminate | ,no_equality,
706,come up,se présenter,come | arise | appear | occur | stand | attend | up-~-show up | arrive | ,no_equality,
707,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,придти,to come up that decision|come | arrive | come | come in | 
708,come up,inventer,invent | invent | make up | coin | devise | fabricate | contrive | ,no_equality,
709,come up,s'annoncer,loom | loom | herald | up-~-shape up | down-~-come down | ,no_equality,
710,come up,formuler,make | formulate | express | make | word | formulate | put forward | draw up | articulate | ,no_equality,
711,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,подойти,come | go up | fit | walk | approach | go over | walk up | suit | 
712,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,придти,to come up that decision|come | arrive | come | come in | 
713,come up,avancer,to come up with proposals|to come up with a joint resolution|advance | move | put forward | move forward | progress | make progress | argue | proceed | bring forward | ,придти,to come up that decision|come | arrive | come | come in | 
714,come up,no_equality,,подходить,suit | fit | approach | walk up | place | go up | match | befit | 
715,come up,no_equality,,подниматься,rise | go up | climb | get up | lift | rise up | climb up | 
716,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,приходить,come | come | arrive | come in | 
717,come up,no_equality,,возникать,arise | occur | appear | emerge | raise | arise | 
718,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,выступить,speak | perform | act | issue | deliver | address | come out | speak out | 
719,come up,no_equality,,возникнуть,arise | emerge | occur | appear | originate | experience | encounter | result | 
720,come up,trouver,to come up with a solution|to come up with the answer|find | find | think | identify | reach | locate | get | ,подняться,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
721,come down,s'annoncer,loom | come up | loom | herald | up-~-shape up | down-~-come down | ,no_equality,
722,come down,s'écrouler,collapse | crumble | collapse | crumble | down-~-fall down | tumble | apart-~-fall apart | down-~-come down | unravel | ,no_equality,
