,bigram,chi-sq
1947,"('car', 'for')",483.9770917626043
1948,"('what', ""'s"")",483.8155941279618
1949,"('he', 'may')",483.1036436421163
1950,"('the', 'latter')",482.8000774249117
1951,"('the', 'bird')",482.7662289478588
1952,"('stand', 'up')",482.61188261769433
1953,"('the', 'Winkies')",482.2062745891602
1954,"('good', 'night')",481.96019977323897
1955,"('turn', 'toward')",481.6790654526303
1956,"('some', 'other')",480.37650192302306
1957,"('which', 'she')",480.05172611698526
1958,"('quite', 'right')",479.9066757918515
1959,"('in', 'their')",479.85334409894244
1960,"('the', 'ogre')",479.6001898667836
1961,"('earth', ""'s"")",478.8701423953811
1962,"('give', 'up')",478.3458017973444
1963,"('know', 'anything')",478.2688548402504
1964,"('not', 'need')",477.62887402146896
1965,"('came', 'to')",477.13762177096606
1966,"('a', 'splendid')",476.2904496491994
1967,"('inquire', 'Cap')",476.2368826388587
1968,"('can', 'hear')",475.96186346855507
1969,"('chance', 'to')",475.5833601722866
1970,"('well', 'say')",475.1943007378553
1971,"('and', 'to')",475.1575806321235
1972,"('one', 'end')",474.177890304778
1973,"('big', 'city')",473.932930271603
1974,"('upon', 'her')",473.5851186416666
1975,"(""'"", 'Beatrice')",473.32231736026614
1976,"('rush', 'into')",472.8858467787355
1977,"('afraid', 'of')",472.7253476040693
1978,"('day', 'when')",472.3693465423139
1979,"('sat', 'on')",472.03055271533236
1980,"('night', 'light')",471.42714954250647
1981,"('have', 'kil')",471.27600085721286
1982,"('be', 'of')",471.0565162594394
1983,"('feet', 'and')",470.5035005551249
1984,"('respect', 'for')",470.4896096049746
1985,"('we', 'need')",470.180949635575
1986,"('too', 'far')",470.1609984464232
1987,"('number', 'of')",469.9946564954667
1988,"('the', 'entrance')",469.72263945756185
1989,"('the', 'three')",469.08500117331107
1990,"('add', 'Cap')",468.91639794149086
1991,"('the', 'squire')",468.43331281270406
1992,"('refer', 'to')",468.22624964666363
1993,"(""'s"", 'castle')",468.2240716687217
1994,"('possession', 'of')",468.1641355258717
1995,"('that', 'they')",467.8711240242091
1996,"('means', 'of')",467.77865194307503
1997,"('and', 'I')",467.551116370464
1998,"('the', 'biggest')",467.1261618648365
1999,"('sound', 'of')",466.6460401061468
2000,"('to', 'obey')",465.93499713861553
2001,"('to', 'visit')",464.6512292331858
2002,"('with', 'the')",464.1644191137364
2003,"('Jim', ""'s"")",463.555300699012
2004,"('perhaps', 'you')",463.5170412642872
2005,"('Tellwright', ""'"")",463.30108763392076
2006,"('think', 'of')",463.03086309538594
2007,"('first', 'guess')",462.4677204214293
2008,"('play', 'with')",462.2943253978086
2009,"('at', 'his')",462.2575724390651
2010,"('to', 'join')",461.9680943764194
2011,"('seem', 'like')",461.91229340635533
2012,"('bread', 'and')",461.7715485938455
2013,"('walk', 'down')",461.6012965701814
2014,"('thing', 'about')",461.5187489235171
2015,"('it', 'the')",460.1209813334329
2016,"('what', 'shall')",459.94780543361696
2017,"('the', 'miller')",459.18511333396503
2018,"('recover', 'from')",458.51006759168035
2019,"('get', 'up')",458.1397729930897
2020,"('this', 'story')",457.7346283618565
2021,"('the', 'matter')",457.47043641407373
2022,"('pretend', 'to')",457.2186580977236
2023,"('nothing', 'but')",456.52665540234284
2024,"('the', 'rear')",456.125150137331
2025,"('the', 'Prince')",456.0908781430938
2026,"('two', 'hour')",455.91097577586726
2027,"('all', 'around')",455.8722337205407
2028,"('I', 'and')",454.96154310735386
2029,"('their', 'knee')",454.36281275375177
2030,"('his', 'back')",454.1110154211651
2031,"('they', 'find')",454.05138056450016
2032,"('the', 'Bumpy')",454.0239606569564
2033,"('its', 'leg')",453.87097289688916
2034,"('if', 'there')",453.7899178651822
2035,"('her', 'cousin')",453.785992034499
2036,"('some', 'one')",453.72883809839993
2037,"('the', 'officer')",453.529631807851
2038,"('find', 'a')",453.49865067800914
2039,"('have', 'often')",453.3525671315202
2040,"('the', 'Patchwork')",453.2697326584691
2041,"('her', 'chair')",452.93388957435354
2042,"('indicate', 'that')",452.83383404599914
2043,"('a', 'quarter')",452.7884481175177
2044,"('nor', 'do')",451.72022088632417
2045,"('very', 'happy')",451.60917820882634
2046,"('discover', 'what')",449.60840786933505
2047,"('the', 'brook')",449.5831732888666
2048,"('to', 'travel')",448.7792138484315
2049,"('carry', 'out')",448.7165098197349
2050,"('Rego', 'and')",447.9756294609768
2051,"('hall', 'where')",447.96441062282975
2052,"('aware', 'of')",447.5646928031927
2053,"('the', 'hotel')",447.38662083880695
2054,"('she', 'felt')",446.5431148957553
2055,"('much', 'trouble')",446.3627777879761
2056,"('where', 'she')",446.265603217593
2057,"('they', 'reach')",445.3700043881476
2058,"('nodd', 'his')",445.1678501270004
2059,"('pass', 'over')",445.06347212421815
2060,"('up', 'in')",444.8920620170496
2061,"('loudly', 'as')",444.46590271305934
2062,"('no', 'other')",444.4428979976976
2063,"('come', 'near')",443.36601542478917
2064,"('look', 'over')",443.32999388376817
2065,"('for', 'several')",443.25404419591837
2066,"('his', 'foot')",442.2888918087549
2067,"('to', 'win')",442.2728625588078
2068,"('have', 'lost')",441.7777958717601
2069,"('protect', 'by')",441.72239835394504
2070,"('Josie', ""'s"")",441.3656450247156
2071,"('Oz', 'book')",441.0670463334875
2072,"('a', 'time')",440.8338157395874
2073,"(""'s"", 'house')",439.3186625852887
2074,"('again', 'and')",438.91762703130587
2075,"('not', 'stir')",438.5109313264682
2076,"('ask', 'Cap')",438.0171719629108
2077,"('house', 'where')",437.7264946650601
2078,"('in', 'America')",437.52539021600114
2079,"('say', 'Zebruary')",436.444989395888
2080,"(""'s"", 'heart')",436.4207444908807
2081,"('path', 'through')",436.0585391953345
2082,"('the', 'worst')",436.04988733761184
2083,"('not', 'seem')",435.90834449323535
2084,"('be', 'accustom')",435.62164998269606
2085,"('to', 'carry')",435.2725754002251
2086,"('well', 'knew')",435.2374501118953
2087,"('Kasker', ""'s"")",434.8381493203658
2088,"('in', 'any')",434.52349033926055
2089,"('country', 'where')",433.38409664633065
2090,"('during', 'which')",433.28797424343503
2091,"('of', 'a')",432.38898184493297
2092,"('his', 'comrade')",432.29378742482044
2093,"('while', 'she')",431.2264503152287
2094,"('but', 'none')",431.21759911428313
2095,"('in', 'astonishment')",430.73248999236137
2096,"('where', 'he')",430.43266686457423
2097,"('the', 'machine')",430.0460120133801
2098,"('day', 'after')",429.9889532622241
2099,"('no', 'matter')",429.97204406471513
2100,"('my', 'former')",429.7678688229084
2101,"('the', 'Yip')",429.1035705404258
2102,"('have', 'and')",428.91452545251906
2103,"('his', 'wooden')",428.5990081062927
2104,"('my', 'son')",428.39197458935166
2105,"('with', 'joy')",428.28029395845834
2106,"('evident', 'that')",427.8778573374057
2107,"('the', 'wind')",427.85551118389355
2108,"('the', 'last')",427.6179443611578
2109,"('the', 'United')",427.240046876782
2110,"('the', 'two')",426.5090007602313
2111,"('woman', ""'s"")",426.41702185457376
2112,"(""'"", ""'I"")",426.0786661091131
2113,"('know', 'where')",425.3452670909809
2114,"('other', 'half')",425.29763005673385
2115,"('the', 'Skeezers')",425.07491847620406
2116,"('loss', 'of')",424.7240582991149
2117,"('come', 'home')",424.4867920222478
2118,"('my', 'body')",424.33666920441186
2119,"('be', 'have')",424.3242702608512
2120,"('upon', 'their')",424.22019323670577
2121,"('the', 'beast')",423.67809701747314
2122,"('while', 'he')",423.63502150024595
2123,"('although', 'he')",423.5976975066492
2124,"('the', 'umbrella')",423.5208824532856
2125,"('a', 'glimpse')",423.3698449262715
2126,"('entitle', 'to')",423.30945463822485
2127,"('tried', 'to')",423.30945463822485
2128,"('no', 'chance')",423.2240862217193
2129,"('raise', 'their')",423.214195959596
2130,"('the', 'Laughing')",422.3289761894429
2131,"('old', 'Colonel')",422.0159377729707
2132,"('my', 'master')",422.01240135538234
2133,"('tree', 'and')",421.3962138356044
2134,"('us', 'enemy')",420.9871158893412
2135,"('resum', 'his')",420.54805235525896
2136,"('Sutton', ""'s"")",420.4080202083878
2137,"('you', 'mean')",420.3299514582965
2138,"('not', 'especially')",420.32798551156213
2139,"('interested', 'in')",419.8985099357366
2140,"('which', 'they')",419.2434416783315
2141,"('her', 'finger')",419.07708689172324
2142,"('consideration', 'for')",419.0016506094886
2143,"('all', 'alone')",418.7156706327113
2144,"('if', 'she')",418.59612000269334
2145,"('the', 'sand')",417.0525958706997
2146,"('half', 'a')",416.7674355453361
2147,"('hold', 'out')",416.583197989672
2148,"('anyone', 'who')",416.3848403345008
2149,"('a', 'bundle')",416.10251245330824
2150,"('way', 'off')",415.6712073455876
2151,"('to', 'buy')",415.6333805091708
2152,"('say', 'Tip')",415.41602056239157
2153,"('ll', 'have')",415.4099637138493
2154,"('help', 'you')",415.37595642896133
2155,"('the', 'Gump')",415.1823395725218
2156,"('in', 'addition')",415.0517791662449
2157,"('in', 'jail')",415.0517791662449
2158,"('on', 'their')",414.3103210727896
2159,"('they', 'the')",413.06054061702963
2160,"('by', 'chance')",413.0144555393717
2161,"('ly', 'upon')",412.96972774130035
2162,"('my', 'fault')",412.96748376782165
2163,"('to', 'be')",411.99566762203864
2164,"('then', 'Tristan')",411.7371946130339
2165,"('in', 'safety')",411.5440192327508
2166,"('determine', 'to')",411.41552116356615
2167,"('be', 'all')",411.16681100250094
2168,"('that', 'is')",410.8376155310828
2169,"('at', 'noon')",410.53636959838684
2170,"('a', 'terrible')",410.19001285332524
2171,"('the', 'east')",409.85916500849686
2172,"('her', 'shoulder')",409.6437332273739
2173,"('own', 'country')",409.1446729230465
2174,"('queer', 'thing')",408.8632172336135
2175,"('and', 'be')",408.82188819286006
2176,"('Garment', 'of')",408.80138643135825
2177,"('ll', 'take')",408.21991940105795
2178,"('my', 'companion')",408.0526082109372
2179,"('fully', 'as')",407.12501936200425
2180,"('his', 'life')",406.40983489144656
2181,"('both', 'hand')",406.3255492481138
2182,"('above', 'the')",406.269998224226
2183,"('can', 'imagine')",405.94944656672294
2184,"('not', 'even')",405.70479620510736
2185,"('their', 'body')",405.54106409826466
2186,"('live', 'there')",405.3770042801444
2187,"('the', 'following')",404.89622736625756
2188,"('on', 'each')",404.75269691013403
2189,"('walk', 'upon')",404.439684578118
2190,"('prou', 'of')",404.3796191664189
2191,"('his', 'office')",403.9739080460396
2192,"('his', 'visitor')",403.6870258216878
2193,"('be', 'necessary')",402.7448044766188
2194,"('the', 'dragon')",402.47876685766715
2195,"('pass', 'by')",402.4544062693305
2196,"('hand', 'and')",402.1727880403182
2197,"('hurt', 'us')",402.0975054036842
2198,"('know', 'exactly')",402.03421360329503
2199,"('wave', 'his')",401.84659519436235
2200,"('because', 'I')",401.81910752396664
2201,"('regain', 'his')",401.768515095017
2202,"('the', 'valley')",401.06992314003327
2203,"('smil', 'at')",401.0030415649414
2204,"('a', 'bunch')",400.9364008473311
2205,"('Nana', ""'s"")",400.7935159982101
2206,"('not', 'tell')",400.26924453227406
2207,"('we', 'get')",399.6381848163294
2208,"('a', 'pair')",398.77249666062283
2209,"('not', 'mention')",398.17056486404203
2210,"('child', ""'s"")",398.0872913876226
2211,"('venture', 'to')",397.8739588640275
2212,"('the', 'front')",397.776935957043
2213,"('Lake', 'of')",397.303591666848
2214,"('new', 'home')",397.0162422275511
2215,"('but', 'she')",396.9426413767051
2216,"('yes', 'say')",396.90529440547795
2217,"('until', 'now')",396.85125437331
2218,"('the', 'hall')",396.33979985547955
2219,"('too', 'many')",396.1514049780001
2220,"('as', 'you')",396.0790886284245
2221,"('his', 'chin')",395.3588506393246
2222,"('the', 'horse')",394.458575289551
2223,"('kiss', 'her')",394.3410039648464
2224,"('so', 'fast')",394.0030809018625
2225,"('of', 'electricity')",393.7876275310735
2226,"('not', 'expect')",393.7456518388683
2227,"('the', 'garden')",393.4497148639618
2228,"('love', 'i')",393.01025146091024
2229,"('have', 'the')",392.9707351137813
2230,"('to', 'fly')",392.87286898032363
2231,"('such', 'as')",392.7409310284841
2232,"('be', 'alive')",392.71111218349523
2233,"('the', 'bridge')",392.5827520740109
2234,"('no', 'reply')",392.392299260153
2235,"('the', 'chief')",392.27902446100757
2236,"('say', 'Jack')",391.9136332079059
2237,"('Dorothy', ""'s"")",391.6911368299783
2238,"('few', 'people')",391.6083845572552
2239,"('his', 'brother')",389.7970585803995
2240,"('put', 'out')",388.4952100836228
2241,"('account', 'for')",388.07178855893903
2242,"('down', 'on')",387.6987174416722
2243,"('be', 'he')",387.59018172961834
2244,"('lose', 'their')",387.28468657990453
2245,"('a', 'vast')",386.99724989290024
2246,"('exclaim', 'Oh')",386.8158019908499
2247,"('with', 'its')",386.39166917614665
2248,"('his', 'throne')",386.2804307816464
2249,"('valley', 'where')",385.25513648625355
2250,"('she', 'ran')",385.1162780763668
2251,"('not', 'you')",385.0562488885013
2252,"('she', 'may')",384.9217212335382
2253,"('up', 'again')",384.39333980141026
2254,"('upon', 'a')",384.2263281669809
2255,"('grow', 'more')",384.0143383653176
2256,"('take', 'place')",383.69624699715945
2257,"('pocket', 'and')",383.29876477832744
2258,"('difficult', 'to')",383.0743948621839
2259,"('will', 'surely')",382.67551794714694
2260,"('hunt', 'for')",382.5778852870149
2261,"(""'"", 'round')",382.549767172981
2262,"('we', 'know')",382.3808878064992
2263,"('possible', 'way')",382.1962359308703
2264,"('grow', 'big')",382.14776954878636
2265,"('they', 'rode')",381.96866653979504
2266,"('a', 'golden')",381.8495450528651
2267,"('capable', 'of')",381.76183188769426
2268,"('the', 'public')",381.59780038296896
2269,"('meet', 'with')",381.56172269312196
2270,"('you', 'own')",381.5208523714102
2271,"('obey', 'my')",380.81472601678735
2272,"('right', 'answer')",380.7355856378238
2273,"('recording', 'be')",380.7308672976073
2274,"('the', 'creature')",380.61443573730713
2275,"('not', 'only')",380.6139745484017
2276,"('the', 'story')",380.60432589523674
2277,"('to', 'give')",380.56533259394155
2278,"('a', 'excellent')",379.9087119226419
2279,"('ride', 'upon')",379.70236039046017
2280,"('one', 'who')",379.47123420617976
2281,"(""'s"", 'edge')",379.0986330452789
2282,"('strive', 'to')",378.6895698115991
2283,"('the', 'Moon')",378.3513167048749
2284,"('Patricia', ""'s"")",378.27371928285777
2285,"('this', 'conversation')",378.2577014220874
2286,"('my', 'power')",378.2347222866924
2287,"('be', 'rather')",377.92579001817677
2288,"('start', 'on')",377.91995314365295
2289,"('because', 'she')",377.59694279225045
2290,"('ll', 'give')",377.2004042100576
2291,"('fly', 'over')",377.16113977122325
2292,"('the', 'Morholt')",376.98909882565744
2293,"('the', 'courtyard')",376.98909882565744
2294,"('the', 'Gray')",376.7897132929942
2295,"('the', 'Cookie')",376.72523135433636
2296,"('stood', 'on')",376.4951890690099
2297,"('bundle', 'of')",375.83491518827594
2298,"('of', 'Cornwall')",375.83491518827594
2299,"('one', 'hundred')",375.0723623734663
2300,"('guilty', 'of')",375.03826144231766
2301,"('other', 'hand')",374.87868916487696
2302,"('perceive', 'that')",374.8609784203946
2303,"('the', 'rope')",374.63887930504376
2304,"('among', 'us')",374.3419895668154
2305,"('the', 'stair')",374.0305544527194
2306,"('a', 'row')",373.7313517099806
2307,"('the', 'Sorceress')",373.43101399717045
2308,"('must', 'not')",373.12010138085094
2309,"('chair', 'and')",373.0016383304226
2310,"('as', 'we')",372.87589207548234
2311,"('his', 'leg')",372.7219628634673
2312,"('have', 'arrive')",372.71496860874515
2313,"('the', 'town')",372.6047195639466
2314,"('the', 'Pink')",372.38291142385583
2315,"('the', 'parrot')",372.33982942864736
2316,"('little', 'party')",372.1406823525797
2317,"('lose', 'my')",371.8892282286902
2318,"('to', 'save')",371.79665311610887
2319,"('among', 'they')",371.76277783118087
2320,"('I', 'ought')",371.5753267431173
2321,"('inquire', 'Dorothy')",371.41695848855306
2322,"('answer', 'Jack')",371.0280682826356
2323,"('too', 'small')",370.9202850775669
2324,"('account', 'of')",370.7069644451892
2325,"('say', 'Rob')",370.5116412819616
2326,"('to', 'understand')",370.2716344101056
2327,"('be', 'greatly')",370.2480435595325
2328,"('great', 'care')",370.0088031029652
2329,"('the', 'key')",369.5036301668827
2330,"('Princess', 'Dorothy')",369.4801877326019
2331,"('ashame', 'of')",369.13064323262125
2332,"('to', 'show')",368.78116531200936
2333,"('the', 'Su-dic')",368.42138404101803
2334,"('palace', 'and')",368.19458777311485
2335,"('we', 'do')",367.93660551845636
2336,"('the', 'doorway')",367.8630663520133
2337,"('duty', 'to')",367.84054774628316
2338,"('the', 'way')",367.7684041441753
2339,"('lead', 'into')",367.56387835970446
2340,"(""'"", ""'"")",367.3836228211099
2341,"('twice', 'as')",367.3502558144718
2342,"('right', 'say')",366.7158326886633
2343,"('the', 'kitchen')",366.20736898913435
2344,"('my', 'brother')",366.1332527228338
2345,"('time', 'to')",366.01184423495636
2346,"('point', 'of')",366.00778610328814
2347,"('she', 'wore')",365.91190345924065
2348,"('dear', 'father')",365.6540028879804
2349,"('the', 'Liberty')",365.4457075310608
2350,"('a', 'heap')",365.2726287498526
2351,"('force', 'to')",364.8931780853291
2352,"('their', 'natural')",364.56140354630446
2353,"('except', 'that')",364.49875783926655
2354,"('forward', 'and')",363.66726764993984
2355,"('squire', ""'s"")",363.59367845996087
2356,"('home', 'under')",363.1203101079285
2357,"('to', 'talk')",362.9184202252543
2358,"('the', 'will')",362.691692796919
2359,"('Trot', ""'s"")",362.66673845159414
2360,"('ask', 'Jack')",362.37977266947155
2361,"('may', 'not')",362.3413679077169
2362,"('not', 'the')",362.2884342907854
2363,"('say', 'nothing')",362.23593148804775
2364,"('from', 'Pingaree')",361.96808000276326
2365,"('in', 'and')",361.8864820531424
2366,"('the', 'Mule')",361.87913666178684
2367,"('be', 'more')",361.7661369248946
2368,"('exclaim', 'the')",361.7585079664655
2369,"('from', 'Kansas')",361.6019672950801
2370,"('a', 'thousand')",361.09661707746943
2371,"('stay', 'there')",361.05067819210905
2372,"('the', 'third')",360.707327577545
2373,"('to', 'leave')",360.2696250958136
2374,"('I', 'never')",359.90968417889917
2375,"('know', 'whether')",359.2725605780103
2376,"('have', 'discovere')",359.0783567517127
2377,"(""'s"", 'presence')",358.46817352691227
2378,"('round', 'about')",357.2687185587596
2379,"('one', 'thing')",357.2466200439866
2380,"('more', 'slowly')",357.08413770328264
2381,"('white', 'man')",356.8956630486191
2382,"('with', 'dignity')",356.8035371069909
2383,"('here', 'be')",356.7864914743673
2384,"('no', 'answer')",356.552893276916
2385,"('place', 'in')",356.50004420489535
2386,"('interior', 'of')",356.26190444521364
2387,"('of', 'Ireland')",356.26190444521364
2388,"('reply', 'Dorothy')",356.029339262096
2389,"('a', 'third')",356.00374247049695
2391,"('historian', 'of')",355.69018975780523
2390,"('Hair', 'of')",355.69018975780523
2392,"('say', 'Woot')",355.3444355015356
2393,"('give', 'you')",355.32708903980443
2394,"('remark', 'Dorothy')",355.0296808385592
2395,"('to', 'kill')",355.0182972768992
2396,"('and', 'Queens')",355.00997472368965
2397,"('quantity', 'of')",355.0017827795394
2398,"('suppose', 'we')",354.99501389690016
2399,"('most', 'of')",354.21350467000286
2400,"('walk', 'up')",354.1797271085201
2401,"('journey', 'through')",354.14524265709235
2402,"('a', 'group')",353.4646687438305
2403,"('wood', 'where')",353.4243103171358
2404,"('amount', 'of')",353.19590951626503
2405,"('may', 'easily')",353.07258165181076
2406,"('hold', 'up')",353.04385566682276
2407,"('while', 'the')",352.9632517401848
2408,"('until', 'we')",352.5147638691107
2409,"('dragon', ""'s"")",352.3858571512571
2410,"('think', 'that')",351.0064899254236
2411,"('poor', 'man')",350.96102002851836
2412,"('be', 'easy')",350.95277422244465
2413,"('puzzle', 'by')",350.7641338126313
2414,"('under', 'his')",350.7346639271478
2415,"('due', 'to')",350.4462970036659
2416,"('rule', 'by')",350.3548723054542
2417,"('us', 'traveler')",350.34294066372354
2418,"('the', 'main')",349.7845629967343
2419,"('how', 'about')",349.71967751270677
2420,"('he', 'continue')",349.5649485013642
2421,"('opportunity', 'to')",349.5523062393595
2422,"('to', 'oppose')",349.5523062393595
2423,"('their', 'proper')",349.1377134678397
2424,"('like', 'to')",348.9835052582847
2425,"('safe', 'from')",348.77455010606633
2426,"('the', 'village')",348.3409192701233
2427,"('and', 'afterward')",348.1535093625574
2428,"('same', 'thing')",347.61979453297056
2429,"('the', 'wicked')",347.29585958213653
2430,"('the', 'Quadling')",346.7711663237161
2431,"('with', 'amazement')",346.7125281875061
2432,"('from', 'behind')",346.29539436143466
2433,"('very', 'beautiful')",346.2371290566971
2434,"('be', 'lost')",345.8730918462195
2435,"('find', 'that')",345.47602859768824
2436,"('lost', 'boy')",345.4184717367652
2437,"('the', 'kettle')",345.3029394025014
2438,"('addition', 'to')",345.2967165675632
2439,"('we', 'go')",345.2524865528685
2440,"('he', 'shoute')",344.9109072461705
2441,"('until', 'she')",344.7543431342506
2442,"('will', 'the')",344.54464516552355
2443,"('to', 'protect')",344.02471152301604
2444,"('the', 'captain')",343.9491791677002
2445,"('too', 'big')",343.28893745057445
2446,"('one', 'can')",343.2281536538776
2447,"('I', 'to')",342.7663364211069
2448,"('do', 'it')",342.6511939499816
2449,"('far', 'too')",342.0960736177124
2450,"('you', 'pardon')",341.4917906441564
2451,"('Soldier', 'with')",341.36366307336425
2452,"('its', 'body')",340.9993927892379
2453,"('to', 'ride')",340.71717687737697
2454,"('amaze', 'at')",340.312944068191
2455,"('Powder', 'of')",340.2696969791243
2456,"('on', 'a')",339.85414408291615
2457,"('the', 'Winkie')",339.77195269622473
2458,"('a', 'huge')",339.2544740326918
2459,"('excuse', 'for')",339.07192954808625
2460,"('on', 'her')",338.4992233171746
2461,"('with', 'their')",338.21500372335726
2462,"('presence', 'of')",338.1693694612239
2463,"('the', 'Chief')",337.99223953565706
2464,"('rise', 'into')",337.78267604317836
2465,"('a', 'corner')",337.59936427118924
2466,"('be', 'kil')",337.46843998490857
2467,"('with', 'great')",337.3387976568058
2468,"('Inga', ""'s"")",337.1915349020436
2469,"('to', 'attend')",336.66817316660416
2470,"('the', 'hill')",336.04355901396605
2471,"('be', 'evident')",336.0148862163145
2472,"('I', 'don')",335.9880169895934
2473,"('lise', 'to')",335.83318192041725
2474,"('permission', 'to')",335.83318192041725
2475,"('suppose', 'you')",335.74802514171245
2476,"('his', 'seat')",335.39466429779776
2477,"('smil', 'upon')",335.3572730025265
2478,"('the', 'big')",335.06568870953475
2479,"('that', 'and')",334.92109479656534
2480,"('the', 'field')",334.16379421898677
2481,"('understand', 'that')",333.9335725585802
2482,"('a', 'second')",333.76292042347586
2483,"('resume', 'his')",333.7372755805012
2484,"(""'s"", 'name')",333.4773557590182
2485,"('very', 'slowly')",333.15617457848265
2486,"('set', 'down')",333.0203570179709
2487,"('about', 'the')",332.83457799076956
2488,"('time', 'ago')",332.7051041775762
2489,"('know', 'why')",332.5700096638443
2490,"('be', 'prou')",332.53543399203323
2491,"('the', 'least')",332.4369317562526
2492,"('method', 'of')",332.41076659232635
2493,"('and', 'make')",332.3583573065525
2494,"('her', 'foot')",332.00523850957256
2495,"('the', 'Sun')",331.6654328217982
2496,"('this', 'island')",331.6126933095855
2497,"('be', 'nearly')",331.50150957568735
2498,"('he', 'sat')",331.16457730544363
2499,"('so', 'easily')",330.85590407034454
2500,"('oh', ""'s"")",330.6169590486064
2501,"('they', 'both')",330.5532056226205
2502,"('met', 'with')",330.53803700179515
2503,"('fat', 'man')",330.4291528641032
2504,"('a', 'queer')",330.2853653620848
2505,"('the', 'Flatheads')",330.23927703419116
2506,"('will', 'happen')",329.98789029465104
2507,"('invite', 'you')",329.9637494397077
2508,"('recover', 'his')",329.8618493131276
2509,"('to', 'pay')",329.84208668455693
2510,"('beginning', 'of')",329.4536763430504
2511,"('too', 'long')",328.93017936357995
2512,"('not', 'let')",328.7151102615762
2513,"('the', 'pirate')",328.4856667035321
2514,"('be', 'wrong')",328.360767822576
2515,"('ll', 'tell')",328.30109801345327
2516,"('he', 'begin')",327.7936014454672
2517,"('hand', 'together')",327.65048603261795
2518,"('can', 'help')",327.43743079405874
2519,"('not', 'matter')",327.0494720207125
2520,"('Glossie', 'and')",327.0122681280467
2521,"('sure', 'to')",326.6739164473236
2522,"('raise', 'her')",326.544849371541
2523,"('rid', 'of')",326.37873482542716
2524,"('the', 'greatest')",325.68611389858575
2525,"('his', 'teeth')",325.5576712849804
2526,"('have', 'promize')",325.26498329575804
2527,"('the', 'fire')",325.2319321190715
2528,"('after', 'which')",324.0869374155718
2529,"('little', 'group')",323.78170258519816
2530,"('queen', 'of')",323.65300293920313
2531,"('I', 'kin')",323.57872612499364
2532,"(""'"", 'Anna')",323.50790625111904
2533,"('in', 'Kansas')",323.35289982446704
2534,"('follow', 'after')",322.9021453066412
2535,"('so', 'hard')",322.8649254681548
2536,"('the', 'castle')",322.80254321924207
2537,"('the', 'only')",322.6481040187252
2538,"(""'"", 'Mynor')",321.8876812479698
2539,"('he', 'answer')",321.79178009113787
2540,"('idea', 'of')",320.97624726877365
2541,"('wear', 'out')",320.7909095139153
2542,"('act', 'as')",320.7569874586465
2543,"('heed', 'to')",320.63645225370453
2544,"('effect', 'of')",320.23506303680114
2545,"('palace', 'where')",320.13269974687285
2546,"('and', 'put')",319.80661339914604
2547,"('make', 'believe')",319.68570378532127
2548,"('her', 'the')",319.59950808900385
2549,"('hard', 'to')",319.50420102978904
2550,"('the', 'traveler')",319.4564492789766
2551,"('find', 'herself')",319.3486661463192
2552,"('the', 'lagoon')",319.3059927740636
2553,"('wall', 'of')",319.26574740974297
2554,"('the', 'north')",319.13997205220124
2555,"('my', 'daughter')",319.09456010360714
2556,"('only', 'way')",318.99135043697294
2557,"('of', 'Lyonesse')",318.9693840735593
2558,"('over', 'his')",318.8601674336828
2559,"('his', 'heart')",318.6564563502881
2561,"('of', 'Burzee')",318.38524479220655
2560,"('image', 'of')",318.38524479220655
2562,"('to', 'think')",318.15796713036957
2563,"('which', 'he')",318.1101441832014
2564,"('easy', 'to')",318.0788674651317
2565,"('variety', 'of')",317.93632583642875
2566,"('dispose', 'of')",317.73542630594613
2567,"('have', 'take')",317.7345527361986
2568,"('bed', 'and')",317.72743129017965
2569,"('break', 'down')",317.525419530123
2570,"('mean', 'by')",316.89379628775055
2571,"('a', 'extra')",316.5698768553471
2572,"('the', 'ogress')",316.5670307202213
2573,"('be', 'hungry')",315.65735507637316
2574,"('with', 'much')",315.56834140367783
2575,"('and', 'Flossie')",315.48780766759205
2576,"('eager', 'to')",315.4013120698317
2577,"('his', 'former')",315.2619742878241
2578,"('body', 'of')",314.6933389411448
2579,"('get', 'off')",314.60375290208384
2580,"('find', 'some')",314.3153522629397
2581,"('yes', 'I')",314.19953906818216
2582,"('cease', 'to')",313.7461857852693
2583,"('to', 'steal')",313.7461857852693
2584,"('the', 'Turk')",313.32315208517446
2585,"('aunt', ""'s"")",312.96546248667886
2586,"('for', 'her')",312.9152840683416
2587,"('even', 'more')",312.8371856690708
2588,"('he', 'stood')",312.8301856161676
2589,"('take', 'away')",312.8154974102812
2590,"('this', 'book')",312.5553163971336
2591,"('come', 'along')",312.5187684088214
2592,"('so', 'she')",312.31654869296256
2593,"('he', 'of')",312.20905986545563
2594,"('find', 'they')",312.1702480465517
2595,"(""'s"", 'arm')",312.04432693164256
2596,"('can', 'do')",312.0344896787721
2597,"('head', 'and')",311.9856051778882
2598,"('throng', 'of')",311.98114153232433
2599,"('her', 'cheek')",311.9445207808023
2600,"('just', 'behind')",311.73890873940127
2601,"('that', 'remind')",311.60885170394727
2602,"('understand', 'how')",311.48037341720425
2603,"('I', 'see')",311.24603059936356
2604,"('inquire', 'the')",311.24015242090746
2605,"('reason', 'for')",311.2057586643456
2606,"('the', 'baron')",311.16803255853944
2607,"('this', 'case')",310.6807672252217
2608,"('step', 'out')",310.51519421226436
2609,"(""'s"", 'wife')",310.44530781501476
