,en,ru,fr
2159,translate,осуществлять перевод,traduction
2160,translate,оттранслировать,no_equality
2161,translate,заниматься переводом,traduire
2162,translate,заниматься переводом,traduction
2163,translate,заниматься переводом,faire
2164,Logwood,кампешевое дерево,no_equality
2165,sumptuously,роскошно,no_equality
2166,sumptuously,великолепно,no_equality
2167,Medicare,Бесплатная медицинская помощь,no_equality
2168,Medicare,Медикэр,medicare
2169,press on,спешить,no_equality
2170,press on,нажимать,no_equality
2171,natatorium,бассейн,piscine
2172,chimeric,химерный,no_equality
2173,preparation,подготовка,préparation
2174,preparation,подготовка,élaboration
2175,preparation,подготовка,établissement
2176,preparation,подготовка,préparatif
2177,preparation,подготовка,rédaction
2178,preparation,подготовка,mise au point
2179,preparation,препарат,préparation
2180,preparation,готовность,préparation
2181,preparation,заготовка,no_equality
2182,preparation,изготовление,fabrication
2183,preparation,изготовление,confection
2184,preparation,препарирование,no_equality
2185,preparation,подготовительный,no_equality
2186,preparation,обогатительный,no_equality
2187,or,или,no_equality
2188,or,иначе,no_equality
2189,season,сезон,saison
2190,season,сезон,période
2191,season,сезонность,no_equality
2192,season,приправлять,assaisonner
2193,season,сезонный,no_equality
2194,dragoon,драгун,dragon
2195,dragoon,драгунский,no_equality
2196,Tehran,Тегеран,téhéran
2197,Tehran,Тегеран,tehran
2198,Tehran,тегеранский,no_equality
2199,pensively,задумчиво,no_equality
2200,helot,илот,no_equality
2201,inkblot,клякса,tache d'encre
2202,terrier,терьер,terrier
2203,legitimize,узаконивать,légitimer
2204,legitimize,узаконивать,légaliser
2205,legitimize,легитимизировать,légitimer
2206,legitimize,оправдывать,légitimer
2207,legitimize,оправдывать,justifier
2208,memorial,мемориал,mémorial
2209,memorial,мемориал,monument
2210,memorial,меморандум,mémoire
2211,memorial,поминовение,commémoration
2212,memorial,воспоминание,mémoire
2213,memorial,воспоминание,souvenir
2214,memorial,памятная дата,no_equality
2215,memorial,памятка,no_equality
2216,memorial,мемориальный,commémoratif
2217,Coco,кокос,noix de coco
2218,Coco,Коко,coco
2219,Coco,кокосовый,no_equality
2220,panhandle,попрошайничать,mendier
2221,panhandle,ручка кастрюли,no_equality
2222,beset,окружать,no_equality
2223,beset,осаждать,no_equality
2224,beset,подстерегать,no_equality
2225,Lycurgus,Ликург,no_equality
2226,flat nose,плоский нос,no_equality
2227,replete,насыщенный,riche
2228,replete,переполненный,no_equality
2229,replete,сытый,no_equality
2230,swatter,мухобойка,no_equality
2231,voucher,поручитель,no_equality
2232,voucher,оправдательный документ,no_equality
2233,voucher,расписка,reçu
2234,voucher,расписка,récépissé
2235,voucher,ваучер,no_equality
2236,voucher,ордер,no_equality
2237,voucher,платежный документ,no_equality
2238,voucher,ваучерный,no_equality
2239,voucher,оправдательный,no_equality
2240,metaphorical,метафорический,métaphorique
2241,metaphorical,метафорически,no_equality
2242,shake,трясти,secouer
2243,shake,трясти,serrer
2244,shake,трясти,agiter
2245,shake,трясти,trembler
2246,shake,трясти,bouger
2247,shake,трясти,remuer
2248,shake,трясти,hocher
2249,shake,поколебать,ébranler
2250,shake,качать,no_equality
2251,shake,встряхивать,secouer
2252,shake,пожать,serrer
2253,shake,встряхнуть,secouer
2254,shake,встряхнуть,remuer
2255,shake,стряхнуть,secouer
2256,shake,стряхнуть,semer
2257,shake,трястись,trembler
2258,shake,вытряхнуть,no_equality
2259,shake,затрястись,no_equality
2260,shake,всколыхнуть,no_equality
2261,shake,перетряхнуть,no_equality
2262,shake,растолкать,no_equality
2263,shake,дрожание,tremblement
2264,neckline,вырез,décolleté
2265,neckline,линия шеи,no_equality
2266,phonics,акустика,no_equality
2267,phonics,правила фонетики,no_equality
2268,phonics,фонетический,no_equality
2269,Cornell,Корнелла,no_equality
2270,synthetic,синтетический,synthétique
2271,synthetic,синтетический,synthèse
2272,synthetic,синтетика,synthétique
2273,synthetic,синтезированный,no_equality
2274,homeboy,кореш,ami
2275,Jang,газета Jang,no_equality
2276,pounder,пестик,no_equality
2277,flattop,авианосец,porte-avion
2278,indrawn,втянутый,no_equality
2279,hatred,ненависть,haine
2280,hatred,ненависть,haineux
2281,hatred,ненависть,haïr
2282,hatred,ненависть,colère
2283,hatred,чувство ненависти,haine
2284,hatred,чувство ненависти,haïr
2285,hatred,чувство ненависти,haineux
2286,boss,бобышка,no_equality
2287,boss,шеф,patron
2288,boss,шеф,chef
2289,boss,шеф,directeur
2290,boss,прилив,no_equality
2291,boss,хозяин,patron
2292,boss,хозяин,chef
2293,boss,начальство,patron
2294,boss,начальство,supérieur
2295,boss,работодатель,patron
2296,boss,патрон,patron
2297,boss,бонза,no_equality
2298,boss,ступица,moyeu
2299,boss,хозяйничать,no_equality
2300,boss,командовать,diriger
2301,boss,орудовать,no_equality
2302,boss,заправила,no_equality
2303,intimate,интимный,intime
2304,intimate,сокровенный,no_equality
2305,intimate,близкий,intime
2306,intimate,внутренний,no_equality
2307,intimate,личный,intime
2308,intimate,личный,privé
2309,intimate,сердечный,no_equality
2310,intimate,задушевный,no_equality
2311,intimate,камерный,no_equality
2312,intimate,закадычный,no_equality
2313,intimate,намекать,no_equality
2314,intimate,близкий друг,no_equality
2315,intimate,интимность,intimité
2316,jailer,тюремщик,geôlier
2317,jailer,тюремный надзиратель,no_equality
2318,lyceum,лицей,lycée
2319,lyceum,лицей,lyceum
2320,lyceum,лекторий,no_equality
2321,lyceum,лицеисты,no_equality
2322,lyceum,лицейский,no_equality
2323,prospectus,проспект,prospectus
2324,prospectus,проспект,brochure
2325,damp,сырость,humidité
2326,damp,Демпфирование,no_equality
2327,damp,сырой,humide
2328,damp,промозглый,no_equality
2329,damp,затухающий,no_equality
2330,damp,заглушать,no_equality
2331,damp,демпфировать,no_equality
2332,damp,затухать,no_equality
2333,damp,гасить,no_equality
2334,damp,смочить,no_equality
2335,damp,подмочить,no_equality
2336,damp,увлажненный,no_equality
2337,uninhabitable,необитаемый,no_equality
2338,uninhabitable,непригодный,no_equality
2339,time and,срок и,temps et
2340,time and,раз и,fois et
2341,time and,время или,no_equality
2342,time and,час и,no_equality
2343,time and,временный и,no_equality
2344,Zimbabwean,зимбабвийский,zimbabwéen
2345,Zimbabwean,зимбабвиец,zimbabwéen
2346,pronounce,объявлять,prononcer
2347,pronounce,объявлять,déclarer
2348,pronounce,объявлять,proclamer
2349,pronounce,произносить,prononcer
2350,pronounce,произносить,dire
2351,pronounce,выносить,prononcer
2352,pronounce,выносить,rendre
2353,pronounce,выносить,statuer
2354,pronounce,высказаться,se prononcer
2355,pronounce,высказываться,se prononcer
2356,caster,литейщик,fondeur
2357,caster,заклинатель,no_equality
2358,caster,МНЛЗ,no_equality
2359,caster,ролик,no_equality
2360,caster,колесико,roulette
2361,curious,любопытный,curieux
2362,curious,любознательный,curieux
2363,curious,занятный,no_equality
2364,curious,любопытнейший,no_equality
2365,curious,искусный,no_equality
2366,curious,любопытствующий,no_equality
2367,curious,интересующийся,no_equality
2368,blackthorn,терновник,prunellier
2369,blackthorn,терновый,no_equality
2370,resistor,резистор,résistance
2371,resistor,резисторный,no_equality
2372,feature,особенность,caractéristique
2373,feature,особенность,fonctionnalité
2374,feature,особенность,particularité
2375,feature,особенность,aspect
2376,feature,признак,no_equality
2377,feature,возможность,option
2378,feature,функция,fonction
2379,feature,функция,fonctionnalité
2380,feature,элемент,élément
2381,feature,элемент,aspect
2382,feature,функциональная возможность,no_equality
2383,feature,качество,qualité
2384,feature,отличительная черта,caractéristique
2385,feature,черта лица,no_equality
2386,feature,отличать,no_equality
2387,feature,фигурировать,figurer
2388,feature,включать,no_equality
2389,feature,обладать,présenter
2390,feature,обладать,posséder
2391,feature,представить,présenter
2392,feature,функциональный,no_equality
2393,feature,характерный,no_equality
2394,feature,features,no_equality
2395,belfry,колокольня,clocher
2396,Littleton,Литтлтон,littleton
2397,ezine,электронный журнал,no_equality
2398,Peregrin,Перегрин,no_equality
2399,Peregrin,сапсан,no_equality
2400,appal,устрашить,no_equality
2401,novelty,новшество,nouveauté
2402,novelty,новшество,innovation
2403,novelty,новизна,nouveauté
2404,novelty,новость,nouveauté
2405,novelty,новость,nouveau
2406,novelty,Новелла,no_equality
2407,HSM,имп,no_equality
2408,HSM,АМБ,no_equality
2409,roulette,рулетка,roulette
2410,Justine,Жюстина,justine
2411,Justine,Джастин,justine
2412,corporatization,акционирование,no_equality
2413,adobe,саман,no_equality
2414,adobe,компания Adobe,no_equality
2415,adobe,сырец,no_equality
2416,adobe,кирпич-сырец,no_equality
2417,adobe,глинобитный,no_equality
2418,adobe,Наносно-глинистый,no_equality
2419,hand cleaning,ручная очистка,no_equality
2420,nonuniform,неоднородный,no_equality
2421,nonuniform,неравномерно,irrégulier
2422,nonuniform,неоднородно,no_equality
2423,winger,крайний нападающий,no_equality
2424,Dickinson,Дикинсон,dickinson
2425,CD,компакт,cd
2426,CD,лазерный диск,cd
2427,CD,кд,cd
2428,CD,пластинка,no_equality
2429,CD,кадмий,cadmium
2430,CD,компакт-диск,cd
2431,CD,кандела,no_equality
2432,Raymond,Раймонд,raymond
2433,limo,лимузин,limousine
2434,limo,лимузин,limo
2435,forbear,воздерживаться,s'abstenir
2436,forbear,воздерживаться,éviter
2437,forbear,воздерживаться,s'abstienne
2438,forbear,воздерживаться,s'abstiendra
2439,forbear,терпеть,no_equality
2440,forbear,предшественник,no_equality
2441,Pantone,пантон,no_equality
2442,Pantone,компания Pantone,no_equality
2443,cathode-ray,электроннолучевой,no_equality
2444,cathode-ray,катодно-лучевой,no_equality
2445,Nikola,Никола,nikola
2446,autistic,страдающий аутизмом,autiste
2447,autistic,аутичный,no_equality
2448,aromatherapy,ароматерапия,aromathérapie
2449,convolvulus,вьюнок,no_equality
2450,tin foil,фольга,papier d'aluminium
2451,dopamine,допамин,dopamine
2452,bellboy,коридорный,groom
2453,bellboy,коридорный,garçon d'étage
2454,bellboy,коридорный,porteur
2455,bellboy,посыльный,groom
2456,novelization,новеллизация,no_equality
2457,destructiveness,разрушительность,no_equality
2458,destructiveness,разрушительное действие,no_equality
2459,destructiveness,разрушительная сила,no_equality
2460,destructiveness,разрушительный,no_equality
2461,apelike,обезьяноподобный,no_equality
2462,apelike,человекообразные обезьяны,no_equality
2463,pyroclastic,пирокластический,no_equality
2464,privacy,конфиденциальность,vie privée
2465,privacy,конфиденциальность,confidentialité
2466,privacy,конфиденциальность,intimité
2467,privacy,конфиденциальность,discrétion
2468,privacy,уединение,vie privée
2469,privacy,уединение,intimité
2470,privacy,тайна,confidentialité
2471,privacy,тайна,secret
2472,privacy,частная жизнь,vie privée
2473,privacy,личная информация,no_equality
2474,privacy,защита конфиденциальности,no_equality
2475,privacy,защита информации,no_equality
2476,privacy,сохранение тайны,no_equality
2477,privacy,приватный,no_equality
2478,sustainably,устойчиво,no_equality
2479,saffron,шафран,safran
2480,saffron,шафрановый,no_equality
2481,repletion,пресыщение,no_equality
2482,repletion,переполнение,no_equality
2483,repletion,удовлетворение,no_equality
2484,Tasman sea,тасманово море,no_equality
2485,Mishima,Мисима,mishima
2486,rationality,рациональность,rationalité
2487,rationality,разумность,no_equality
2488,rationality,рационализм,no_equality
2489,rationality,здравый рассудок,raison
2490,rationality,рациональный,no_equality
2491,exit,выход,sortie
2492,exit,выход,issue
2493,exit,выход,retrait
2494,exit,выезд,sortie
2495,exit,выезд,départ
2496,exit,уход,sortie
2497,exit,уход,retrait
2498,exit,уход,départ
2499,exit,уход,désengagement
2500,exit,съезд,sortie
2501,exit,выйти,sortir
2502,exit,выйти,quitter
2503,exit,свернуть,no_equality
2504,exit,выездной,no_equality
2505,exit,выходной,sortie
2506,photogenic,фотогеничный,photogénique
2507,glum,мрачный,morose
2508,glum,мрачный,sombre
2509,glum,мрачный,lugubre
2510,blended learning,смешанное обучение,no_equality
2511,racer,гонщик,racer
2512,racer,гонщик,coureur
2513,racer,скакун,no_equality
2514,racer,рейсер,no_equality
2515,racer,гонщица,no_equality
2516,straightway,немедленно,aussitôt
2517,straightway,немедленно,tout de suite
2518,axon,аксон,no_equality
2519,Nineveh,Ниневия,no_equality
2520,freezing cold,леденящий холод,no_equality
2521,go up,подняться,monter
2522,go up,подняться,aller
2523,go up,подняться,remonter
2524,go up,подняться,grimper
2525,go up,подняться,atteindre
2526,go up,подняться,gravir
2527,go up,идти вверх,monter
2528,go up,расти,monter
2529,go up,расти,augmenter
2530,go up,расти,grimper
2531,go up,расти,hausse
2532,go up,идти,aller
2533,go up,идти,partir
2534,go up,идти,passer
2535,go up,подняться вверх,monter
2536,go up,подняться вверх,aller
2537,go up,подняться вверх,grimper
2538,tap dance,чечетка,claquette
2539,vassalage,вассальная зависимость,no_equality
2540,vassalage,зависимость,sujétion
2541,peremptorily,безапелляционно,no_equality
2542,peremptorily,властно,no_equality
2543,Pele,Пеле,no_equality
2544,rut,колея,no_equality
2545,rut,гон,no_equality
2546,rut,рутина,routine
2547,rut,рутина,train-train
2548,rut,рытвина,no_equality
2549,Manco,Манко,no_equality
2550,atone,искупать,expier
2551,atone,компенсировать,réparer
2552,philosophical,философский,philosophique
2553,philosophical,философский,philosophie
2554,philosophical,философичный,no_equality
2555,Waterloo,Ватерлоо,waterloo
2556,penalize,наказывать,pénaliser
2557,penalize,наказывать,sanctionner
2558,penalize,наказывать,punir
2559,penalize,наказывать,réprimer
2560,teeny,крошечный,minuscule
2561,teeny,крошечный,petit
2562,teeny,подросток,adolescent
2563,haute couture,высокая мода,no_equality
2564,haute couture,от кутюр,no_equality
2565,marquetry,маркетри,no_equality
2566,intonation,интонация,no_equality
2567,intonation,интонационный,no_equality
2568,AOP,АОП,no_equality
2569,gleeful,радостный,joyeux
2570,gleeful,ликующий,no_equality
2571,sugar beet,сахарная свекла,betterave sucrière
2572,galosh,калоша,no_equality
2573,albatross,альбатрос,albatros
2574,recorder,рекордер,no_equality
2575,recorder,записывающее устройство,no_equality
2576,recorder,протоколист,no_equality
2577,recorder,проигрыватель,no_equality
2578,recorder,блокфлейта,no_equality
2579,recorder,архивариус,archiviste
2580,recorder,записывающий аппарат,no_equality
2581,recorder,регистрирующий прибор,no_equality
2582,recorder,самопишущий прибор,no_equality
2583,recorder,устройство для записи,no_equality
2584,recorder,записывающий,no_equality
2585,recorder,магнитофонный,no_equality
2586,wood grouse,глухарь,no_equality
2587,Hedysarum,копеечник,no_equality
2588,Soledad,Соледад,soledad
2589,revoke,аннулировать,révoquer
2590,revoke,аннулировать,annuler
2591,revoke,аннулировать,abroger
2592,revoke,аннулировать,annulation
2593,revoke,аннулировать,résilier
2594,revoke,отзывать,révoquer
2595,revoke,отзывать,retirer
2596,revoke,лишать,no_equality
2597,revoke,отзыв,no_equality
2598,revoke,отмена,no_equality
2599,gentle,нежный,doux
2600,gentle,нежный,gentil
2601,gentle,нежный,délicat
2602,gentle,нежный,tendre
2603,gentle,легкий,léger
2604,gentle,кроткий,doux
2605,gentle,тихий,tranquille
2606,gentle,благородный,noble
2607,gentle,пологий,no_equality
2608,gentle,добрый,doux
2609,gentle,добрый,gentil
2610,gentle,бережный,no_equality
2611,gentle,вежливый,no_equality
2612,gentle,аккуратный,no_equality
2613,gentle,плавный,douceur
2614,gentle,незлобивый,no_equality
2615,gentle,мягкость,no_equality
2616,gentle,бережно,no_equality
2617,gentle,укротить,no_equality
2618,calamitous,бедственный,désastreux
2619,wheezy,хриплый,no_equality
2620,beleaguer,осаждать,assiéger
2621,mend,чинить,réparer
2622,mend,исправлять,réparer
2623,mend,поправляться,guérir
2624,mend,латать,no_equality
2625,mend,штопать,repriser
2626,mend,залечивать,guérir
2627,mend,зашивать,recoudre
2628,mend,очинить,no_equality
2629,mend,починка,no_equality
2630,weep,плакать,pleurer
2631,weep,запотевать,no_equality
2632,weep,зарыдать,no_equality
2633,weep,прослезиться,no_equality
2634,really,очень,vraiment
2635,really,очень,très
2636,really,очень,bien
2637,really,очень,beaucoup
2638,really,очень,trop
2639,really,очень,tellement
2640,really,очень,vachement
2641,really,на самом деле,no_equality
2642,really,поистине,vraiment
2643,really,поистине,réellement
2644,really,поистине,véritablement
2645,really,поистине,effectivement
2646,really,правда,vraiment
2647,really,правда,sincèrement
2648,really,совсем,vraiment
2649,really,совсем,très
2650,really,совсем,trop
2651,really,точно,vraiment
2652,really,точно,bien
2653,really,неужели,vraiment
2654,really,просто,vraiment
2655,really,уж,vraiment
2656,really,уж,bien
2657,really,уж,beaucoup
2658,really,уж,trop
2659,really,настоящий,no_equality
2660,foreign,иностранный,étranger
2661,foreign,чужой,étranger
2662,foreign,инородный,no_equality
2663,foreign,внешнеполитический,no_equality
2664,foreign,импортный,étranger
2665,foreign,иноязычный,no_equality
2666,foreign,чужестранный,no_equality
2667,squish,хлюпать,no_equality
2668,squish,хлюпающий звук,no_equality
2669,God king,бого-король,no_equality
2670,stearin,стеариновый,no_equality
2671,slap,шлепок,fessée
2672,slap,удар,no_equality
2673,slap,похлопывание,no_equality
2674,slap,хлопок,no_equality
2675,slap,хлопать,taper
2676,slap,хлопать,claquer
2677,slap,ударить,gifler
2678,slap,ударить,taper
2679,slap,ударить,frapper
2680,slap,похлопать,no_equality
2681,slap,хлестать,no_equality
2682,slap,заляпать,no_equality
2683,workflow,рабочий,no_equality
2684,workflow,рабочий процесс,processus
2685,workflow,документооборот,no_equality
2686,workflow,рабочий поток,flux de travaux
2687,workflow,поток работ,no_equality
2688,workflow,последовательность операций,no_equality
2689,workflow,автоматизация документооборота,ordonnancement des tâches
2690,workflow,автоматизация документооборота,automatisation
2691,workflow,последовательность выполняемых действий,no_equality
2692,somatosensory,соматосенсорный,no_equality
2693,cadre,кадры,cadre
2694,cadre,кадры,effectif
2695,cadre,кадровый,no_equality
2696,Brunswick,Брансуик,brunswick
2697,Biscay,Бискайский залив,no_equality
2698,Biscay,Бискайский,no_equality
2699,Arlington,Арлингтон,arlington
2700,uncritical,некритичный,no_equality
2701,uncritical,без критики,no_equality
2702,uncritical,некритически,no_equality
2703,stickiness,липкость,no_equality
2704,stickiness,неподвижность,no_equality
2705,stickiness,жесткость,rigidité
2706,Cartesian,декартов,no_equality
2707,Cartesian,картезианец,no_equality
2708,eyeball,глазное яблоко,globe oculaire
2709,physicist,физик,physicien
2710,five,пять,no_equality
2711,five,пятерка,cinq
2712,five,пятерка,five
2713,five,впятером,no_equality
2714,go in,заниматься,no_equality
2715,go in,входить,entrer
2716,go in,входить,rentrer
2717,go in,пойти внутри,prendre
2718,go in,пойти внутри,venir
2719,go in,войти внутрь,entrer
2720,go in,войти туда,y aller
2721,go in,уместиться,no_equality
2722,data link,канал передачи данных,no_equality
2723,data link,линия передачи данных,no_equality
2724,brunette,брюнетка,brune
2725,brunette,брюнетка,brunet
2726,Keaty,Кити,no_equality
2727,trajectory,траектория,trajectoire
2728,trajectory,траекторный,no_equality
2729,immeasurable,неизмеримый,no_equality
2730,immeasurable,неоценимый,inestimable
2731,immeasurable,огромный,immense
2732,exoplanet,экзопланета,no_equality
2733,sterilize,стерилизовать,stériliser
2734,sterilize,стерилизовать,stérilisation
2735,intimidation,запугивание,intimidation
2736,intimidation,страх,terreur
2737,intimidation,запуганность,no_equality
2738,intimidation,угроза,menace
2739,intimidation,акты устрашения,no_equality
2740,loggerhead,логгерхед,no_equality
2741,loggerhead,болван,no_equality
2742,transgender,трансгендерный,no_equality
2743,transgender,транссексуал,no_equality
2744,transgender,трансгендер,no_equality
2745,transgender,трансвеститы,no_equality
2746,alembic,перегонный куб,no_equality
2747,penknife,перочинный нож,no_equality
2748,incumbent,должность,titulaire
2749,incumbent,должность,poste
2750,incumbent,должностное лицо,no_equality
2751,incumbent,занимающая должность,poste
2752,incumbent,действующий,actuel
2753,incumbent,возложенный,no_equality
2754,incumbent,занимающий должность,no_equality
2755,incumbent,лежащий,no_equality
2756,Barlow,Барлоу,barlow
2757,differentiation,дифференциация,différenciation
2758,differentiation,дифференциация,différentiation
2759,differentiation,дифференциация,distinction
2760,differentiation,дифференциация,différence
2761,differentiation,различение,distinction
2762,differentiation,расслоение,no_equality
2763,differentiation,дифференцированность,no_equality
2764,differentiation,расчленение,no_equality
2765,differentiation,дифференция,no_equality
2766,differentiation,дифференцированный,no_equality
2767,differentiation,дифференцировочный,no_equality
2768,servant,слуга,serviteur
2769,servant,слуга,servante
2770,servant,слуга,domestique
2771,servant,слуга,servant
2772,servant,слуга,esclave
2773,servant,слуга,valet
2774,servant,слуга,larbin
2775,servant,служанка,serviteur
2776,servant,служанка,servante
2777,servant,служанка,domestique
2778,servant,служанка,bonne
2779,servant,чиновник,no_equality
2780,servant,холопка,no_equality
2781,servant,служащий,agent
2782,servant,служащий,préposé
2783,servant,служащий,employé
2784,width,ширина,largeur
2785,width,ширина,large
2786,width,широта,largeur
2787,width,полотнище,no_equality
2788,width,разрядность,no_equality
2789,width,в ширину,no_equality
2790,width,широтный,no_equality
2791,totem,тотем,totem
2792,totem,тотемный,no_equality
2793,amass,накапливать,amasser
2794,amass,накапливать,accumuler
2795,amass,собирать,no_equality
2796,amass,награбить,no_equality
2797,amass,сколотить,no_equality
2798,say,сказать,dire
2799,say,сказать,affirmer
2800,say,сказать,parler
2801,say,сказать,ajouter
2802,say,сказать,répondre
2803,say,сказать,avouer
2804,say,сообщать,dire
2805,say,сообщать,déclarer
2806,say,сообщать,indiquer
2807,say,сообщать,révéler
2808,say,считать,dire
2809,say,указать,indiquer
2810,say,указать,préciser
2811,say,поговаривать,parler
2812,say,слово,dit
2813,say,слово,parlé
2814,say,слово,mot
2815,say,мнение,no_equality
2816,say,дескать,no_equality
2817,singlehandedly,собственноручно,no_equality
2818,untried,непроверенный,no_equality
2819,untried,неиспробованный,no_equality
2820,untried,неиспытанный,no_equality
2821,scale,масштаб,échelle
2822,scale,масштаб,ampleur
2823,scale,масштаб,envergure
2824,scale,масштаб,importance
2825,scale,масштаб,portée
2826,scale,масштаб,dimension
2827,scale,масштаб,étendue
2828,scale,шкала,échelle
2829,scale,чешуйка,no_equality
2830,scale,окалина,no_equality
2831,scale,вес,importance
2832,scale,уровень,ampleur
2833,scale,уровень,niveau
2834,scale,уровень,échelon
2835,scale,масштабирование,no_equality
2836,scale,чаша весов,balance
2837,scale,сетка,no_equality
2838,scale,звукоряд,no_equality
2839,scale,масштабный,no_equality
2840,scale,масштабировать,no_equality
2841,scale,масштабно,no_equality
2842,snowdrop,подснежник,no_equality
2843,manuscript,рукопись,manuscrit
2844,manuscript,рукописный,no_equality
2845,Alexandrovna,Александровна,alexandrovna
2846,falsetto,фальцет,fausset
2847,falsetto,фальцетный,no_equality
2848,trowel,мастерок,truelle
2849,photographically,фотографически,no_equality
2850,sickeningly,отвратительно,écœurant
2851,sickeningly,до боли,no_equality
2852,AMI,друг,ami
2853,AMI,ОИМ,no_equality
2854,Koehler,Келер,no_equality
2855,ethicist,специалист по этике,no_equality
2856,snarl,рычать,grogner
2857,snarl,спутывать,no_equality
2858,snarl,рычание,grognement
2859,snarl,клубок,no_equality
2860,Cade,можжевельник,no_equality
2861,Cade,бочонок,baril
2862,Cade,каде,cade
2863,incongruity,несоответствие,incohérence
2864,incongruity,неуместность,no_equality
2865,incongruity,несообразность,no_equality
2866,untouchable,неприкасаемый,intouchable
2867,untouchable,неуязвимый,no_equality
2868,carouse,кутить,no_equality
2869,foreach,инструкция foreach,no_equality
2870,DLL,файл DLL,no_equality
2871,birthplace,родина,patrie
2872,birthplace,родина,terre natale
2873,birthplace,место рождения,lieu de naissance
2874,birthplace,место рождения,né
2875,birthplace,колыбель,berceau
2876,lawn,газон,pelouse
2877,lawn,газон,gazon
2878,lawn,газон,jardin
2879,lawn,Батист,no_equality
2880,lawn,поляна,no_equality
2881,lawn,газонокосилка,no_equality
2882,lawn,газонный,no_equality
2883,cattail,рогоз,no_equality
2884,accidentally,случайно,accidentellement
2885,accidentally,случайно,par accident
2886,accidentally,случайно,par hasard
2887,accidentally,случайно,par erreur
2888,accidentally,случайно,par mégarde
2889,accidentally,случайно,par inadvertance
2890,accidentally,случайно,accidentelle
2891,accidentally,случайно,fortuitement
2892,accidentally,случайно попавший,accidentellement
2893,accidentally,случайно попавший,par accident
2894,accidentally,случайно попавший,par hasard
2895,accidentally,случайно попавший,par erreur
2896,glumly,мрачно,no_equality
2897,glumly,мрачно глядевший,no_equality
2898,RSVP,протокол RSVP,no_equality
2899,many-coloured,пестрый,no_equality
2900,presentational,презентационный,no_equality
2901,presentational,презентативный,no_equality
2902,fathead,болван,idiot
2903,fathead,болван,imbécile
2904,fathead,болван,fathead
2905,apparel,одежда,vêtement
2906,apparel,одежда,habillement
2907,apparel,одежда,habit
2908,apparel,швейные изделия,no_equality
2909,apparel,предметы одежды,vêtement
2910,apparel,снаряжение,no_equality
2911,apparel,швейный,no_equality
2912,glee,ликование,joie
2913,glee,злорадство,no_equality
2914,Cupid,Амур,no_equality
2915,adopt,принимать,adopter
2916,adopt,принимать,prendre
2917,adopt,принимать,faire
2918,adopt,принимать,appliquer
2919,adopt,усыновлять,adopter
2920,adopt,утверждать,adopter
2921,adopt,утверждать,approuver
2922,adopt,усваивать,no_equality
2923,adopt,применять,adopter
2924,adopt,применять,retenir
2925,adopt,применять,appliquer
2926,adopt,внедрить,adopter
2927,adopt,внедрить,appliquer
2928,adopt,адаптировать,no_equality
2929,adopt,придерживаться,adopter
2930,adopt,придерживаться,appliquer
2931,adopt,заимствовать,reprendre
2932,adopt,принимать на вооружение,adopter
2933,adopt,принимать на вооружение,prendre
2934,adopt,принимать на вооружение,faire
2935,indemnity,возмещение,indemnité
2936,indemnity,возмещение,indemnisation
2937,indemnity,возмещение,réparation
2938,indemnity,возмещение,indemniser
2939,indemnity,возмещение,dommage
2940,indemnity,выплата,indemnité
2941,indemnity,выплата,indemnisation
2942,indemnity,гарантия,garantie
2943,indemnity,гарантия,assurance
2944,indemnity,контрибуция,no_equality
2945,indemnity,гарантия от убытков,indemnisation
2946,indemnity,гарантия от убытков,dommage
2947,indemnity,компенсация убытков,no_equality
2948,plum tree,слива,no_equality
2949,Baty,Батый,no_equality
2950,breach,нарушение,violation
2951,breach,нарушение,infraction
2952,breach,нарушение,manquement
2953,breach,нарушение,brèche
2954,breach,нарушение,atteinte
2955,breach,нарушение,rupture
2956,breach,нарушение,contravention
2957,breach,нарушение,contraire
2958,breach,нарушение,non-respect
2959,breach,разрыв,brèche
2960,breach,разрыв,rupture
2961,breach,разрыв,faille
2962,breach,трещина,faille
2963,breach,пробой,no_equality
2964,breach,нарушать,violer
2965,breach,нарушать,enfreindre
2966,breach,нарушать,contrevenir
2967,breach,пробить,no_equality
2968,breach,нарушивший,no_equality
2969,lesbianism,лесбиянство,no_equality
2970,Sargent,Сарджент,sargent
2971,Medusa,медуза,méduse
2972,Medusa,медуза,medousa
2973,Medusa,медуза,medusa
2974,locus,локус,locus
2975,locus,место,lieu
2976,locus,место,site
2977,locus,место,emplacement
2978,locus,место,endroit
2979,locus,геометрическое место точек,lieu
2980,locus,геометрическое место точек,site
2981,locus,геометрическое место точек,endroit
2982,locus,годограф,no_equality
2983,locus,фокус,no_equality
2984,cub,новичок,no_equality
2985,cub,щенок,no_equality
2986,cub,малыш,petit
2987,cub,молокосос,no_equality
2988,cartilage,хрящ,cartilage
2989,cartilage,хрящевина,no_equality
2990,cartilage,суставной хрящ,cartilage
2991,cartilage,хрящевой,no_equality
2992,undeformed,недеформированный,no_equality
2993,standstill,остановка,arrêt
2994,standstill,остановка,immobilisation
2995,standstill,застой,point mort
2996,standstill,застой,stagnation
2997,standstill,застой,blocage
2998,standstill,простой,no_equality
2999,standstill,бездействие,paralysie
3000,standstill,тупик,point mort
3001,standstill,тупик,impasse
3002,standstill,тупик,blocage
3003,standstill,мораторий,moratoire
3004,standstill,мораторий,suspension
3005,standstill,мораторий,gel
