,word,local_word,pos,examples,local_examples,examples_and_definitions
304,tip,наводка,noun,empty_cell,empty_cell,tip-off | 
305,tip,подсказка,noun,small tip|,небольшая подсказка | ,small tip|prompt | hint | clue | cue | tooltip | helpful hint | MailTip | tooltips | 
306,tip,опрокидывать,verb,to tip the cow|,опрокидывать коров | ,to tip the cow|
307,tip,опрокинуть,verb,empty_cell,empty_cell,overturn | knock | spill | 
308,tip,толкнуть,verb,empty_cell,empty_cell,push | 
309,tip,повергнуть,verb,empty_cell,empty_cell,plunge | 
310,apologize,извиниться,verb,empty_cell,empty_cell,empty_cell
311,apologize,извиняться,verb,empty_cell,empty_cell,beg your pardon | 
312,apologize,приносить извинения,verb,empty_cell,empty_cell,empty_cell
313,apologize,принести извинения,verb,empty_cell,empty_cell,empty_cell
314,apologize,приносить свои извинения,verb,empty_cell,empty_cell,empty_cell
315,apologize,принести свои извинения,verb,empty_cell,empty_cell,empty_cell
316,apologize,попросить прощение,verb,empty_cell,empty_cell,empty_cell
317,come,придти,verb,to come here|to come to the conclusion|to come home|to come tomorrow|,прийти сюда | прийти к заключению | прийти домой | прийти завтра | ,to come here|to come to the conclusion|to come home|to come tomorrow|arrive | come up | come in | 
318,come,приходить,verb,to come again|to come over here|to now come to power|to come quickly|,приходить еще | приходить сюда | в настоящее время приходить к власти | приходить быстро | ,to come again|to come over here|to now come to power|to come quickly|arrive | come in | come up | 
319,come,быть,verb,to come down|to come over|,быть разобраны | быть перенесена | ,to come down|to come over|have | be | include | feature | get | go | offer | become | 
320,come,приехать,verb,to come here again|to come from somewhere|,снова приехать сюда | приехать откуда-то | ,to come here again|to come from somewhere|arrive | travel | come out | 
321,come,прислать,verb,to come in yesterday|,прислать вчера | ,to come in yesterday|send | arrive | agree | submit | 
322,come,приезжать,verb,to come from all over the world|,приезжать со всего мира | ,to come from all over the world|arrive | travel | come here | 
323,come,произойти,verb,empty_cell,empty_cell,happen | occur | took place | 
324,come,происходить,verb,empty_cell,empty_cell,happen | occur | go on | take place | takes place | happen | took place | derive | 
325,come,идти,verb,empty_cell,empty_cell,go | walk | go | move | keep | run | walk | follow | 
326,come out,выйти,verb,empty_cell,empty_cell,go out | go | come out | leave | reach | release | emerge | enter | step | 
327,come out,выходить,verb,empty_cell,empty_cell,go | come out | go out | face | extend | enter | overlook | emerge | withdraw | 
328,come out,выслать,verb,empty_cell,empty_cell,send | expel | come out | go out | emerge | qualify | get out | advance | step | 
329,come out,выступить,verb,empty_cell,empty_cell,speak | perform | act | issue | deliver | address | come out | speak out | come up | 
330,come out,получиться,verb,empty_cell,empty_cell,succeed | come out | turn out | work out | could | result | get there | 
331,come out,получаться,verb,empty_cell,empty_cell,turn out | come out | work out | 
332,come out,приехать,verb,empty_cell,empty_cell,come | arrive | travel | come | come out | 
333,come out,появляться,verb,empty_cell,empty_cell,appear | emerge | show up | appear | arise | 
334,come out,высказаться,verb,empty_cell,empty_cell,speak out | come out | comment | speak up | 
335,come together,объедениться,verb,empty_cell,empty_cell,unite | come together | team up | merge | join | join together | get together | reunite | combine | 
336,come together,собраться,verb,empty_cell,empty_cell,gather | assemble | come together | convene | get together | rally | brought together | gather together | mass | 
337,come together,объеденяться,verb,empty_cell,empty_cell,unite | join | combine | join together | come together | merge | aggregate | get together | come together | 
338,come together,собираться,verb,empty_cell,empty_cell,gather | go | collect | assemble | come together | plan | congregate | get together | intend | 
339,come together,объединить свои усилия,verb,empty_cell,empty_cell,empty_cell
340,come together,встречаться,verb,empty_cell,empty_cell,meet | occur | meet | confer | encounter | date | come together | date | 
341,come together,соединяться,verb,empty_cell,empty_cell,connect | incorporate | come together | combine | connect | 
342,come together,сложиться,verb,empty_cell,empty_cell,develop | establish | come together | fold | spell | form | 
343,come together,слиться воедино,verb,empty_cell,empty_cell,empty_cell
344,come across,попадаться,verb,empty_cell,empty_cell,empty_cell
345,come across,сталкиваться,verb,empty_cell,empty_cell,face | encounter | confront | collide | deal | clash | suffer | face | hit | 
346,come across,встречать,verb,empty_cell,empty_cell,meet | greet | encounter | welcome | meet | meet before | 
347,come across,наткнуться,verb,empty_cell,empty_cell,bump | stumble | encounter | 
348,come across,попасться,verb,empty_cell,empty_cell,empty_cell
349,come across,пересекать,verb,empty_cell,empty_cell,cross | cross | intersect | 
350,come across,натолкнуться,verb,empty_cell,empty_cell,empty_cell
351,come back,вернуться,verb,to come back quickly|to come back here|,Быстро вернуться назад | вернуться сюда | ,to come back quickly|to come back here|return | go back | go | get back | come back | return | revert | 
352,come back,возвращаться,verb,to come back home late|,возвращаться домой поздно | ,to come back home late|return | return | go back | come back | get back | move back | revert | 
353,come back,прилетать,verb,empty_cell,empty_cell,fly | arrive | show up | 
354,come into,войти,verb,to come into the room|,в комнату войти | ,to come into the room|enter | include | come in | login | walk | go in | comprise | walk in | logon | 
355,come into,вступить,verb,to come into force|,вступить в силу | ,to come into force|enter | join | engage | step | take effect | join | exchange | take over | 
356,come into,вступать,verb,to come into play|,в игру вступать | ,to come into play|enter | engage | join | come in | embark | enroll | adhere | kick in | 
357,come up,подойти,verb,empty_cell,empty_cell,come | go up | fit | walk | approach | go over | walk up | suit | 
358,come up,придти,verb,to come up that decision|,придти к тому решению | ,to come up that decision|come | arrive | come | come in | 
359,come up,подходить,verb,empty_cell,empty_cell,suit | fit | approach | walk up | place | go up | match | befit | 
360,come up,подниматься,verb,empty_cell,empty_cell,rise | go up | climb | get up | lift | rise up | climb up | 
361,come up,приходить,verb,empty_cell,empty_cell,come | come | arrive | come in | 
362,come up,возникать,verb,empty_cell,empty_cell,arise | occur | appear | emerge | raise | arise | 
363,come up,выступить,verb,empty_cell,empty_cell,speak | perform | act | issue | deliver | address | come out | speak out | 
364,come up,возникнуть,verb,empty_cell,empty_cell,arise | emerge | occur | appear | originate | experience | encounter | result | 
365,come up,подняться,verb,empty_cell,empty_cell,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
366,come down,опускаться,verb,empty_cell,empty_cell,fall | drop | lower | sink | descend | go down | come down | get down | come down | 
367,curriculum,учебная программа,noun,educational curriculum|,учебная программа | ,educational curriculum|
368,curriculum,учебный план,noun,empty_cell,empty_cell,empty_cell
369,curriculum,программа обучения,noun,empty_cell,empty_cell,empty_cell
370,curriculum,школьная программа,noun,school curriculum|,школьная программа | ,school curriculum|
371,curriculum,курс обучения,noun,empty_cell,empty_cell,empty_cell
372,curriculum,учебный курс,noun,empty_cell,empty_cell,empty_cell
373,expertise,опыт,noun,technical expertise|international expertise|considerable expertise|professional expertise|,технический опыт | международный опыт | значительный опыт | профессиональный опыт | ,technical expertise|international expertise|considerable expertise|professional expertise|experience | practice | 
374,expertise,знание,noun,scientific expertise|,научное знание | ,scientific expertise|knowledge | skill | 
375,expertise,экспертиза,noun,sanitary-hygienical expertise|local expertise|,санитарно-гигиенической экспертизы | местную экспертизу | ,sanitary-hygienical expertise|local expertise|examination | assessment | review | inspection | evaluation | appraisal | expert review | expert study | 
376,expertise,компетентность,noun,empty_cell,empty_cell,competence | proficiency | 
377,expertise,компетенция,noun,empty_cell,empty_cell,competence | jurisdiction | 
378,expertise,экспертная оценка,noun,empty_cell,empty_cell,empty_cell
379,expertise,ноу-хау,noun,empty_cell,empty_cell,know-how | 
380,expertise,квалификация,noun,empty_cell,empty_cell,qualification | skill | training | proficiency | professional skill | professional development | 
381,expertise,специализация,noun,empty_cell,empty_cell,specialization | specialty | Ms. | major | 
382,freeze,замораживание,noun,credit freeze|price freeze|settlement freeze|armament freeze|,замораживание кредитов | замораживание цен | замораживание поселений | замораживание вооружений | ,credit freeze|price freeze|settlement freeze|armament freeze|refrigeration | freezing | 
383,freeze,мораторий,noun,empty_cell,empty_cell,moratorium | 
384,freeze,мороз,noun,winter freeze|,зимние морозы | ,winter freeze|frost | cold | 
385,freeze,заморозок,noun,empty_cell,empty_cell,frost | deep-freeze | frozen area | 
386,freeze,замирание,noun,empty_cell,empty_cell,empty_cell
387,freeze,заморозить,verb,to freeze history|,заморозить историю | ,to freeze history|halt | 
388,freeze,замораживать,verb,empty_cell,empty_cell,empty_cell
389,freeze,замерзать,verb,empty_cell,empty_cell,empty_cell
390,freeze,замерзнуть,verb,empty_cell,empty_cell,freeze over | 
391,freeze,застыть,verb,empty_cell,empty_cell,empty_cell
392,freeze,замереть,verb,empty_cell,empty_cell,empty_cell
393,freeze,приостановить,verb,empty_cell,empty_cell,suspend | halt | pause | stall | shut down | 
394,freeze,зависать,verb,empty_cell,empty_cell,hang | hover | 
395,freeze,мерзнуть,verb,empty_cell,empty_cell,empty_cell
396,issue,вопрос,noun,key issue|security issue|economic issue|political issue|,ключевой вопрос | вопрос безопасности | экономический вопрос | политический вопрос | ,key issue|security issue|economic issue|political issue|question | matter | problem | affair | 
397,issue,проблема,noun,global issue|environmental issue|social issue|serious issue|,глобальная проблема | экологическая проблема | социальная проблема | серьезная проблема | ,global issue|environmental issue|social issue|serious issue|problem | challenge | concern | trouble | 
398,issue,выпуск,noun,bond issue|special issue|next issue|first issue|,выпуск облигаций | специальный выпуск | следующий выпуск | первый выпуск | ,bond issue|special issue|next issue|first issue|release | production | edition | issuance | output | graduation | release note | 
399,issue,тема,noun,priority issue|global hot-button issue|,приоритетные темы | глобальной темой | ,priority issue|global hot-button issue|theme | topic | subject | 
400,issue,задача,noun,short term issues|foreign - policy issue|current issue|emerging issue|,сиюминутные задачи | внешнеполитическая задача | актуальные задачи | новая задача | ,short term issues|foreign - policy issue|current issue|emerging issue|task | challenge | problem | goal | mission | objective | job | purpose | 
401,issue,издавать,verb,to issue a fatwa|,издавать фетву | ,to issue a fatwa|publish | release | publish | 
402,issue,выдать,verb,to issue a warning|,выдать предупреждение | ,to issue a warning|extradite | hand over | grant | betray | give out | print | 
403,issue,выпустить,verb,empty_cell,empty_cell,release | fire | produce | launch | publish | let out | release | 
404,issue,опубликовать,verb,to issue a report|to issue a hit list|,опубликовать доклад | опубликовать черный список | ,to issue a report|to issue a hit list|publish | release | post | 
405,issue,выдавать,verb,empty_cell,empty_cell,give out | betray | lend out | grant | extradite | hand over | disguise | 
406,issue,вынести,verb,empty_cell,empty_cell,deliver | bear | convict | rule | hand down | endure | pronounce | render | 
407,issue,выпускать,verb,empty_cell,empty_cell,produce | release | manufacture | let out | release | graduate | manufacture | roll out | 
408,issue,распространить,verb,empty_cell,empty_cell,distribute | spread | extend | release | circulate | disseminate | distribute | propagate | 
409,issue,выступить,verb,empty_cell,empty_cell,speak | perform | act | deliver | address | come out | speak out | come up | 
410,parent,родительский,adj,empty_cell,empty_cell,parental | 
411,parent,родитель,noun,genetic parents|Poor parent|American parents|young parent|,генетические родители | бедные родители | американские родители | молодые родители | ,genetic parents|Poor parent|American parents|young parent|
412,member,член,noun,family member|eu member|IMU member|member of parliament|,член семьи | член ЕС | член иду | член парламента | ,family member|eu member|IMU member|member of parliament|membership | 
413,member,участник,noun,party member|system member|program member|active member|,участник отряда | участник системы | участник программы | активный участник | ,party member|system member|program member|active member|participant | attendee | user | exhibitor | player | actor | 
414,band,группа,noun,relatively small band|gothic band|classic band|music band|,небольшая группа | готической группы | классические группы | музыкальная группа | ,relatively small band|gothic band|classic band|music band|group | team | 
415,band,полоса,noun,blues band|,синяя полоса | ,blues band|strip | stripe | lane | streak | swath | belt | bandwidth | 
416,band,диапазон,noun,broad band|frequency band|noise band|,широкий диапазон | частотный диапазон | диапазона шума | ,broad band|frequency band|noise band|range | spectrum | scope | 
417,band,коллектив,noun,italian band|,итальянский коллектив | ,italian band|team | collective | staff | ensemble | 
418,band,банда,noun,armed band|band of thug|,вооруженная банда | банда погромщиков | ,armed band|band of thug|gang | ring | 
419,band,лента,noun,elastic band|steel band|broad rubber band|,резиновая лента | стальной ленты | широкую резиновую ленту | ,elastic band|steel band|broad rubber band|tape | ribbon | belt | feed | strip | stripe | 
420,band,оркестр,noun,brass band|school's marching band|army band|,духового оркестра | школьный оркестр | армейского оркестра | ,brass band|school's marching band|army band|orchestra | 
421,band,ансамбль,noun,empty_cell,empty_cell,ensemble | choir | musician | 
422,order,заказ,noun,individual order|special order|export order|initial order|,индивидуальный заказ | специальный заказ | экспортные заказы | начального заказа | ,individual order|special order|export order|initial order|reservation | booking | search | contract | request | 
423,order,порядок,noun,public order|world order|international order|liberal order|,общественный порядок | мировой порядок | международный порядок | либеральный порядок | ,public order|world order|international order|liberal order|procedure | sequence | formation | 
424,order,приказ,noun,limit order|mental order|government order|court order|,ограниченный приказ | мысленный приказ | приказ правительства | судебные приказы | ,limit order|mental order|government order|court order|directive | writ | decree | 
425,order,ордер,noun,pending order|market order|open order|,отложенный ордер | рыночный ордер | открытый ордер | ,pending order|market order|open order|warrant | order execution | arrest warrant | 
426,order,орден,noun,religious order|teutonic order|Order of the Red Star|,религиозный орден | Тевтонский Орден | орденом Красной Звезды | ,religious order|teutonic order|Order of the Red Star|medal | badge | 
427,order,распоряжение,noun,full order|,полное распоряжение | ,full order|disposal | directive | instruction | possession | 
428,order,поручение,noun,money order|order for collection|,платежное поручение | инкассовое поручение | ,money order|order for collection|assignment | instruction | mandate | errand | 
429,order,постановление,noun,restraining order|Supreme Court order|,постановление суда | постановление верховного суда | ,restraining order|Supreme Court order|resolution | decree | decision | regulation | ruling | ordinance | directive | 
430,order,перевод,noun,empty_cell,empty_cell,translation | transfer | interpretation | transaction | remittance | 
431,order,заказать,verb,to order roast beef|to order room service|to order additional equipment|to order a portrait|,заказать ростбиф | заказать обслуживание номеров | заказать дополнительно оборудование | заказать портрет | ,to order roast beef|to order room service|to order additional equipment|to order a portrait|enjoy | book | serve | reserve | arrange | request | commission | 
432,order,приказать,verb,to order police|to order the Army|to order all opponents|to order authorities|,приказать полиции | приказать армии | приказать всем противникам | приказать властям | ,to order police|to order the Army|to order all opponents|to order authorities|direct | instruct | 
433,order,поручить,verb,to order the government|to order officials|to order law enforcement agencies|,поручить правительству | поручить чиновникам | поручить правоохранительным органам | ,to order the government|to order officials|to order law enforcement agencies|direct | instruct | assign | entrust | task | mandate | commission | 
434,order,заказывать,verb,empty_cell,empty_cell,book | 
435,order,распорядиться,verb,empty_cell,empty_cell,authorize | 
436,order,постановить,verb,empty_cell,empty_cell,rule | decide | direct | decree | affirm | 
437,order,предписать,verb,empty_cell,empty_cell,direct | prescribe | enforce | 
438,order,обязать,verb,empty_cell,empty_cell,owe | oblige | must | have to | commit | should | 
439,order,потребовать,verb,empty_cell,empty_cell,demand | require | seek | request | incur | demand | 
440,hot,горячий,adj,empty_cell,empty_cell,warm | heated | ardent | 
441,hot,гидромассажный,adj,empty_cell,empty_cell,empty_cell
442,hot,жаркий,adj,empty_cell,empty_cell,heated | fierce | fervent | 
443,hot,теплый,adj,empty_cell,empty_cell,warm | 
444,fly,муха,noun,fruit fly|long-probosced fly|,фруктовая муха | длиннохоботковая муха | ,fruit fly|long-probosced fly|
445,fly,мушка,noun,empty_cell,empty_cell,empty_cell
446,fly,летать,verb,empty_cell,empty_cell,fly around | navigate | fly too | 
447,fly,лететь,verb,empty_cell,empty_cell,travel | 
448,fly,вылететь,verb,empty_cell,empty_cell,take off | fly out | shatter | depart | 
449,fly,полететь,verb,empty_cell,empty_cell,depart | 
450,fly,пролететь,verb,empty_cell,empty_cell,fly by | 
451,fly,прилетать,verb,empty_cell,empty_cell,arrive | show up | 
452,fly,пролетать,verb,empty_cell,empty_cell,go around | 
453,fly,взлететь,verb,empty_cell,empty_cell,soar | take off | fly up | fly out | 
454,fly,вылетать,verb,empty_cell,empty_cell,depart | take off | 
455,lie,ложь,noun,usual lie|deliberate lie|shameless lies|,обычной ложью | заведомая ложь | беспардонная ложь | ,usual lie|deliberate lie|shameless lies|lodge | falsehood | pious lie | 
456,lie,лжи,noun,empty_cell,empty_cell,falsehood | mendacity | liar | 
457,lie,неправда,noun,empty_cell,empty_cell,untruth | crook | 
458,lie,вранье,noun,empty_cell,empty_cell,bullshit | bunk | 
459,lie,залог,noun,empty_cell,empty_cell,bail | deposit | collateral | pledge | guarantee | security deposit | keystone | pawn | 
460,lie,лежать,verb,to lie somewhere|to lie solely|to lie in the advanced countries|,лежать где-то | лежать целиком | лежать на развитых странах | ,to lie somewhere|to lie solely|to lie in the advanced countries|lay | underlie | belong | lie there | underpin | rest | bear | 
461,lie,находиться,verb,empty_cell,empty_cell,locate | set | find | situate | sit | remain | stay | contain | 
462,lie,заключаться,verb,empty_cell,empty_cell,consist | be | consist of | concern | relate | stem from | enclose | 
463,lie,расположить,verb,empty_cell,empty_cell,locate | situate | set | offer | find | enjoy | sit | place | 
464,lie,лгать,verb,empty_cell,empty_cell,tell lies | 
465,lie,врать,verb,empty_cell,empty_cell,tell a lie | 
466,lie,крыться,verb,empty_cell,empty_cell,empty_cell
467,lie,располагаться,verb,empty_cell,empty_cell,settle down | set | house | host | 
468,lie,состоять,verb,empty_cell,empty_cell,consist | belong | consist of | comprise | lay | compose | make up | 
469,lie down,ложиться,verb,empty_cell,empty_cell,go to bed | lie down | lay down | 
470,lie down,лечь,verb,empty_cell,empty_cell,lay down | lay | lie down | result | rest | 
471,lie down,прилечь,verb,empty_cell,empty_cell,lie down | lay down | 
472,lie down,лежать,verb,empty_cell,empty_cell,lie | lay | underlie | lie | belong | lie there | underpin | rest | bear | 
473,select,отборный,adj,empty_cell,empty_cell,selective | choice | 
474,select,выбрать,verb,to select a language|to select this option|to select the partition|to select the link below|,выбрать язык | выбрать эту опцию | выбрать раздел | выбрать ссылку ниже | ,to select a language|to select this option|to select the partition|to select the link below|choose | pick | click | elect | choose | dictate | 
475,select,выбирать,verb,to select a program|,выбирать программу | ,to select a program|choose | pick | choose | elect | look for | 
476,select,выделить,verb,empty_cell,empty_cell,allocate | highlight | spend | set aside | identify | contribute | commit | budget | 
477,select,отобрать,verb,empty_cell,empty_cell,pick | take away | 
478,select,подобрать,verb,empty_cell,empty_cell,choose | pick up | pick | adjust | match | 
479,select,указать,verb,to select a country|to select the type of currency|,указать страну | указать валюту | ,to select a country|to select the type of currency|specify | indicate | point | enter | define | set | point out | state | 
480,select,отбирать,verb,empty_cell,empty_cell,take away | 
481,select,выбираться,verb,empty_cell,empty_cell,empty_cell
482,select,выделять,verb,empty_cell,empty_cell,allocate | emit | single out | devote | extract | secrete | highlight | come out of | distinguish | 
483,school,школьный,adj,empty_cell,empty_cell,empty_cell
484,school,учебный,adj,empty_cell,empty_cell,educational | academic | instructional | content | 
485,school,школа,noun,primary school|high school|ski school|public school|,начальная школа | средняя школа | лыжная школа | государственная школа | ,primary school|high school|ski school|public school|
486,cafe,кафе,noun,local cafe|cosy cafe|charming cafe|pavement cafes|,местном кафе | уютное кафе | очаровательное кафе | уличных кафе | ,local cafe|cosy cafe|charming cafe|pavement cafes|café | coffee shop | cafeteria | coffee | 
487,cafe,кафетерий,noun,empty_cell,empty_cell,cafeteria | 
488,buy,покупка,noun,good buy|,хорошая покупка | ,good buy|purchase | shopping | buying | acquisition | 
489,buy,buys,noun,empty_cell,empty_cell,empty_cell
490,buy,купля,noun,empty_cell,empty_cell,empty_cell
491,buy,купить,verb,to buy a ticket|to buy a house|to buy insurance|to buy refrigeration|,купить билеты | купить дом | купить страховку | купить охлаждение | ,to buy a ticket|to buy a house|to buy insurance|to buy refrigeration|purchase | get | 
492,buy,покупать,verb,to buy Turkmen gas|to buy things|to buy Turkmen gas directly|to buy long-term bonds|,покупать туркменский газ | покупать вещи | покупать туркменский газ напрямую | покупать долгосрочные облигации | ,to buy Turkmen gas|to buy things|to buy Turkmen gas directly|to buy long-term bonds|purchase | 
493,buy,приобрести,verb,to buy houses|to buy tickets|,приобретать дома | приобрести билеты | ,to buy houses|to buy tickets|purchase | acquire | get | gain | obtain | purchase | 
494,buy,закупать,verb,empty_cell,empty_cell,purchase | procure | purchase | 
495,buy,закупить,verb,empty_cell,empty_cell,purchase | procure | 
496,buy,скупать,verb,to buy dollars|to actively buy dollars|,скупать доллары | активно скупать доллары | ,to buy dollars|to actively buy dollars|buy up | 
497,buy,скупить,verb,empty_cell,empty_cell,buy up | buy up | 
498,buy,разъезжать,verb,empty_cell,empty_cell,empty_cell
499,buy,оттягивать,verb,empty_cell,empty_cell,delay | 
500,buy up,скупить,verb,empty_cell,empty_cell,buy up | buy | buy up | 
501,buy up,скупать,verb,empty_cell,empty_cell,buy | buy | buy up | 
502,buy out,выкупить,verb,empty_cell,empty_cell,buy | purchase | redeem | buy back | buy out | buy | 
503,tell,сказать,verb,to tell reporters|to tell people|to tell also|to tell police|,сказать журналистам | сказать людям | сказать также | сказать полиции | ,to tell reporters|to tell people|to tell also|to tell police|say | mention | put | discuss | describe | 
504,tell,сообщить,verb,to tell media|to tell investigators|to tell authorities|to tell AP|,сообщить журналистам | сообщить следователям | сообщить власти | сообщить агентству AP | ,to tell media|to tell investigators|to tell authorities|to tell AP|say | report | inform | announce | let | notify | 
505,tell,рассказать,verb,to tell interrogators|to tell their friends|to tell their stories|to tell a story|,рассказать следователям | рассказать друзьям | рассказать свою историю | рассказать историю | ,to tell interrogators|to tell their friends|to tell their stories|to tell a story|explain | speak | 
506,tell,говорить,verb,to tell my students|to tell students|to often tell young coaches|to tell the guy|,говорить своим студентам | говорить ученикам | часто говорить молодым тренерам | говорить парню | ,to tell my students|to tell students|to often tell young coaches|to tell the guy|say | speak | talk | talk about | show | 
507,tell,заявить,verb,to tell the court|to tell Dawn|to tell journalists|to tell K News|,заявить суду | заявить Dawn | заявить журналистам | заявить K News | ,to tell the court|to tell Dawn|to tell journalists|to tell K News|say | state | declare | announce | claim | 
508,tell,рассказывать,verb,to tell stories|to tell the patient|,рассказывать истории | рассказывать пациенту | ,to tell stories|to tell the patient|explain | share | talk about | relate | cover | 
509,tell,сообщать,verb,empty_cell,empty_cell,report | inform | announce | notify | 
510,international,международный,adj,empty_cell,empty_cell,global | 
511,international,интернациональный,adj,empty_cell,empty_cell,empty_cell
512,international,мировой,adj,empty_cell,empty_cell,global | world | worldwide | 
513,international,международный матч,noun,empty_cell,empty_cell,empty_cell
514,stand,стенд,noun,national stand|large stand|exclusive stand|,национальный стенд | крупный стенд | Эксклюзивный стенд | ,national stand|large stand|exclusive stand|booth | exhibition stand | testbed | stall | bench | 
515,stand,позиция,noun,united stand|active stand|decisive stand|principled stand|,единой позиции | активная позиция | решительную позицию | принципиальная позиция | ,united stand|active stand|decisive stand|principled stand|position | stance | ground | attitude | posture | item | 
516,stand,остановка,noun,bus stand|,автобусная остановка | ,bus stand|stop | bus stop | stopover | 
517,stand,трибуна,noun,duma stand|,думская трибуна | ,duma stand|tribune | podium | grandstand | pulpit | bleacher | 
518,stand,стойка,noun,empty_cell,empty_cell,reception | counter | rack | strut | check-in | concierge | crossbar | stud | 
519,stand,подставка,noun,empty_cell,empty_cell,empty_cell
520,stand,киоск,noun,news stand|,газетный киоск | ,news stand|kiosk | stall | booth | newsstand | 
521,stand,стоянка,noun,taxi stand|cab stand|,стоянка такси | таксомоторной стоянки | ,taxi stand|cab stand|parking | parking lot | car park | lot | parking place | parking area | car parking | bike parking | 
522,stand,клеть,noun,empty_cell,empty_cell,cage | kletjah | 
523,stand,постоять,verb,to stand still|to stand there|to stand here|to stand in these legs|,стоять на месте | стоять там | стоять здесь | стоять на этих ногах | ,to stand still|to stand there|to stand here|to stand in these legs|cost | be worth | face | wait | stand up | stand there | 
524,stand,стоить,verb,empty_cell,empty_cell,cost | be worth | face | 
525,stand,выступать,verb,empty_cell,empty_cell,act | perform | speak | argue | compete | appear | oppose | speak out | 
526,stand,находиться,verb,empty_cell,empty_cell,locate | set | find | situate | lie | sit | remain | stay | contain | 
527,stand,встать,verb,empty_cell,empty_cell,rise | get up | stand up | get back | embark | arise | wake up | 
528,stand,остановиться,verb,empty_cell,empty_cell,stop | stay | pause | stand still | stay | halt | dwell | stall | 
529,stand,выдержать,verb,to stand the test of reality|,выдержать испытания действительностью | ,to stand the test of reality|withstand | endure | survive | sustain | pass | weather | bear | handle | 
530,stand,составлять,verb,empty_cell,empty_cell,account for | make | make up | constitute | comprise | represent | form | total | account for | 
531,stand,терпеть,verb,empty_cell,empty_cell,tolerate | suffer | endure | bear | put up with | abide | 
532,stand up,встать,verb,empty_cell,empty_cell,rise | get up | stand up | stand | get back | embark | arise | wake up | 
533,stand up,подняться,verb,empty_cell,empty_cell,rise | get up | stand up | go up | climb | rise up | service | jump | access | 
534,stand up,постоять,verb,empty_cell,empty_cell,stand | cost | be worth | stand | face | wait | stand up | stand there | 
535,stand up,вставать,verb,empty_cell,empty_cell,get up | stand up | wake up | rise | arise | wake up | get up | 
536,stand up,выступить,verb,empty_cell,empty_cell,speak | perform | act | issue | deliver | address | come out | speak out | come up | 
537,stand up,восстать,verb,empty_cell,empty_cell,rise up | revolt | rebel | stand up | 
538,stand up,подниматься,verb,empty_cell,empty_cell,rise | go up | climb | come up | get up | lift | rise up | climb up | come up | 
539,stand up,окрепнуть,verb,empty_cell,empty_cell,stand up | 
540,stand up,отстаивать,verb,empty_cell,empty_cell,assert | defend | advocate | uphold | champion | defend | stand up | 
541,stand out,выделяться,verb,empty_cell,empty_cell,stand out | allocate | excel | 
542,stand out,выделиться,verb,empty_cell,empty_cell,stand out | 
543,stand out,отличаться,verb,empty_cell,empty_cell,differ | vary | feature | distinguish | boast | stand out | diverge | 
544,stand out,заинтересовать,verb,empty_cell,empty_cell,interest | engage | motivate | concern | commit | wonder | 
545,stand out,превосходить,verb,empty_cell,empty_cell,exceed | surpass | excel | outweigh | transcend | surpass | outperform | outstrip | stand out | 
546,stand by,придерживаться,verb,empty_cell,empty_cell,hold | follow | maintain | pursue | embrace | favor | follow | obey | uphold | 
547,stand by,стоять в стороне,verb,empty_cell,empty_cell,empty_cell
548,fish,рыбный,adj,empty_cell,empty_cell,empty_cell
549,fish,рыба,noun,fresh fish|raw fish|freshwater fish|wild fish|,свежая рыба | сырая рыба | пресноводная рыба | дикой рыбы | ,fresh fish|raw fish|freshwater fish|wild fish|
550,fish,рыбка,noun,little white fish|gold fish|white fish|,маленькая белая рыбка | золотая рыбка | белая рыбка | ,little white fish|gold fish|white fish|small fish | goldfish | 
551,fish,рыбачить,verb,empty_cell,empty_cell,empty_cell
552,fish,ловить рыбу,verb,empty_cell,empty_cell,empty_cell
553,fish,удить,verb,empty_cell,empty_cell,empty_cell
554,fish,выловить,verb,empty_cell,empty_cell,empty_cell
555,fish,ловить,verb,empty_cell,empty_cell,catch | catch | bring down | 
556,benefit,выгода,noun,economic benefit|potential benefit|social benefit|maximum benefit|,экономическая выгода | потенциальная выгода | социальные выгоды | максимальной выгоды | ,economic benefit|potential benefit|social benefit|maximum benefit|gain | advantage | profit | reward | 
557,benefit,преимущество,noun,additional benefit|main benefit|benefits of globalization|obvious benefit|,дополнительное преимущество | основное преимущество | преимущества глобализации | очевидное преимущество | ,additional benefit|main benefit|benefits of globalization|obvious benefit|advantage | edge | strength | 
558,benefit,польза,noun,real benefit|benefits of slowness|moral benefit|societal benefit|,Реальная польза | пользе неторопливости | нравственной пользы | пользу общественности | ,real benefit|benefits of slowness|moral benefit|societal benefit|favour | use | advantage | good | utility | usefulness | 
559,benefit,пособие,noun,welfare benefit|Parent’s Benefit|retirement benefit|government benefit|,социальное пособие | Родительское пособие | пенсионное пособие | государственное пособие | ,welfare benefit|Parent’s Benefit|retirement benefit|government benefit|allowance | aid | manual | textbook | grant | welfare | stipend | guide | 
560,benefit,льгота,noun,tax benefit|pension benefit|housing benefit|special benefit|,налоговая льгота | пенсионная льгота | жилищные льготы | специальные льготы | ,tax benefit|pension benefit|housing benefit|special benefit|privilege | break | concession | incentive | perk | exemption | preference | rebate | 
