,word,oxford_sensewords,compared_sensewords,comparison_value
153,exam,['examen'],"['examen', 'essai', ""d'examen""]",1.0
154,examination,"['inspection', 'examination', 'interrogatoire', 'examen']","['enquête', 'étude', 'examen', 'examen', 'examen', 'interrogatoire', 'procès', 'familiarisation', ""réalisation de l'expertise"", ""l'organisation des examens"", ""session d'examens"", ""d'examen"", ""l'affût"", 'inspection']",1.125
155,excellent,"['excellent/-ente', 'excellent']","['excellent', 'exceptionnel', 'brillant', 'de premier ordre']",1.25
156,except,"['si ce n’est que', 'excepté', 'à l’exception de', 'exclure (de)', 'sauf (que)', 'sauf']","['sauf', 'excepté', 'sauf que', 'sauf dans ces cas']",0.25
157,exercise,"['faire de l’exercice', 'exercer', 'exercice', 'manoeuvre', 'entraînement', '(s’)entraîner']","['exercice', 'mise en œuvre', 'recharge', 'leçon', 'gymnastique', 'doctrine', ""effectuer l'exercice"", 'exercice', 'exercice', ""cours d'éducation physique"", 'exercer', 'exercer', 'manifester', 'utiliser', 'avoir', ""faire de l'exercice""]",1.0
158,exit,"['issue', 'sortir', 'sortie']","['sortie', 'départ', 'soin', 'congrès', 'sortir', 'rouler', 'de sortie', 'congé']",1.1666666666666667
159,explain,['expliquer'],"['expliquer', 'divulguer', 'énoncer', 'expliquer', ""s'expliquer"", 'expliquer', 'donner des explications']",2.0
160,extra,"['extra', 'en plus', 'figurant/-ante', 'plus cher', 'édition spéciale', 'supplément', 'très grand', 'plus', 'qqch de plus', 'supplémentaire']","['supplémentaire', 'superflu', 'urgent', 'particulier', ""d'emprunt"", 'supérieur', 'extra', 'supplément', 'comparse', 'complément', 'meeting', 'particulièrement', 'supplémentaire', 'distinct', 'contre']",0.7000000000000001
161,fact,"['fait', 'faits', 'réalité']","['fait', 'essence', 'ce']",0.6666666666666666
162,fail,"['rater', 'faire faillite', 'tomber en panne', 'faiblir', 'manquer (à)', 'lâcher', 'ne pas réussir', 'omettre', 'manquer', 'recaler', 'échouer (à)', 'échouer', 'mauvaise note [feminine]']","['échec', 'échouer', 'manquer', 'échouer', 'amener', 'manquer', 'tomber en panne', 'échouer', 'ne pas humidifier', ""s'effondrer"", 'ne pas gérer', 'échouer', 'ne pas réussir', 'ne pas avoir lieu', ""s'avérer infructueux"", ""fin de l'échec"", 'échouer', 'faire fiasco']",0.5769230769230769
163,fair,"['de façon juste', 'équitable', 'salon', 'considérable', 'blond', 'clair/claire', 'équitablement', 'beau', 'passable', 'juste', 'correct/-ecte', 'foire', 'blond/blonde']","['équitable', 'joli', 'lumineux', 'impartial', 'blond', 'forain', 'considérable', ""d'une manière satisfaisante"", 'favorable', 'propre', 'exposition', 'équité', 'salon', 'équitablement']",0.5769230769230769
164,fall,"['incomber à', 'automne', 'chute', 'baisser', 'tomber', 'baisse', 'sombrer dans', 'être battu/-ue', 'entrer dans']","['tomber', 'baisser', 'toucher', 'tomber', 'se jeter', 'tomber', ""s'éprendre"", ""s'abattre"", 'se faire prendre', ""s'avérer"", 'chute', 'automne', 'chute', ""d'automne""]",0.6111111111111112
165,agree,"['accepter', 'être d’accord (avec)', 's’accorder', 'réussir quelqu’un', 'être d’accord', 'bien s’entendre', 'se mettre d’accord', 'consentir']","['consentir', 'traiter', 'concorder', 'converger', 'approuver', 'être consonne', 'convergence de vues', ""se mettre d'accord""]",0.5
166,air,"['exprimer', 'aérer', 'diffuser', 'avion', 'émettre', 'air', 'air(s)']","['air', 'éther', 'atmosphère', 'aviation', 'avion', 'eyre', 'transport aérien', 'pneumatique', 'atmosphérique', 'essentiel', 'gonflable', 'transport aérien', 'de ventilation', 'aérer', 'diffuser']",1.0714285714285714
167,airport,['aéroport'],"['aéroport', 'aéroport', 'aérogare', 'aéroportuaire']",1.0
168,fan,"['admirateur', 'ventilateur', 'éventer', 'attiser', 'éventail', '(s’)éventer', 'supporter/-trice', 'fan', 'rafraîchir']","['ventilateur', 'fanatique', 'eventail', 'feng', 'болельщица', 'tarare', 'éventer', 'gonfler', 'souffler', 'fan', 'fanatique', 'en éventail']",0.6111111111111112
169,fantastic,"['fantastique', 'formidable', 'extraordinaire', 'fabuleux/-euse']","['fantastique', 'fantasque', 'merveilleux', 'excellent', 'fantastique', 'juste fantastique', 'sans précédent', 'abracadabrant', 'magnifique', 'fantastiquement']",0.875
170,far,"['lointain/-aine', 'loin', 'à l’autre bout de', 'beaucoup', 'extrême', 'lointain', 'plus loin']","['lointain', 'loin', 'beaucoup', 'loin de', 'considérablement', 'longue distance', 'loin', 'distant']",0.5714285714285714
171,farmer,"['fermier', 'fermier/-ière', 'éleveur/-euse', 'ière', 'agriculteur/-trice']","['agriculteur', 'fermier', 'откупщик', 'producteur agricole', 'paysan', 'kolkhozien', 'laboureur', 'farmer', 'les fermiers', 'maître', 'éleveur', 'maraîcher', 'laboureur', 'agriculteur', 'exploitant individuel', 'fermière', 'fermier']",1.4
172,fashion,"['(de) mode', 'façon', 'mode']","['mode', 'style', 'forme', 'façon', 'couturier', 'tendance de la mode', 'à la mode', 'modèle', 'façonner', 'façonner']",1.1666666666666665
173,quite,"['plutôt', 'en effet', 'd’accord', 'assez', 'tout à fait', 'véritable']","['assez', 'beaucoup', 'assez bon', 'même']",0.25
174,alarm,"['alerte', 'inquiéter', 'alarmer', 'réveil', 'inquiétude', 'stupeur', 'alarme', 'réveil(-matin)', 'inquiétude(s)']","['alarme', 'anxiété', 'signalisation', 'réveil', ""signal d'avertissement"", 'détecteur', 'tocsin', 'alarmer', 'alarmer', 'en panne', 'alarme']",0.5555555555555556
175,album,"['disque', 'album']","['album', ""d'album""]",0.25
176,alcohol,['alcool'],"['alcool', 'alcool', ""consommation d'alcool"", 'alcoolisme', 'boisson alcoolisé']",0.5
177,almost,['presque'],"['presque', 'sans petit', 'un peu']",1.5
178,alone,"['(le) seul', 'seul/seule', 'seul', 'rien que']","['un', 'telle', 'seulement', 'exclusivement', 'solitairement', 'en solo', 'indépendamment', 'solitaire', 'seul']",1.25
179,field,"['terrain', 'faire jouer', 'domaine', 'champ', 'gisement']","['champ', 'domaine', 'espace', 'gisement', 'industrie', 'champ', 'carrière', 'pêche', 'des champs', 'halieutique', 'de campagne', 'sur le terrain']",1.0
180,fifth,['cinquième'],"['cinquième', 'cinquième partie', 'quinte']",1.0
181,fifty,"['cinquante', 'cinquante ans', 'de cinquante (…)']","['cinquante', 'cinquante', 'cinquante personnes', 'полусотня', 'poltinnik', 'cinquantième']",1.0
182,file,"['fichier', 'dossier', 'classeur', 'intenter (une action)', 'file', '(se) limer', 'lime', 'marcher en file indienne', 'se déplacer à la file', 'classer', 'limer', 'intenter']","['dossier', 'lime', 'dossier', 'affaire', 'massif', 'alimentation', 'classeur', 'gestionnaire de fichiers', 'servir', 'stocker']",0.41666666666666663
183,fill,"['répondre à', '(se) remplir', 'prendre', 'à sa faim', 'boucher', 'pourvoir', '(r)emplir', 'plomber', 'remplir']","['remplir', 'remplir', 'inonder', 'ravitailler', 'reconstituer', 'combler', 'occuper', ""s'endormir"", 'bourrer', 'envahir', 'remplissage']",0.6111111111111112
184,final,"['finale', 'examens [masculine', 'dernier/-ière', 'final', 'final/-ale', 'plural] de fin d’année', 'définitif', 'définitif/-ive', 'dernier']","['final', 'final', 'dernier', 'graduation', 'prêt à', 'final', 'décisif', 'final', 'achèvement', 'examen de sortie', 'définitivement', 'bien sûr']",0.6666666666666667
185,finally,"['finalement', 'enfin', 'pour terminer']","['définitivement', 'après tout', 'en conclusion', 'bien sûr']",0.6666666666666666
186,finger,"['toucher', 'langue', 'doigt']","['doigt', 'empreinte digitale', 'doigt de pointage', 'de doigt', 'doigt', 'tirailler']",0.5
187,fire,"['feu', 'licencier', 'cuire', 'feu [masculine]', 'renvoyer', 'enflammer', 'faire feu', '(essuyer le) feu', 'incendie', 'tirer (sur)', 'tirer', 'radiateur', 'ardeur']","['feu', 'inflammation', 'cheminée', 'tir', 'bombardement', 'tirer', 'licencier', 'incendier', 'bombarder', 'de feu', ""contre l'incendie"", 'de feu']",0.46153846153846156
188,fishing,['pêche'],"['pêche', 'pêche', 'pêcheur', 'ligne', 'pêche', 'conspiration', 'de pêche', 'pisciculture', 'repêchage']",2.5
189,fit,"['bon/bonne', 'convenir à', 'fixer', 'correspondre à', 'crise', 'convenable', 'accès', 'caser', 'attaque', 'cadrer avec', 'bien aller à', '(faire) entrer', 'installer', 'équiper', 'se fixer', 'taille', 'se mettre', 'aller à', '(bon) ajustement', 'en forme']","['ajustement', 'convulsion', 'se placer', 'convenir', 'adapter', 'correspondre à', 'installer', ""s'inscrire"", 'placer', 'ajuster', 'inscrire', 'grimper', 'encastrer', 'caser', 'entrer', 'approprié', 'bon à', 'nécessaire']",0.44999999999999996
190,flight,"['fuite', 'escalier', 'volée', 'vol']","['vol', 'meute', 'escapade', 'travée', 'décollage', 'incursion', 'survol', 'départ', ""d'aviation"", 'embarqué', 'décollage', 'voler']",1.25
191,along,"['le long de', 'là', 'vers', 'avec', 'en avant (avec)', 'ici', 'continuant à', 'quelque part']","['par', 'le long de', 'ensemble', 'en avant', 'avec moi', 'à côté']",0.375
192,bedroom,"['chambre', 'chambre (à coucher)']","['chambre à coucher', 'endormie']",0.5
193,beer,['bière'],"['bière', 'variété de bière', 'brasserie', 'de bière', ""d'abeille""]",1.5
194,before,"['avant', 'auparavant', 'déjà', 'avant que', 'avant (de/que)', 'avant de', 'devant']","['avant', 'en avant de', 'devant', 'la veille', 'peredo', 'avant', 'précédemment', 'auparavant', 'sur le seuil', ""avant l'offensive"", 'avant', 'avant', 'au revoir']",0.7857142857142857
195,begin,"['commencer (à)', 'débuter', 'commencer']","['commencer', 'venir', 'aller', 'initier']",0.8333333333333333
196,behind,"['à l’origine de', 'en retard', 'avec', 'laisser', 'rester', 'postérieur', 'derrière soi', 'derrière', 'en arrière']","['pour', 'derrière', 'par derrière', 'en arrière', 'après', 'derrière le dos', 'au principe']",0.3333333333333333
197,below,"['sous', 'plus/en bas', 'au-dessous de', 'inférieur/-eure', 'en bas', 'en dessous de', 'au-dessous', 'ci-dessous', 'en contrebas', 'plus bas']","['plus bas', 'en bas', 'ensuite', 'moins', 'sous', 'adreesse']",0.55
198,best,"['le plus', 'avoir le dessous', 'meilleur/-eure', 'le mieux', 'le/la meilleur/-eure']","['meilleur', 'le plus haut', 'le mieux', 'best']",0.5
199,synchrophasotron,[],['synchrotron'],0.5
