,word,local_word,pos,examples,local_examples,examples_and_definitions
215,freeze,стоп,NOUN,NOUN,NOUN,"stop | wait | whoa | brake | feet | foot | freeze | There is also a freeze image functionality that will let ... | ... the window, then freeze frame. | ... yourself, turn to a stop in freeze frame fashion. | ... subject can be depicted in freeze-frame or with ... | The frame appears in the Freeze Frame window. | Zoom/Freeze frame button | ... live sensor data, freeze frame data | ... different results, such as freeze-frame or slow ... | - Search freeze frame data | Freeze Frame Menu > Annotation | - Views freeze frame data | When I say ""freeze, "" don't anybody move. | ... read, erase, freeze frame data) for ... | ... slow-motion or creating a freeze frame makes the two ... | - Views FREEZE FRAME Data | "
216,freeze,закрепления,NOUN,NOUN,NOUN,"docking | pin | dock | pinning | fastening | fixing | consolidate | freeze | ... option handles a failed volume freeze. | Action taken when volume freeze fails: | ... connections to the server freeze indefinitely. | ... to indicate how the option handles a failed volume freeze: | Freeze volume failed... | ... , causing the system to freeze or to crash. | ... a time-out between the Freeze and Thaw events. | ... that causes the redirector to freeze. | "
217,freeze,зафиксировать,VERB,VERB,VERB,"fix | lock | commit | freeze | ... or more columns to freeze. | ... of the column to freeze. | - You can freeze the image, not having ... | "
218,freeze,фиксации,VERB,VERB,VERB,"commit | fixing | fixation | fix | lock | locking | committed | freeze | The ability to freeze the image lets you study your features ... | When you freeze a column, the column and all columns ... | ... the files included in the backup to freeze. | ... can be adjusted while the signal is in Freeze mode. | - Button to freeze image | "
219,freeze,стоять,VERB,VERB,VERB,"stand | freeze | You two, freeze! | ... stop when you yell ""freeze."" | "
220,issue,проблема,NOUN,NOUN,NOUN,"problem | issue | challenge | trouble | symptoms | But this issue can also occur with other type libraries. | This issue occurs because memory is not freed. | The heart damage is the biggest issue. | This issue typically occurs when you use slipstream installation. | Getting it there is not an issue. | This is due to a performance issue. | This issue may be related to your web browser. | If the issue persists, restart the server. | This is a much bigger issue. | I just need to find out what the issue is. | This issue occurs when you enable the wireless network adapter. | There was an issue while indexing this file. | So it's a personal issue for me. | This issue would be a temporary problem. | There is just one issue. | "
221,issue,вопрос,NOUN,NOUN,NOUN,"question | issue | matter | q | subject | Or you could just ignore the issue. | It can fix compatible issue and save your precious time. | Another small, but quite a big issue. | This is an extremely important issue. | This is a highly sensitive issue. | It is not even an economic issue. | That was a purely hygiene issue. | Choice is the only women's issue. | Is the issue really the real issue? | In the second stage we solved that issue. | I do think there is an issue of finance. | Can find any information to resolve any issue. | I believe the core issue here is regarding relationship. | This issue must also be resolved. | It is not a political issue. | "
222,issue,выпуск,NOUN,NOUN,NOUN,"issue | release | edition | issuing | graduation | The latest issue of parent magazine. | We do probing interviews, an art issue. | The first issue appears in nine languages. | The next issue will be added to ... | Information identifying the issue of the series publication, ... | ... manipulate browser settings to issue ads whenever it wants. | ... we finished our first issue. | ... the private banks should cease to issue notes as it was ... | ... as the exclusive right to issue notes is a condition when ... | the current issue is full of energy features | to issue the national currency; | issue press releases and urgent appeals | Application for issue of plastic cards | information identifying the issue of the series | To issue a plastic card | "
223,issue,выдавать,VERB,VERB,VERB,"issue | emit | A carrier can issue advertising schedule for informing people optionally. | You issue a query that uses ... | Your cell phone will issue a buzz notification, alerting ... | ... can make decisions and issue commands back to the device. | The office will issue the documents seized in ... | You can also issue the approved amount in several partial ... | They can also issue drafts in multiple currencies immediately at any ... | ... registered and no bureaucracy to issue a receipt. | ... do not be its impotence to issue for their kindness. | ... verified, the authorities will issue a notice to open ... | ... have passed specialized accreditation may issue certificates of education to citizens ... | empowered to issue certificates and authorizations for the import and ... | They can issue international driver's licenses ... | ... talon, implies a right to issue new coupon sheet, ... | ... to it down one and probably issue pre-existing | "
224,issue,выдачи,NOUN,NOUN,NOUN,"issue | issuing | serps | extradition | granting | checkout | emit | The issue year is incorrect. | The issue month is missing. | Recommend issue date cannot be in the future. | It contains the issue date, maturity of the loan, ... | for some time after the date of issue, | Documents required to issue the license | ... demonstrated notary refuses notarial deed of wills issue . | To issue certificates that are based on ... | ... construction within 10 days after the issue of the permit. | ... for one year from date of issue. | ... url for the self-issue. | ... if different from the date of issue of the document, | ... that can give the vaccination and issue the certificate. | ... my personal information to issue my ticket? | ... card is valid for 3 years from date of issue. | "
225,issue,эмиссии,NOUN,NOUN,NOUN,"issue | emission | If the terms of issue is not specifically mentioned ... | ... instruments, schedule, pricing and terms of the issue. | The bonds of this issue will be in circulation until ... | The next bonds issue prospect was registered on 15 ... | ... consider the opportunity to attracting investments through issue of stocks? | ... markets, but their issue regulations anticipate that they will be | ... successfully placed 2nd tranche of 9th bond issue | 4. The issue date and issue. | ... according to the prospectus of their issue, for property or ... | ... Stock Market"" Regarding Issue of Bonds of International Financial Organizations ... | "
226,issue,издания,NOUN,NOUN,NOUN,"edition | publications | issue | periodical | You have to check the colours for the new issue. | Extra copies of the issue are available in 48 languages ... | The special edition issue, which began in 2010, features ... | p. 68 - 74 of the original issue | p. 80 – 87 of the original issue | p. 5 – 17 of the original issue | p. 51 -57 of the original issue | p. 75 – 81 of the original issue | p. 48 – 54 of the original issue | p. 64 – 69 of the original issue | p. 91 -99 of the original issue | p. 33 – 43 of the original issue | p. 55 – 59 of the original issue | p. 49 - 56 of the original issue | p. 26 – 32 of the original issue | "
227,issue,выпускать,VERB,VERB,VERB,"releasing | issue | produce | You don't need to issue a press release. | issue other important to voters | ... year we don't plan to issue eurobonds. | A joint-stock company may issue bonds in an amount ... | No, we are not authorized to issue any currency. | Makes it possible to issue separate reports and certificates ... | and if the corporation is to issue shares without par value ... | The Committee may also issue joint statements with other ... | ... all persons to write, issue and disseminate relevant | ... reserve requirement, the bank can issue another loan. | ... reserves the right not to issue physical Cards for some ... | ... ) company shall not issue a golden share. | "
228,issue,которой,NOUN,NOUN,NOUN,"which | where | issue | whose | ... for a security code"" issue you were reading about or ... | ... of web pages"" issue you were reading about or ... | ... in your music collection"" issue you were reading about or ... | ... or your computer"" issue you were reading about or ... | ... from your computer"" issue you were reading about or ... | ... by someone else"" issue you were reading about or ... | ... place of a router"" issue you were reading about or ... | ... a game or app"" issue you were reading about or ... | ... download an update"" issue you were reading about or ... | ... indie game developers"" issue you were reading about or ... | ... to a sound system"" issue you were reading about or ... | ... a full game download"" issue you were reading about or ... | ... instead of a router"" issue you were reading about or ... | ... activity of your friends"" issue you were reading about or ... | ... download an update"" issue you were reading about or ... | "
229,issue,тема,NOUN,NOUN,NOUN,"theme | topic | subject | issue | Oh man, but it's an important issue. | Another issue is the cleaning of the ... | This is a very sensitive issue. | ... urgency of the issue this issue has hardly considered in the ... | ... course this is a real sensitive issue these days, as ... | ... the only one who cares about this issue? | ... Is it still an issue?"" | Am I theonly one who cares about this issue? | Leading issue 'Family' | Leading issue 'Accommodation' - ... | Leading issue 'Health' - ... | Leading issue 'Family' - ... | Leading issue 'Care, nursing and assistance' ... | Leading issue 'Work' - ... | "
230,peremptory,императивной,ADJ,ADJ,ADJ,"peremptory | imperative | It was a peremptory command to make this ... | concluded with a peremptory command, ""Stick to the boat ... | "
231,parent,родительского,NOUN,NOUN,NOUN,parent | parental | A value that specifies the name of the parent report. | Specifies fields for displaying data from the parent data source. | We are the school's parent project coordinators. | We recommend that you pass the parent window object instead. | Displays the parent node for slider assemblies. | Displays the parent analysis results node. | Specifies whether this layout element is maximized within its parent. | A value that specifies the path of the parent report. | Gets the parent server implementation of the trace. | Specify the same scale as the parent view. | Select the parent node for a rigid link. | This element specifies the borders for the parent paragraph. | Moving the associated parent file will move this file. | Click the view to use as the parent view. | Gets the parent major station label set. | 
232,parent,материнской,NOUN,NOUN,NOUN,"parent | maternal | motherly | Total equity attributable to the parent | a parent undertaking of such a member so established. | ... the stylized drawing huge safe doors of the parent company. | ... which was derived from the parent molecule, cholesterol. | ... as well as for the parent organization; | ... from transfer of shares in parent company, subsidiary, if ... | ... when the companion standing outside the parent company in relation to ... | division from the parent company | ... suppliers, distributors, our parent company, our community and ... | Shares of the parent company of the group quoted on ... | ... 40 years tradition of its parent company specializing to production ... | "
233,parent,головной,NOUN,NOUN,NOUN,head | parent | headache | ... they have to come directly from the parent. | The requires an active association with an active parent organization | body of the parent company and acting based on ... | The institute is a parent organization to perform eight government programs ... | 
234,parent,исходного,NOUN,NOUN,NOUN,"source | original | initial | parent | raw | originating | Aligns the view vertically with its parent view. | Aligns the view horizontally with its parent view. | Defines the scale factor relative to the parent view. | Open the integration parent application object. | Specifies no alignment with its parent view. | Scale view relative to parent? | After you specify the parent component and component view ... | If the edited view is a parent view, changes to ... | ... change the instance to update its parent component. | ... still remain driven by parent generator. | ... must be children of the same parent view. | Parent component is ambiguous, please select graphically. | Orthographic projected views keep alignment with the parent view. | Parent is ambiguous, please select graphically. | Restore and close the parent file | "
235,member,член,NOUN,NOUN,NOUN,"member | cock | p | I am a member of this court. | Have you been a member of the normal size? | You are a member of this family now. | This member already belongs to another family. | Each member can represent a strand. | Or other family member. | An elite member of our team has left us. | I know that she's a family member. | You must define the member in the class header. | Each panel member should score each answer the candidate gives. | Or a family member, maybe? | My client's a respectable member of the community. | A defined member could not be located. | This data member is a public variable of type int. | This data member is protected. | "
236,member,участник,NOUN,NOUN,NOUN,"participant | party | member | principal | attendee | grantee | contestant | Every team member has the power to influence the group. | And you are our newest member. | Any member of the group can change the subject. | Each team member should create a new local file. | Any team member can change the tile set and sequence. | This member doesn't belong to any groups. | Each member can see and edit events. | Have each team member create a personal project, using the ... | Member may also terminate their ... | Every its member thinks how not to ... | If a team member sends multiple changes for ... | When a team member is ready to submit a task update ... | Any member of your support group can modify change templates ... | If a team member delegates a task, ... | Any queue member can approve or reject ... | "
237,member,депутат,NOUN,NOUN,NOUN,member | deputy | mp | 
238,member,элемента,NOUN,NOUN,NOUN,item | element | feature | part | member | Click the graphics window to place a member. | You expect to see the selected member's data. | Extend or retract one or both frame member ends. | Sets the first member value. | Select the object to subtract from the structural member. | Returns a frame member to its original creation state. | Ensure you typed the name of the data member correctly. | Edits the standard for the member. | The identifier of the hierarchy member permission. | The member type that the process request is applicable to. | The name of the all member. | Allows entry of a custom member name. | Creates a beam tag based on the member style. | A string representing the source member code. | The entity identifier of the batch member. | 
239,member,рядовой,NOUN,NOUN,NOUN,private | member | airman | crewman | pvt | pfc | The network contains a member server that is configured to ... | ... primary server to each member server. | The recommended role is member server. | A member computer in an exADNoMk domain is disjoint ... | Promote the member server to a domain controller and configure ... | ... same domain role (either member server or domain controller) ... | The domain contains a member server named Server1. | ... a DNS server and one member server that is configured ... | 
240,band,группа,NOUN,NOUN,NOUN,"group | band | team | panel | unit | party | His band put out an independent album last month. | Which band iS yourS? | It was my band. | And maybe it's not a band. | What about the band? | The band was such a cohesive unit. | My band's going to do few songs. | The band is getting more popular. | The problem is, the band's no good. | And you think, why isn't this band enormous? | It was my band. | As long as it's just you and the band. | Neither could a whole band of wolves. | This band was like. | I like a good bar band rather than the opera. | "
241,band,полоса,NOUN,NOUN,NOUN,"strip | band | lane | bandwidth | streak | runway | The band which is responsible for the withdrawal ... | Each rebar band can contain any combination of a gripper bar ... | A thin band runs around on each side ... | Downstairs also has a band of super power for ... | When our band is huge, we ... | The long narrow central band is the band anularidad. | The long narrow central band is the band anularidad. | Band incised with rounded edges. | ... to use, just place watch band flat across the platform ... | Velcro band design, length adjustable. | back to the wanted the began bringing to band | The lower band is the moving average minus the ... | His band is playing without him, and it's ... | In order to manually band, you must re implement ... | The band appears in the spring of 2010 for ... | "
242,band,диапазона,NOUN,NOUN,NOUN,"range | band | span | Band name not found. | Describes which band this frame belongs to. | Additional brackets around band name. | Bias for this band. | For a wide band, it is comfortable to wear. | No bracket found around band name. | Gain for this band. | ... to be matched with band group expression value. | ... has equal power in any band of a given bandwidth. | Inconsistent condition type or band name. | Unmatched brackets around band name. | Band number is not sequential.\r\n | Selecting a fixed-distance band value | ... increasing the volume level of the affected frequency band. | And thanks to triple-band 3G and quad-band ... | "
243,band,лентой,NOUN,NOUN,NOUN,tape | ribbon | band | belt | taping | taped | sash | DIY Silicone Band Toy Set for Kid - Multicolored | DIY Silicone Band Toy Set for Kid ... | Winner a376 Silicone Band Mechanical Self-winding Analog ... | 
244,band,бэнд,NOUN,NOUN,NOUN,"band | This isn't your band. | No Jazz band, he says. | The Boathouse, the big band, ceremony at sunset ... | - ""Page header"" band is displayed at the ... | Cover band ""No Comments"" entertained the guests ... | Now let us add a new band (""Page header ... | "
245,band,ремешок,NOUN,NOUN,NOUN,"strap | band | wrist strap | thong | lanyard | watchband | Genuine leather band, durable and comfortable to use | Adjustable carrying band, waist band | ... watch with genuine leather band | ... quartz watch with genuine leather band | - High quality leather band, comfortable to wear; | Luxury Automatic Mechanical Calendar Leather Band Casual Women's Watch | 2 x Silicone band buckle | ... Steel Watch with Leather Band | "
246,band,оркестр,NOUN,NOUN,NOUN,"orchestra | band | orkestr | That band's not awfully good, is it? | She hired the same band, the same photographer. | You have a band? | And the band starts to play. | Think you could recruit the jazz band? | We have an excellent band. | There was a band playing in his heart and ... | ... the village hall, the salsa band. | This hotel, this terrace, this band. | The whole regimental band is coming down the street! | Whereas this band we all listen to. | A brass band under a wig. | He said that, a tuba band was playing. | There's a high school band there. | One band, one sound. | "
247,band,банда,NOUN,NOUN,NOUN,"gang | band | banda | mob | The band is back together. | It would take a band of pirates to keep me on ... | ... how do you feel about the band getting back together? | It's not my band. | ... so if there's a band of them here | The word ""band"" would be, in this ... | "
248,band,коллектив,NOUN,NOUN,NOUN,"team | collective | band | Together they form a band, closely knit on ... | In a short time the band managed to find its audience ... | Ten years later the band decided to publish some ... | "
249,band,внешнего,NOUN,NOUN,NOUN,external | foreign | outside | outer | band | ambient | 
250,order,заказ,NOUN,NOUN,NOUN,order | booking | ordering | reservation | Are you folks ready to order? | We will deliver your order in a short time. | Quick order this model. | Can someone take our order? | Repair of clothing on order. | You are ready to make the order? | Your order will ship once we have received your payment. | Which package will be delivered to my order? | You will receive a second email when your order ships. | We are basically running to order now. | Hope this can avail you to place the order. | Your order will be shipped to the address you specify. | You can also cancel your order. | Order amount of this product is limited. | Select new renewal order. | 
251,order,порядок,NOUN,NOUN,NOUN,order | procedure | Order in my court! | Does drive order matter? | I put things in order. | Order is based on the child's end time. | I want order in this court. | The order of data entry depends on you! | The usual sort order is used to determine the minimum. | The plugin allows choosing the order of your contacts. | The selection order is very important. | Please specify a different sort order and save again. | An organization for a new world order. | First we need to get your affairs in order. | You should put an order in your head. | Assigns a draw order to selected hatches or fills. | Give me a chance to get our affairs in order. | 
252,order,заказать,VERB,VERB,VERB,order | enjoy | book | request | arrange | booked | served | Guests can order a drink at the bar. | When did you order these? | Guests can order their drinks at the hotel´s bar. | I just want to order a pizza. | Order up a dumpster and dispose of this trash. | Guests can also order refreshments or drinks at the bar. | What do you want to order? | Guests can order a breakfast service or welcome package. | I plan to order a few more from you. | You can order the portrait of our team. | Order should be with you anytime now. | Guests can also order room service. | Should we order the vaccine? | Guests can also order room service. | Are you going to want to order food? | 
253,order,того,NOUN,NOUN,NOUN,"the | order | In order to fix her. | In order to better evaluate your work. | Find collectibles objects in order to get a special achievement. | Move the numbers in order to solve the puzzle. | In order to have money a person must work. | All forms exist in order to express truth. | The construct must be closed in order to delete it. | And in order to find those solutions. | In order to win be patient as a ninja. | Sometimes you have to serve in order to lead. | In order to deliver the medication through the skin, ... | In order to score a goal you will need to set ... | In order to look much more ... | In order to destroy a monster ... | In order to avoid such programs ... | "
254,order,ордера,NOUN,NOUN,NOUN,"order | warrant | Opening a market order or placing a pending one. | Order price will be changed instantly. | Not without a court order, we're not! | This type of order allows you to control the price ... | ... there is a rather long signal for opening an order. | ... foster parents moved to get a restraining order this morning. | ... for getting properties of a pending order. | ... will result in opening an order at the current rate. | ... and in color level order. | ... simply modify the existing order by changing the price value. | ... to close a previously opened order. | ... includes order's loss and order's commission. | ... designing new social, cultural and political order. | ... indicated when entering the order due to a change in market ... | ... specificity occurs when one order is closed using another ... | "
255,order,приказ,NOUN,NOUN,NOUN,"order | decree | The order specifies midnight. | Against his order is not subject to appeal. | Madam president, what's your first order of business? | I was obeying a direct order, remember? | An order can not. | We shall leave on my order. | When did you receive the order? | Apparently the vice president gave the order. | Put the speaker down, that's an order. | And that, by the way, is an order. | Your order's just come through. | Was it a written order or by telephone? | Did you just give me an order? | I give the order to strike. | I signed the order myself. | "
256,order,тем,NOUN,NOUN,NOUN,"the | order | This helps to determine the order to move on. | There are several points of order today. | A logo will appear on each order page to ensure that ... | Test in order to teach, not in order ... | ... using a valid address in order to get an account. | ... the player has to change character in order to progress. | ... follow the movement in order to train safely and learn. | ... inside and pack in order in the carton. | ... order to teach, not in order to contest. | ... order by name and order of recommendations. | ... objects and scene, in order to achieve the regulation and ... | ... and site interactions in order to offer better site experiences and ... | ... and duration, in order to prevent changes in the colour ... | ... and its requirements in order to fully appreciate its fragrance ... | ... segment labels to the alignment in order to convert them as ... | "
257,order,распоряжение,NOUN,NOUN,NOUN,"order | disposal | instruction | directive | decree | ordinance | I only put the order in yesterday. | I gave the order form column on the northern entrance. | Then you get a court order. | Enough to give the order to the bank, and every ... | Well, that will be my order, then. | I have signed a relevant order. | payment order may be revoked only by the mutual consent | The Order was a new incentive to the strengthening material and ... | ... you know what it's like executive order | - Order regarding the fuel consumption standard | 3. This Order comes into effect from the day signed | Comments Off on Executive order makes industrial hemp legal | - Order regarding a leave for child care | The Investor can submit an order about the purchase or | - Order regarding the establishment of an inventory commission | "
258,order,целях,NOUN,NOUN,NOUN,"purposes | order | goals | objectives | In order to development of international trade , expansion overseas market ... | In order to create a peaceful and relaxed ambience, ... | In order to better integrate corridor modeling with site grading ... | In order to investigate the competitive advantages and ... | In order to end the procedure, you have ... | In order to protect the waste form ... | In order to maximize thickness and ... | In order to facilitate the surfing, the web site presents ... | In order to promote child care ... | In order to explore each of the islands thoroughly, you ... | In order to protect our customer's investments, we use ... | In order to strengthen support of the countries in special ... | In order to avoid errors from the layer to remove all ... | It was created in order to preserve the unique natural forests ... | In order to save time and energy ... | "
259,order,последовательности,NOUN,NOUN,NOUN,sequence | order | series | consistency | sequencing | succession | In that exact order. | Hopefully not in that order. | You can select entities in any order. | Moves objects to top of draw order. | Moves the selected point group down in the display order. | You can apply constraints in any order. | Moves the selected point group up in the display order. | In which order are group policies applied? | Not necessarily in that order. | These steps must be performed in the order listed. | Not always in that order. | Moves objects above target in draw order. | Identify and change the order in which features are created. | Set the priority order in which the job sessions initiate. | Parentheses can be used to control the order of processing. | 
260,hot,горячие,ADJ,ADJ,ADJ,"hot | hottest | warm | discount | Hot food and beverages are offered nightly. | The guys are super hot this year. | The property serves hot drinks throughout the day. | Think we're supposed to get hot towels. | It includes jams, cereal and hot and cold drinks. | It includes hot drinks, croissants and pastries. | It includes hot and cold drinks and pastries. | The hotel's café serves hot drinks and snacks. | Breakfast includes homemade cakes and hot drinks. | Chocolate and hot croissants, just like in a hotel. | The bar serves a variety of hot and cold beverages. | Hot and cold drinks are also served. | They have natural hot springs. | It includes hot drinks, croissants and homemade pastries. | It serves a daily breakfast with fruits and hot meals. | "
261,hot,гидромассажная,NOUN,NOUN,NOUN,hot | spa | hydro massage | whirlpool | Some rooms feature a hot tub. | Select rooms offer a balcony and a hot tub. | An indoor pool and hot tub are included on site. | The indoor pool features a hot tub. | Some rooms offer a hot tub or a spa bath. | Some have a hot tub too. | Guests can relax in the sauna or the hot tub. | Some have a balcony or a hot tub. | Some apartments also include a hot tub. | It features an indoor pool and hot tub. | The hotel has a hot tub. | Select rooms offer a hot tub. | The suites are complete with a hot tub. | The suites also come with a hot tub. | Some rooms offer a private balcony or hot tub. | 
262,hot,жарко,ADJ,ADJ,ADJ,"hot | fries | It was too hot to eat outside. | It was just so hot today. | The room was hot with bodies. | Too hot for me. | Is that why it's so hot in here? | It has to be hot off the press. | Heating is too strong and rooms are hot. | Got to say, that was kind of hot. | The vault was like a hot house. | It was hot that day. | I was hot doing the opening. | Is it me or is it hot in here? | They think it's hot now? | I mean, it is hot. | It was very hot while played football in the alley. | "
263,hot,хот,ADJ,ADJ,ADJ,"hot | chili | Eat a hot dog. | Which apparently is selling hot dogs? | Hot rod was our last outlet. | How did you like your hot dog? | We have hot dogs. | You want a hot dog? | Want a hot dog? | I would like a hot dog, please. | You need a hot dog. | Enjoying the hot dog? | You like hot dogs, right? | Eat the hot dog. | Thanks for the hot dog. | It comes with hot dog privileges. | I want a hot dog. | "
264,hot,гидромассажную,ADJ,ADJ,ADJ,"hot | hydromassage | A fitness centre and a hot tub are also available. | Guests can relax in the sauna or hot tub. | The hotel has a indoor pool and hot tub. | Hot tubs can be hired. | Other facilities offered include a hot tub and meeting facilities. | Facilities include a solarium and a hot tub. | Relaxation options include a bookable hot tub. | There is a hot tub in the communal areas. | Guests can relax in the hot tub and sauna. | It also offers a hot tub, hammam and sauna. | There is also a steam bath and hot tub. | Guests can use a hot tub, saunas or ... | Guests can relax in the hot tub or exercise in ... | Guests can relax in the hot tub and the sauna or ... | Relax in the inn's hot tub, or sit ... | "
265,hot,пышные,ADJ,ADJ,ADJ,hot | lush | curvy | chubby | luxuriant | 
266,hot,секси,ADJ,ADJ,ADJ,"sexy | hot | And you look hot. | Not even if she's hot? | You are a hot mama. | And she is indeed hot. | How about that hot picture you have by your desk? | She was hot, a lot of leather. | How hot is that? | Thanks officer hot and officer hotter. | Your dad is hot. | They wear hot pants. | ... who takes off her glasses, and she's hot. | ... he probably just thinks you're really hot. | You can, 'cause you're hot. | So she's hot. | What if she's hot? | "
267,fly,летать,VERB,VERB,VERB,"fly | flying | Maybe you can fly. | You can fly, you can fly. | You can fly, you can fly. | Can all vampires fly? | Touch anywhere to jump and fly. | So you want to fly, huh? | All he wants is to fly. | And now you can fly too. | You have to fly through intense battlefield and survive! | And them as can fly. | These were people and animals who liked to fly. | And not all pilots have to fly. | Of course i'll fly again. | You need to fly, and that. | You can fly, you can. | "
268,fly,полететь,VERB,VERB,VERB,"fly | I could fly over for a few days. | Can we fly somewhere with a beach? | Within a few days, it can feed and fly. | I can fly there directly from here. | And you got me to fly. | We should fly into a different country. | You cannot fly this plane. | Within a few days, it can feed and fly. | I think they're ready to fly now. | One of us has to fly! | Or we could fly. | We can fly to the moon if you want to. | My dear councillor, they made him fly. | ... the people who can fly. | ... she eats meat, she could fly to the moon. | "
269,fly,лету,NOUN,NOUN,NOUN,"fly | oblivion | Optimize all of it on the fly. | Calculate balance on the fly. | Can we edit it on the fly? | It is on the fly will need to adjust the power ... | Check your site stats on the fly while viewing and responding ... | ... add new key files on the fly. | ... have to be ready to adjust tactics on the fly. | ... ready to change tactics on the fly. | ... can buy them on the fly without leaving the battlefield. | ... you can change the data on the fly. | ... of entries in the log on the fly. | ... this had to be on the fly. | ... to determine each line or space on the fly. | ... your blog on the fly directly from the app interface with ... | ... mail filters on the fly, by dragging and dropping mails ... | "
270,fly,муха,NOUN,NOUN,NOUN,"fly | mucha | mukha | poux | He walks around like a fly without a head. | A fly saved my life. | That fly is your magic wand. | My my my, the spider and the fly. | I understand that the fly is a serious thing. | There was a fly, and now it's gone. | Is that a fly or a bee? | Oh no, only a fly's buzzing here. | A fly that bites you and you sleep. | The tsetse fly has bitten you? | This fly is a major problem for us. | ... it was the sixth fly he'd caught this evening ... | A fly comes and sits on ... | ... , he couldn't hurt a fly if he wanted to. | Let's say it's a fly. | "
271,fly,пролететь,VERB,VERB,VERB,"fly | We have to fly over. | Did you ever want to fly through a canyon? | ... of the game is to fly a maximum distance and ... | Help this unmanageable bird fly as far as possible ... | ... the helicopter, which must fly through the steam and press ... | Our task — to fly across the location with its rich ... | ... long as I don't have to fly through it. | ... Line Routes 34 Sportspeople Fly like a bird... | ... just loaning you a chopper to fly from point ""A ... | "
272,fly,облет,VERB,VERB,VERB,fly | surfaces fly through;fly through for surfaces | surfaces fly through;fly through for surfaces | * Children can virtually fly through the different body systems. | ... Other Navigations Modes {1} Fly (7). | 
273,fly,вылететь,VERB,VERB,VERB,fly | So we're going to have to fly back. | Maybe it's time for her to fly the coop. | ... very necessary that would fly into space. | I can't even fly out of a window. | I can't even fly out of a window. | ... it to be vain to fly from the rifle he will ... | ... unlocked where you will help Findus fly out to space! | 
274,fly,улететь,VERB,VERB,VERB,"fly | flee | At night we can fly? | We were supposed to fly out today. | She just wanted to fly away. | I wish for a bird that can't fly away. | We might be able to fly it! | He had to fly to an art opening. | Fly away from the main base ... | You can fly away and leave all your burdens and ... | ... hungry birds with fruits and enable them to fly away ! | ... so that the boxes can fly to green zone. | ... your life, so they could fly. | ... where an urgent needs to fly, and the plane tickets ... | Were you going to help her fly away? | Do not let the kite fly away! | You let your friend fly away with your suit. | "
275,fly,покупать,VERB,VERB,VERB,buy | buying | purchase | fly | Do you want to fly the other 3? | we can't all fly all the way back to ... | ... on seesaw and make him fly. | 
276,fly,перелет,VERB,VERB,VERB,"flight | fly | hop | If you fly from abroad, then these documents ... | Airlines that fly to Rhodes and offer competitive return airfares ... | Try these alternatives - fly to Copenhagen from. ... | "
277,lie,лежат,VERB,VERB,VERB,"lie | lay | underlie | These opportunities lie all around us. | All points lie on the same circle. | The highlighted lines lie on the axis. | Your talents lie elsewhere, wendell. | My parents lie here. | The indicated points lie on a line! | The fit points lie on the line, and the control ... | If prices lie below two or more ... | They do not lie awake in the dark ... | Serpents with long bodies lie at the base of each step ... | ... that first he took me to lie there. | ... see map features that lie underneath the layer. | ... you knew what books lie by my bed. | ... circle on which the two points lie. | ... treasures of truth do not always lie on the surface. | "
278,lie,ложь,NOUN,NOUN,NOUN,"lie | false | lying | falsehood | My life is a lie. | For example, tell me a lie. | That lie won't play well in court. | Every day is a lie. | But it's a gateway lie. | It is a lie or not ? | Whatever he said is a lie. | How big of a lie? | In particular, both clearly distinguish lie from truth. | A lie for the greater good. | So that's the first lie. | Her lie reflected my lie. | Of course that's a lie. | Whatever he says will be a lie. | That is a lie. | "
279,lie,лгать,VERB,VERB,VERB,lie | lying | liar | Shame to lie to her. | And make them lie. | Why did you feel the need to lie? | I cannot lie for you anymore. | Then why lie about being asleep? | And lie to their faces. | Why would he lie about that? | And why would she lie about it? | They will lie to you. | Please tell me you didn't learn how to lie. | I told you not to lie. | I actually didn't want to lie that time. | I just can't lie to you. | And why would she lie about it? | How dare you lie to me? | 
280,lie,врать,VERB,VERB,VERB,"lie | lying | liar | Why did she lie about calling him? | I can never lie to my dad. | Why would anyone lie? | And this anonymous source wouldn't have any reason to lie? | I will not lie to you. | Why would you lie about that? | So why did you lie? | Why would he lie? | Why lie about it? | I mean, why would she lie like that? | I thought you said you couldn't lie. | I told you not to lie. | Why would you lie about such a thing? | How about not lie? | You got no reason to lie, have you? | "
281,lie,лгут,VERB,VERB,VERB,"lie | Even if people lie, it's not fatal! | If they lie to me, they don't respect me. | She can bring people in to lie for her. | What if they lie? | Most people lie to avoid suspicion. | There are people who don't lie. | At least they don't lie to each other. | They lie about it today. | Is that what they do, then, lie? | I do not like it when people lie to me. | People like this lie in order to make themselves valuable. | They lie when they say they want to help us. | I wonder why people lie. | Do all of you lie? | They lie to get what they want. | "
282,lie,лжи,NOUN,NOUN,NOUN,"lies | lie | lying | falsehood | deception | telling lies | deceit | Peace based on a lie. | How could you think you could live a lie? | You might as well know the rest of the lie. | Not when we're living a lie. | Too good a man to lie. | I was living a lie. | I need to talk to you about a lie. | When we first started the lie. | Then this lie detector test will prove it. | I was sick of living a lie. | It was based on a lie! | That we would be forced to live a lie. | He passed the lie detection. | And instead they're used to cheat, lie. | They just find new ways to lie. | "
