,en,ru,fr
3953,curabilities,возможностями,possibilité
3954,curabilities,возможностями,compétence
3955,curabilities,потенциалов,capacité
3956,curabilities,потенциалов,moyen
3957,curabilities,потенциалом,potentiel
3958,curabilities,способности,capacité
3959,curabilities,способности,moyen
3960,curabilities,способности,possibilité
3961,curabilities,способности,faculté
3962,curabilities,возможностях,capacité
3963,curabilities,возможностях,moyen
3964,curabilities,возможностях,possibilité
3965,curabilities,способностей,capacité
3966,curabilities,способностей,compétence
3967,curabilities,способностей,faculté
3968,curabilities,средств,moyen
3969,curabilities,средств,ressource
3970,curabilities,потенциале,capacité
3971,curabilities,возможностям,no_equality
3972,curabilities,потенциалы,capacité
3973,curabilities,средства,moyen
3974,meliorate,улучшить,améliorer
3975,eyewitnesses,очевидцев,témoins oculaires
3976,eyewitnesses,очевидцев,témoin oculaire
3977,eyewitnesses,очевидцев,témoignages oculaires
3978,eyewitnesses,свидетелей,no_equality
3979,eyewitnesses,очевидцы,no_equality
3980,eyewitnesses,свидетели,no_equality
3981,eyewitnesses,очевидцами,no_equality
3982,eyewitnesses,свидетелями,no_equality
3983,eyewitnesses,свидетеля,no_equality
3984,eyewitnesses,очевидцам,no_equality
3985,eyewitnesses,свидетелей-очевидцев,témoins oculaires
3986,eyewitnesses,свидетелей-очевидцев,témoignages oculaires
3987,convivially,дружеский,no_equality
3988,Zambian,замбийский,zambien
3989,Zambian,замбии,zambien
3990,Zambian,замбии,zambie
3991,Zambian,замбийскими,no_equality
3992,Zambian,замбийскому,no_equality
3993,Zambian,замбийском,no_equality
3994,Zambian,замбией,zambie
3995,leniently,снисходительно,no_equality
3996,leniently,мягко,no_equality
3997,impressible,впечатлительный,impressionnable
3998,prosaically,прозаично,no_equality
3999,begin,начинать,commencer
4000,begin,начинать,débuter
4001,begin,начинать,entamer
4002,begin,начинать,entreprendre
4003,begin,начинать,amorcer
4004,begin,начинать,engager
4005,begin,начинать,lancer
4006,begin,начинать,démarrer
4007,begin,начинать,ouvrir
4008,begin,наступить,no_equality
4009,begin,пойти,partir
4010,begin,пойти,prendre
4011,begin,положить начало,commencer
4012,exemplification,пояснение примером,no_equality
4013,exemplification,иллюстративный пример,no_equality
4014,delicacies,деликатесы,no_equality
4015,delicacies,деликатесов,no_equality
4016,delicacies,деликатесами,no_equality
4017,delicacies,кухни,cuisine
4018,delicacies,лакомства,friandise
4019,eukaryotic,эукариотических,no_equality
4020,rotund,пухлый,rondelet
4021,rotund,пухлый,potelé
4022,rotund,круглый,rond
4023,rotund,полный,no_equality
4024,colloidally,коллоидных,no_equality
4025,colloidally,коллоидное,no_equality
4026,colloidally,коллоидного,no_equality
4027,colloidally,коллоидная,no_equality
4028,colloidally,коллоидные,no_equality
4029,capsules,капсулы,capsule
4030,capsules,капсулы,gélule
4031,capsules,капсул,capsule
4032,capsules,капсулах,capsule
4033,capsules,капсулами,no_equality
4034,funky,вонючий,no_equality
4035,funky,клёвый,no_equality
4036,funky,фанки,funky
4037,funky,трусливую,no_equality
4038,funky,трусливая,funky
4039,funky,забавных,drôle
4040,funky,прикольные,drôle
4041,funky,"""фанк""",no_equality
4042,funky,funky,no_equality
4043,funky,воняет,no_equality
4044,funky,прикольно,drôle
4045,funky,моднявый,no_equality
4046,funky,оригинальное звучание,no_equality
4047,funky,зажигают,no_equality
4048,purposes,целей,fin
4049,purposes,целей,objectif
4050,purposes,целей,besoin
4051,purposes,целей,but
4052,purposes,целей,raison
4053,purposes,целей,usage
4054,purposes,целей,objet
4055,purposes,целях,objectif
4056,purposes,цели,fin
4057,purposes,цели,objectif
4058,purposes,цели,but
4059,purposes,цели,titre
4060,purposes,цели,sens
4061,purposes,цели,objet
4062,purposes,целям,no_equality
4063,purposes,целями,fin
4064,purposes,целями,objectif
4065,purposes,целями,but
4066,purposes,целями,objet
4067,purposes,задач,objectif
4068,purposes,задач,but
4069,purposes,задач,activité
4070,purposes,назначения,no_equality
4071,purposes,нужд,fin
4072,purposes,нужд,besoin
4073,purposes,нужд,usage
4074,purposes,соображениям,raison
4075,purposes,целью,objectif
4076,purposes,целью,objet
4077,purposes,использования,application
4078,purposes,использования,usage
4079,purposes,проведения,no_equality
4080,purposes,деятельности,activité
4081,purposes,обеспечения,no_equality
4082,purposes,мотивам,no_equality
4083,dangerously,опасно,dangereusement
4084,dangerously,опасной близости,dangereusement
4085,dangerously,опасной близости,dangereuse
4086,dangerously,опасной близости,dangereux
4087,dangerously,угрожающе,no_equality
4088,dangerously,опасным,no_equality
4089,dangerously,опасному,no_equality
4090,dangerously,опасное,no_equality
4091,dangerously,опасный,no_equality
4092,dangerously,опасности,no_equality
4093,dangerously,опасность,no_equality
4094,dangerously,опасная,no_equality
4095,boogers,козявки,no_equality
4096,boogers,сопли,crottes de nez
4097,boogers,сопли,morve
4098,boogers,козявок,no_equality
4099,boogers,соплями,no_equality
4100,boogers,соплей,no_equality
4101,boogers,соплю,morve
4102,boogers,козявками,no_equality
4103,controversies,противоречий,différend
4104,controversies,противоречия,no_equality
4105,controversies,споры,différend
4106,controversies,споры,litige
4107,controversies,споров,controverse
4108,controversies,споров,différend
4109,controversies,споров,litige
4110,controversies,разногласия,différend
4111,controversies,разногласий,différend
4112,controversies,спорах,controverse
4113,controversies,спорах,différend
4114,controversies,спорах,litige
4115,controversies,разногласиях,différend
4116,controversies,полемика,controverse
4117,controversies,полемика,polémique
4118,controversies,спорами,controverse
4119,controversies,спорами,différend
4120,controversies,спорами,litige
4121,controversies,разногласиям,controverse
4122,controversies,спорных вопросов,controverse
4123,controversies,противоречиях,no_equality
4124,controversies,противоречиями,no_equality
4125,controversies,противоречивые мнения,no_equality
4126,tenancies,аренду,location
4127,tenancies,вопросам аренды,bau
4128,tenancies,аренда,location
4129,tenancies,об аренде,location
4130,tenancies,об аренде,bail
4131,tenancies,найме,no_equality
4132,tenancies,аренды жилья,no_equality
4133,nestling,птенчик,oisillon
4134,nestling,птенец,oisillon
4135,capably,умело,avec compétence
4136,capably,умело,habilement
4137,capably,компетентно,avec compétence
4138,capably,умелое,no_equality
4139,capably,профессионально реагировали,no_equality
4140,journalism,журналистика,journalisme
4141,journalism,пресса,presse
4142,journalism,профессия журналиста,journaliste
4143,journalism,журнализм,no_equality
4144,journalism,журналистская деятельность,no_equality
4145,journalism,журналистка,journaliste
4146,journalism,журналистский,no_equality
4147,fatalist,фаталист,fataliste
4148,fatalist,фаталистка,no_equality
4149,fatalist,фаталистом,fataliste
4150,intuitively,интуитивно,intuitivement
4151,intuitively,интуитивно,intuitif
4152,intuitively,интуитивно,instinctivement
4153,headphone,наушники,casque
4154,headphone,наушники,écouteur
4155,headphone,наушник,écouteur
4156,obstetricss,акушерство,obstétrique
4157,obstetricss,родовспоможение,no_equality
4158,obstetricss,акушерской,obstétrique
4159,obstetricss,акушерской,obstétricale
4160,obstetricss,акушерские,no_equality
4161,obstetricss,акушерско-гинекологических,no_equality
4162,obstetricss,гинекологии,no_equality
4163,typhoons,тайфуны,typhon
4164,typhoons,тайфунов,typhon
4165,typhoons,тайфунами,no_equality
4166,dialing,набор,composition
4167,dialing,дозвон,no_equality
4168,dialing,номера,numérotation
4169,dialing,номера,numéro
4170,dialing,набрав,no_equality
4171,dialing,звонишь,no_equality
4172,dialing,набрать,no_equality
4173,dialing,набирать номер,no_equality
4174,dialing,соединением,no_equality
4175,dialing,набирала,no_equality
4176,dialing,набираешь,no_equality
4177,dialing,набирая,no_equality
4178,dialing,набирает номер,numéro
4179,dialing,соединения,no_equality
4180,diversities,различий,diversité
4181,diversities,различий,différence
4182,diversities,разнообразия,diversité
4183,diversities,различия,diversité
4184,diversities,различия,différence
4185,diversities,разнообразие,diversité
4186,diversities,многообразие,diversité
4187,diversities,многообразия,diversité
4188,diversities,многообразия,différence
4189,diversities,многообразии,diversité
4190,diversities,различиями,différence
4191,diversities,самобытности,no_equality
4192,scintilla,искра,étincelle
4193,scintilla,крупица,no_equality
4194,scintilla,малая толика,no_equality
4195,cowered,съежился,no_equality
4196,proscriptions,запретов,no_equality
4197,proscriptions,запреты,no_equality
4198,unkindness,недоброжелательности,no_equality
4199,unkindness,враждебностью,no_equality
4200,panellists,участники дискуссии,intervenant
4201,panellists,участники дискуссионной группы,table ronde
4202,panellists,участники дискуссионной группы,panel
4203,panellists,участников дискуссии,intervenant
4204,panellists,эксперты,expert
4205,panellists,эксперты,spécialiste
4206,panellists,члены группы,no_equality
4207,panellists,участники обсуждения,no_equality
4208,panellists,члены дискуссионной группы,table ronde
4209,panellists,члены дискуссионной группы,panel
4210,panellists,экспертов,expert
4211,panellists,экспертов,spécialiste
4212,panellists,докладчиков,intervenant
4213,panellists,докладчиков,conférencier
4214,panellists,докладчиков,orateur
4215,panellists,докладчики,intervenant
4216,panellists,докладчики,conférencier
4217,panellists,докладчики,orateur
4218,panellists,участников дискуссионной группы,table ronde
4219,panellists,участников дискуссионной группы,panel
4220,panellists,члены групп,no_equality
4221,panellists,членов дискуссионной группы,table ronde
4222,panellists,членов дискуссионной группы,panel
4223,panellists,участников группового обсуждения,table ronde
4224,panellists,членов групп,no_equality
4225,gyration,циркуляция,no_equality
4226,paralyzed,парализован,paralysé
4227,paralyzed,парализован,paralysie
4228,paralyzed,парализован,paralytique
4229,paralyzed,парализована,paralysie
4230,paralyzed,парализовало,no_equality
4231,paralyzed,парализованы,paralysé
4232,paralyzed,парализованным,paralysé
4233,paralyzed,парализованным,paralysie
4234,paralyzed,парализованным,paralyser
4235,paralyzed,парализованной,paralysé
4236,paralyzed,парализованной,paralysie
4237,paralyzed,парализует,no_equality
4238,paralyzed,парализованный,paralysé
4239,paralyzed,парализовал,no_equality
4240,paralyzed,парализовать,no_equality
4241,paralyzed,парализовано,paralysé
4242,paralyzed,парализовали,paralysent
4243,paralyzed,парализованных,no_equality
4244,paralyzed,парализованными,no_equality
4245,symbolized,символизирует,no_equality
4246,symbolized,символизировал,symbolisait
4247,symbolized,символизировала,no_equality
4248,symbolized,символизируют,symbolisent
4249,symbolized,символизировало,no_equality
4250,symbolized,является символом,no_equality
4251,symbolized,символизировали,no_equality
4252,symbolized,символом которого является,symbole
4253,symbolized,символами,symbole
4254,truly,действительно,vraiment
4255,truly,действительно,réellement
4256,truly,действительно,sincèrement
4257,truly,действительно,bien
4258,truly,действительно,très
4259,truly,действительно,vrai
4260,truly,действительно,effectivement
4261,truly,действительно,véritablement
4262,truly,поистине,vraiment
4263,truly,поистине,réellement
4264,truly,поистине,authentiquement
4265,truly,поистине,effectivement
4266,truly,поистине,véritablement
4267,truly,подлинно,réellement
4268,truly,подлинно,authentiquement
4269,truly,подлинно,véritablement
4270,truly,искренне,vraiment
4271,truly,искренне,réellement
4272,truly,искренне,sincèrement
4273,truly,искренне,franchement
4274,truly,искренне,véritablement
4275,truly,истинно,réellement
4276,truly,истинно,sincèrement
4277,truly,истинно,véritablement
4278,truly,истинно,en vérité
4279,truly,реально,vraiment
4280,truly,реально,réellement
4281,truly,реально,très
4282,truly,реально,vrai
4283,truly,реально,effectivement
4284,truly,реально,véritablement
4285,truly,воистину,vraiment
4286,truly,воистину,réellement
4287,truly,воистину,en vérité
4288,truly,очень,vraiment
4289,truly,очень,bien
4290,truly,очень,très
4291,truly,полностью,vraiment
4292,truly,полностью,tout
4293,truly,честно,vraiment
4294,truly,честно,sincèrement
4295,truly,честно,franchement
4296,truly,вправду,vraiment
4297,truly,вправду,réellement
4298,truly,вправду,bien
4299,truly,по-настоящему,no_equality
4300,truly,правда,vraiment
4301,truly,правда,sincèrement
4302,truly,подлинной,no_equality
4303,truly,подлинного,no_equality
4304,truly,истинный,no_equality
4305,truly,правдиво,sincèrement
4306,truly,верно,bien
4307,truly,верно,fidèlement
4308,truly,на самом деле,vraiment
4309,truly,на самом деле,réellement
4310,truly,на самом деле,effectivement
4311,truly,на самом деле,en vérité
4312,impairers,нарушение,trouble
4313,impairers,зрением,no_equality
4314,impairers,недостатками,no_equality
4315,impairers,нарушены,no_equality
4316,impairers,подрывают,no_equality
4317,impairers,ограничивает,no_equality
4318,impairers,ограничена,no_equality
4319,impairers,нарушена,no_equality
4320,impairers,ущемлены,no_equality
4321,impairers,пострадала,no_equality
4322,impairers,обесценения,no_equality
4323,impairers,сказываются,no_equality
4324,impairers,подорвана,no_equality
4325,impairers,ущерба,no_equality
4326,impairers,дефектами зрения,no_equality
4327,preventative,превентивный,préventif
4328,preventative,профилактических,préventif
4329,preventative,профилактических,prophylactique
4330,preventative,профилактические,prophylactique
4331,preventative,профилактики,prévention
4332,preventative,профилактической,préventif
4333,preventative,профилактического,préventif
4334,preventative,профилактического,prophylactique
4335,preventative,профилактическое,préventif
4336,preventative,профилактическое,prophylactique
4337,preventative,профилактике,prévention
4338,preventative,профилактическая,préventif
4339,preventative,предупреждения,prévention
4340,preventative,профилактическую,préventif
4341,preventative,профилактическую,prophylactique
4342,reiterating,вновь заявляя о,réitérant
4343,reiterating,вновь подтверждая,réaffirmant
4344,reiterating,подтвердив,réaffirmé
4345,reiterating,подтвердить,réaffirmant
4346,reiterating,вновь выражая,no_equality
4347,reiterating,повторяя,réitérant
4348,reiterating,повторяя,reprenant
4349,reiterating,повторить,réitérer
4350,reiterating,повторить,réaffirmer
4351,reiterating,повторить,rappeler
4352,reiterating,повторить,répéter
4353,reiterating,вновь заявив о,no_equality
4354,reiterating,вновь заявить о,réitérer
4355,reiterating,вновь заявить о,réaffirmer
4356,reiterating,повторив,réitérant
4357,reiterating,подтверждением,réaffirmer
4358,reiterating,подтверждает,réaffirmer
4359,reiterating,подчеркивая,no_equality
4360,reiterating,подчеркнув,rappelant
4361,reiterating,повторением,répéter
4362,reiterating,повторением,répétant
4363,reiterating,повторение,répéter
4364,anthropometrical,антропометрический,no_equality
4365,cyclical,циклический,cyclique
4366,cyclical,конъюнктурный,no_equality
4367,cyclical,циклически,no_equality
4368,cyclical,циклический характер,no_equality
4369,skateboardings,скейтбординг,no_equality
4370,skateboardings,катание на скейтборде,no_equality
4371,skateboardings,скейтбординга,no_equality
4372,skateboardings,кататься на скейтборде,no_equality
4373,skateboardings,катался на скейте,no_equality
4374,skateboardings,скейтбординге,no_equality
4375,skateboardings,скейтбордингу,no_equality
4376,skateboardings,скейтбордингом,no_equality
4377,Freemasons,масоны,no_equality
4378,Freemasons,вольных каменщиков,no_equality
4379,Freemasons,франкмасонов,no_equality
4380,Freemasons,масонами,no_equality
4381,Freemasons,масон,franc-maçon
4382,Freemasons,масонам,no_equality
4383,Freemasons,вольные каменщики,no_equality
4384,coronation,коронация,couronnement
4385,coronation,коронационный,no_equality
4386,tethers,тросов,laisse
4387,tethers,тросы,no_equality
4388,tethers,привязным системам,no_equality
4389,tethers,страховочных фалов,no_equality
4390,viaducts,виадуков,no_equality
4391,viaducts,виадуки,no_equality
4392,serious,тяжкий,grave
4393,serious,серьёзный,sérieux
4394,serious,серьёзный,majeur
4395,serious,серьёзный,sévère
4396,serious,острый,grave
4397,serious,серьезные,sérieux
4398,serious,серьезные,grave
4399,serious,серьезные,important
4400,serious,серьезные,grand
4401,serious,серьезные,gros
4402,serious,серьезные,gravité
4403,serious,серьезные,très
4404,serious,серьезных,sérieux
4405,serious,серьезных,grave
4406,serious,серьезных,important
4407,serious,серьезных,grand
4408,serious,серьезных,majeur
4409,serious,серьезных,gravité
4410,serious,серьезную,sérieux
4411,serious,серьезную,grave
4412,serious,серьезную,important
4413,serious,серьезную,grand
4414,serious,серьезную,majeur
4415,serious,серьезную,profonde
4416,serious,серьезную,considérable
4417,serious,серьезную,gravité
4418,serious,серьезной,sérieux
4419,serious,серьезной,grave
4420,serious,серьезной,important
4421,serious,серьезной,grand
4422,serious,серьезной,gravité
4423,serious,серьезным,sérieux
4424,serious,серьезным,grave
4425,serious,серьезным,important
4426,serious,серьезным,grand
4427,serious,серьезным,majeur
4428,serious,серьезным,sévère
4429,serious,серьезным,gravité
4430,serious,серьезными,sérieux
4431,serious,серьезными,grave
4432,serious,серьезными,important
4433,serious,серьезными,grand
4434,serious,серьезными,gravité
4435,serious,серьезное,sérieux
4436,serious,серьезное,grave
4437,serious,серьезное,important
4438,serious,серьезное,gros
4439,serious,серьезное,majeur
4440,serious,серьезное,profonde
4441,serious,серьезное,considérable
4442,serious,серьезное,gravité
4443,serious,серьезного,sérieux
4444,serious,серьезная,sérieux
4445,serious,серьезная,grave
4446,serious,серьезная,important
4447,serious,серьезная,grand
4448,serious,серьезная,majeur
4449,serious,серьезная,considérable
4450,serious,серьезная,gravité
4451,serious,серьезному,sérieux
4452,serious,серьезному,grave
4453,serious,серьезному,gravité
4454,serious,серьезном,sérieux
4455,serious,серьезном,grave
4456,serious,серьезном,gravité
4457,serious,серьезность,no_equality
4458,serious,нешуточный,no_equality
4459,parrying,отражение,no_equality
4460,devotees,преданные,fidèle
4461,devotees,преданные,dévoués
4462,devotees,приверженцев,fidèle
4463,devotees,приверженцев,adepte
4464,devotees,приверженцев,disciple
4465,devotees,приверженцев,partisan
4466,devotees,последователи,no_equality
4467,devotees,кришнаитов,no_equality
4468,affixing,прикрепление,no_equality
4469,affixing,наложения,no_equality
4470,affixing,проставления знака,apposition
4471,affixing,проставления знака,apposer
4472,affixing,нанесения,apposition
4473,affixing,размещению,no_equality
4474,affixing,маркировки,no_equality
4475,affixing,наложение,no_equality
4476,affixing,нанесение,apposition
4477,rain,дождь,pluie
4478,rain,дождь,averse
4479,rain,дождь,rain
4480,rain,ливень,pluie
4481,rain,ливень,averse
4482,rain,ливень,déluge
4483,rain,дождик,pluie
4484,rain,дождевой,pluie
4485,rain,идет дождь,pleuvoir
4486,rain,осадков,pluie
4487,rain,осадков,pluviométrie
4488,rain,тропические,no_equality
4489,rain,рейн,no_equality
4490,rain,идти дождь,pleuvoir
4491,rain,осадками,no_equality
4492,rain,рэйн,rain
4493,homogeneity,однородность,homogénéité
4494,homogeneity,гомогенность,no_equality
4495,homogeneity,единообразия,homogénéité
4496,homogeneity,единообразия,uniformité
4497,homogeneity,гомогенности,no_equality
4498,homogeneity,однородного,no_equality
4499,homogeneity,однородна,no_equality
4500,homogeneity,единообразие,uniformité
4501,seats,мест,siège
4502,seats,мест,place
4503,seats,места,siège
4504,seats,членов,siège
4505,seats,сидений,places assises
4506,seats,сиденья,siège
4507,seats,сиденья,banquette
4508,seats,местах,assis
4509,seats,сиденьях,places assises
4510,seats,кресла,fauteuil
4511,seats,сиденьями,siège
4512,seats,сидения,siège
4513,seats,сидения,banquette
4514,seats,депутатов,siège
4515,seats,должностей,siège
4516,seats,билеты,place
4517,seats,сиденьям,no_equality
4518,seats,местам,no_equality
4519,distances,расстояний,no_equality
4520,distances,расстояние,distance
4521,distances,расстояниях,distance
4522,distances,дистанции,distance
4523,distances,расстояниями,no_equality
4524,distances,большие расстояния,no_equality
4525,distances,удаленность,distance
4526,distances,удаленность,éloignement
4527,distances,удаленность,éloignés
4528,distances,удалении,distance
4529,distances,удалении,éloignement
4530,distances,дистанциях,no_equality
4531,distances,издалека,no_equality
4532,distances,удаленностью,distance
4533,distances,удаленностью,éloignement
4534,distances,протяженность,no_equality
4535,Aztecs,ацтеки,aztèque
4536,Aztecs,ацтеков,aztèque
4537,Aztecs,ацтеками,no_equality
4538,micas,мжсд,no_equality
4539,hitters,нападающих,attaquant
4540,neutralisation,нейтрализация,neutralisation
4541,neutralisation,нейтрализация,neutraliser
4542,sinew,сухожилие,tendon
4543,sinew,жилы,tendon
4544,sinew,жилка,no_equality
4545,sinew,мощь,force
4546,cosmetics,косметика,cosmétique
4547,cosmetics,косметика,produits de beauté
4548,cosmetics,косметика,produits cosmétiques
4549,cosmetics,косметика,maquillage
4550,cosmetics,косметики,cosmétique
4551,cosmetics,косметики,produits de beauté
4552,cosmetics,косметики,maquillage
4553,cosmetics,косметики,parfumerie
4554,cosmetics,косметику,cosmétique
4555,cosmetics,косметику,produits de beauté
4556,cosmetics,косметику,maquillage
4557,cosmetics,косметической,cosmétique
4558,cosmetics,косметике,no_equality
4559,cosmetics,косметических средств,no_equality
4560,cosmetics,косметикс,no_equality
4561,cosmetics,косметикой,maquillage
4562,cosmetics,косметические средства,no_equality
4563,cosmetics,косметологии,no_equality
4564,cosmetics,косметология,no_equality
4565,cosmetics,косметическая,no_equality
4566,saviors,спасители,no_equality
4567,saviors,спасителей,sauveur
4568,saviors,спасителями,no_equality
4569,saviors,спасителях,no_equality
4570,saviors,спасителям,sauveur
4571,oncological,онкологический,no_equality
4572,oncological,онкологическом,no_equality
4573,intervenes,вмешивается,no_equality
4574,intervenes,принимает меры,intervient
4575,intervenes,вмешается,intervient
4576,intervenes,вмешается,interviendra
4577,intervenes,вмешиваются,interviennent
4578,intervenes,осуществляет вмешательство,intervention
4579,intervenes,вторгается,no_equality
4580,intervenes,реагирует,no_equality
4581,intervenes,принимает участие,no_equality
4582,dermatology,дерматология,dermatologie
4583,dermatology,дерматологию,no_equality
4584,dermatology,кожно-венерологических,no_equality
4585,femurs,бедра,no_equality
4586,femurs,бедренные кости,no_equality
4587,femurs,бедренных костях,no_equality
4588,intellectually,интеллектуально,intellectuellement
4589,intellectually,умственно,intellectuellement
4590,intellectually,умственно,mentalement
4591,intellectually,интеллектуальном,no_equality
4592,intellectually,интеллектуального,no_equality
4593,intellectually,умозрительно,no_equality
4594,intellectually,умственными,intellectuel
4595,intellectually,умственными,mentalement
4596,intellectually,умом,no_equality
4597,doughy,рыхлый,no_equality
4598,generalise,обобщать,généraliser
4599,insured,застрахованный,assuré
4600,insured,обеспеченный,no_equality
4601,insured,застраховавшийся,no_equality
4602,insured,страхующийся,no_equality
4603,insured,застрахованное лицо,no_equality
4604,maltreat,плохо обращаться,maltraiter
4605,maltreat,жестоко обращаться,maltraiter
4606,maltreat,обвиненный,no_equality
4607,dampnesses,сырость,humidité
4608,dampnesses,влажности,humidité
4609,categorizing,категоризация,catégorisation
4610,leafage,листва,feuillage
4611,leafage,крона,no_equality
4612,cornflowers,васильки,no_equality
4613,temple,храм,temple
4614,temple,храм,sanctuaire
4615,temple,храм,synagogue
4616,temple,висок,tempe
4617,temple,темпла,temple
4618,temple,темпл,temple
4619,temple,храмовой,no_equality
4620,temple,храмовую,no_equality
4621,temple,храмовый,no_equality
4622,temple,синагогу,synagogue
4623,temple,синагоге,synagogue
4624,temple,тэмпл,temple
4625,temple,temple,no_equality
4626,temple,храмовая,no_equality
4627,constructs,конструкции,construction
4628,constructs,конструкции,structure
4629,constructs,строит,construit
4630,constructs,строит,construire
4631,constructs,концепций,concept
4632,constructs,конструкциями,no_equality
4633,constructs,построений,no_equality
4634,constructs,конструкциях,no_equality
4635,constructs,концепциями,concept
4636,constructs,конструкты,no_equality
4637,constructs,позволяет создать модель,no_equality
4638,constructs,конструктами,no_equality
4639,pollinators,опылителей,pollinisateurs
4640,pollinators,опылителях,no_equality
4641,pollinators,опылители,no_equality
4642,pollinators,опылителями,no_equality
4643,obtrudes,вторгается,no_equality
4644,steamers,пароварки,no_equality
4645,function,функция,fonction
4646,function,функция,fonctionnalité
4647,function,назначение,fonction
4648,function,деятельность,fonction
4649,function,деятельность,fonctionnement
4650,function,роль,fonction
4651,function,зависимость,no_equality
4652,function,должность,fonction
4653,function,должность,qualité
4654,function,функционировать,fonctionner
4655,function,функционировать,fonctionnel
4656,function,выполнять функции,servir
4657,function,функциональный,no_equality
4658,revalue,ревальвировать,no_equality
4659,revalue,переоценки,no_equality
4660,revalue,переоценка,no_equality
4661,revalue,переоценить,réévaluer
4662,ratifications,ратификаций,ratification
4663,ratifications,ратификационных грамот,ratification
4664,ratifications,ратификацию,ratification
4665,ratifications,ратификацию,ratifier
4666,ratifications,ратификация,ratification
4667,ratifications,ратификация,ratifié
4668,ratifications,ратификация,ratifier
4669,ratifications,государств,ratification
4670,ratifications,ратификацией,ratification
4671,ratifications,ратификацией,ratifier
4672,ratifications,ратифицировали,ratification
4673,ratifications,ратифицировали,ratifier
4674,ratifications,ратификациях,no_equality
4675,ratifications,ратификациям,no_equality
4676,ratifications,государствами,no_equality
4677,ratifications,случаев ратификации,ratification
4678,ratifications,случаев ратификации,ratifier
4679,ratifications,ратификационные грамоты,no_equality
4680,ratifications,ратифицирована,ratification
4681,ratifications,ратифицирована,ratifié
4682,ratifications,ратифицирован,ratification
4683,ratifications,актов ратификации,ratification
4684,ratifications,актов ратификации,ratifier
4685,percussion,ударные,no_equality
4686,percussion,перкуссия,no_equality
4687,percussion,сотрясение,percussion
4688,percussion,ударных,batterie
4689,percussion,соударения,no_equality
4690,percussion,перкуссию,no_equality
4691,percussion,капсюлей,no_equality
4692,relativistic,релятивистский,no_equality
4693,relativistic,релятивистские,no_equality
4694,radiancies,сияние,no_equality
4695,radiancies,великолепие,no_equality
4696,radiancies,блеск,no_equality
4697,radiancies,сиятельство,no_equality
4698,radiancies,излучение,no_equality
4699,unassailably,неопровержимый,no_equality
4700,unassailably,неприступной,no_equality
4701,unassailably,неуязвимым,no_equality
4702,unassailably,безупречной,no_equality
4703,approvingly,одобрительно,no_equality
4704,approvingly,с удовлетворением,no_equality
4705,pioneers,пионеров,pionnier
4706,pioneers,пионеры,pionnier
4707,pioneers,первопроходцами,pionnier
4708,pioneers,первопроходцев,no_equality
4709,pioneers,первопроходцы,pionnier
4710,pioneers,пионерами,pionnier
4711,pioneers,первооткрыватели,no_equality
4712,pioneers,первооткрывателями,no_equality
4713,pioneers,пропагандисты,no_equality
4714,pioneers,первооткрывателей,no_equality
4715,pioneers,пионерской,no_equality
4716,pioneers,новаторы,no_equality
4717,pioneers,пионерам,pionnier
4718,pioneers,первопроходцам,no_equality
4719,coupons,купоны,coupon
4720,coupons,купоны,ticket
4721,coupons,купонов,coupon
4722,coupons,купонами,coupon
4723,coupons,талонов,no_equality
4724,coupons,карточки,no_equality
4725,coupons,купонах,no_equality
4726,coupons,талоны на,coupon
4727,coupons,талоны на,ticket
4728,coupons,талоны на,rationnement
4729,velvety,бархатистый,no_equality
4730,velvety,бархатный,no_equality
4731,velvety,бархатистые,no_equality
4732,velvety,бархатистым,no_equality
4733,exploring,изучение,étude
4734,exploring,изучение,examen
4735,exploring,изучение,explorer
4736,exploring,поиск,recherche
4737,exploring,исследования,exploration
4738,exploring,исследования,étude
4739,exploring,исследования,examen
4740,exploring,исследования,explorer
4741,exploring,исследования,étudier
4742,exploring,исследование,exploration
4743,exploring,исследование,étude
4744,exploring,изучает,no_equality
4745,exploring,изучить,no_equality
4746,exploring,изучают,no_equality
4747,exploring,изучать,no_equality
4748,exploring,исследовать,no_equality
4749,exploring,рассматривает,no_equality
4750,exploring,изучаем,étudie
4751,exploring,изучая,no_equality
4752,exploring,изыскивает,explore
4753,exploring,изыскивает,étudie
4754,exploring,изыскивает,recherche
4755,exploring,рассмотреть,no_equality
4756,exploring,исследовании,exploration
4757,exploring,исследовании,étude
4758,exploring,исследовании,recherche
4759,souls,души,âme
4760,souls,душ,âme
4761,souls,душами,âme
4762,souls,душах,âme
4763,souls,душу,âme
4764,souls,душам,no_equality
4765,souls,душа,âme
4766,souls,душа,personne
4767,souls,душой,âme
4768,souls,усопших,no_equality
4769,souls,душе,âme
4770,souls,сердцах,no_equality
4771,buzz,базз,buzz
4772,buzz,кайф,buzz
4773,buzz,кайф,planer
4774,buzz,баз,buzz
4775,buzz,базза,buzz
4776,buzz,баззом,buzz
4777,buzz,гул,bourdonnement
4778,buzz,гудение,bourdonnement
4779,buzz,шумиху,no_equality
4780,buzz,жужжат,no_equality
4781,buzz,жужжим,no_equality
4782,buzz,баззу,buzz
4783,buzz,buzz,no_equality
4784,buzz,шум,bourdonnement
4785,buzz,шума,no_equality
4786,embraces,охватывает,englobe
4787,embraces,охватывает,comprend
4788,embraces,охватывает,couvre
4789,embraces,охватывает,recouvre
4790,embraces,включает,englobe
