,trigram,freq
62765,"('and_CCONJ', 'for_ADP', 'a_DET')",2
42224,"('can_AUX', 'be_AUX', 'make_VERB')",2
62677,"('’t_ADV', 'one_NUM', 'of_ADP')",2
21986,"('to_PART', 'be_VERB', 'a_DET')",2
25592,"('be_AUX', 'they_PRON', 'and_CCONJ')",2
62676,"('wasn_VERB', '’t_ADV', 'one_NUM')",2
25591,"('what_PRON', 'be_AUX', 'they_PRON')",2
25590,"('and_CCONJ', 'what_PRON', 'be_AUX')",2
3047,"('regard_VERB', 'i_PRON', 'with_ADP')",2
42149,"('be_AUX', 'this_DET', 'way_NOUN')",2
3044,"('little_ADJ', 'way_NOUN', 'off_ADV')",2
43265,"('be_AUX', 'listen_VERB', 'to_ADP')",2
3039,"('to_ADP', 'the_DET', 'raven_NOUN')",2
3036,"('i_NOUN', 'I_PRON', 'turn_VERB')",2
43262,"('he_PRON', 'say_VERB', 'he_PRON')",2
3031,"('the_DET', 'only_ADV', 'living_ADJ')",2
1678,"('I_PRON', 'tell_VERB', 'he_PRON')",2
1652,"('in_ADP', 'its_DET', 'place_NOUN')",2
22839,"('and_CCONJ', 'have_AUX', 'be_AUX')",2
42130,"('to_PART', 'use_VERB', 'pointer_NOUN')",2
62700,"('be_AUX', 'a_DET', 'priest_NOUN')",2
43306,"('experience_NOUN', 'he_PRON', 'have_AUX')",2
43305,"('the_DET', 'experience_NOUN', 'he_PRON')",2
61990,"('he_PRON', 'into_ADP', 'the_DET')",2
61991,"('into_ADP', 'the_DET', 'forest_NOUN')",2
43304,"('memory_NOUN', 'of_ADP', 'the_DET')",2
43303,"('the_DET', 'memory_NOUN', 'of_ADP')",2
65378,"('to_ADP', 'the_DET', 'two_NUM')",2
3069,"('and_CCONJ', 'I_PRON', 'turn_VERB')",2
21973,"('have_VERB', 'they_PRON', 'if_SCONJ')",2
45784,"('be_AUX', 'here_ADV', 'to_PART')",2
45786,"('to_PART', 'show_VERB', 'you_PRON')",2
21974,"('they_PRON', 'if_SCONJ', 'he_PRON')",2
22842,"('in_ADP', 'charge_NOUN', 'of_ADP')",2
1643,"('the_DET', 'mask_VERB', 'door_NOUN')",2
1679,"('tell_VERB', 'he_PRON', 'all_PRON')",2
3029,"('as_ADP', 'to_ADP', 'the_DET')",2
64610,"('want_VERB', 'to_PART', 'help_VERB')",2
2976,"('I_PRON', 'see_VERB', 'nothing_NOUN')",2
42189,"('the_DET', 'pointer_NOUN', 'type_NOUN')",2
64641,"('it_PRON', 'be_AUX', 'her_DET')",2
24916,"('to_ADP', 'a_DET', 'place_NOUN')",2
2983,"('involve_VERB', 'in_ADP', 'a_DET')",2
24917,"('a_DET', 'place_NOUN', 'I_PRON')",2
22040,"('be_AUX', 'make_VERB', 'he_PRON')",2
1732,"('have_AUX', 'cease_VERB', 'to_PART')",2
22788,"('of_ADP', 'such_DET', 'a_DET')",2
22773,"('essential_ADJ', 'to_ADP', 'their_DET')",2
24925,"('name_NOUN', 'I_PRON', 'have_AUX')",2
2958,"('can_AUX', 'not_PART', 'distinguish_VERB')",2
22058,"('he_PRON', 'hate_VERB', 'the_DET')",2
46617,"('not_PART', 'that_SCONJ', 'I_PRON')",2
1741,"('careful_ADJ', 'not_PART', 'to_PART')",2
22030,"('in_ADP', 'his_DET', 'hand_NOUN')",2
2996,"('my_DET', 'arm_NOUN', 'and_CCONJ')",2
42161,"('of_ADP', 'thing_NOUN', 'that_PRON')",2
1698,"('old_ADJ', 'gentleman_NOUN', 'be_AUX')",2
83594,"('reach_VERB', 'out_ADP', 'and_CCONJ')",2
22006,"('can_AUX', 'see_VERB', 'how_ADV')",2
83590,"('the_DET', 'thing_NOUN', 'we_PRON')",2
65347,"('think_VERB', 'of_ADP', 'a_DET')",2
25571,"('now_ADV', 'if_SCONJ', 'you_PRON')",2
25567,"('thank_VERB', 'you_PRON', 'madam_NOUN')",2
64627,"('against_ADP', 'the_DET', 'side_NOUN')",2
82465,"('huh_NOUN', 'Ciara_PROPN', 'you_PRON')",2
3006,"('and_CCONJ', 'that_SCONJ', 'if_SCONJ')",2
43242,"('start_VERB', 'with_ADP', 'a_DET')",2
43238,"('right_ADJ', 'now_ADV', 'I_PRON')",2
62648,"('to_ADP', 'the_DET', 'pool_NOUN')",2
1713,"('see_VERB', 'he_PRON', 'he_PRON')",2
82464,"('uh_ADJ', 'huh_NOUN', 'Ciara_PROPN')",2
25608,"('have_AUX', 'find_VERB', 'in_ADP')",2
25609,"('find_VERB', 'in_ADP', 'this_DET')",2
43307,"('he_PRON', 'have_AUX', 'have_VERB')",2
1542,"('back_NOUN', 'of_ADP', 'a_DET')",2
21920,"('but_CCONJ', 'when_SCONJ', 'he_PRON')",2
43373,"('be_AUX', 'capable_ADJ', 'of_ADP')",2
1531,"('and_CCONJ', 'let_VERB', 'my_DET')",2
1533,"('my_DET', 'eye_NOUN', 'go_VERB')",2
1534,"('eye_NOUN', 'go_VERB', 'wander_NOUN')",2
22903,"('what_PRON', 'seem_VERB', 'to_PART')",2
42077,"('be_AUX', 'make_VERB', 'this_DET')",2
24799,"('never_ADV', 'turn_VERB', 'her_DET')",2
3156,"('through_ADP', 'the_DET', 'door_NOUN')",2
3155,"('come_VERB', 'through_ADP', 'the_DET')",2
43362,"('a_DET', 'experiencing_VERB', 'self_NOUN')",2
3154,"('you_PRON', 'come_VERB', 'through_ADP')",2
82328,"('you_PRON', 'be_AUX', 'out_ADP')",2
82329,"('be_AUX', 'out_ADP', 'of_ADP')",2
24801,"('her_DET', 'face_NOUN', 'to_ADP')",2
42067,"('it_PRON', 'be_AUX', 'part_ADJ')",2
43354,"('of_ADP', 'other_ADJ', 'people_NOUN')",2
1505,"('have_AUX', 'say_VERB', 'something_PRON')",2
45700,"('without_ADP', 'you_PRON', 'and_CCONJ')",2
45701,"('and_CCONJ', 'you_PRON', 'get_VERB')",2
62763,"('on_ADP', 'her_DET', 'and_CCONJ')",2
22921,"('be_AUX', 'that_SCONJ', 'her_DET')",2
1504,"('can_AUX', 'have_AUX', 'say_VERB')",2
3181,"('may_AUX', 'be_AUX', 'at_ADP')",2
45705,"('it_PRON', 'be_AUX', 'pretty_ADV')",2
65430,"('where_ADV', 'she_PRON', '’_VERB')",2
1510,"('the_DET', 'afternoon_NOUN', 'I_PRON')",2
43387,"('be_AUX', 'the_DET', 'experiencing_VERB')",2
42059,"('some_PRON', 'of_ADP', 'it_PRON')",2
21914,"('will_AUX', 'not_PART', 'believe_VERB')",2
42064,"('can_AUX', 'be_AUX', 'frustrat_VERB')",2
3169,"('all_PRON', 'about_ADP', 'i_NOUN')",2
82330,"('out_ADP', 'of_ADP', 'control_NOUN')",2
3143,"('here_ADV', 'I_PRON', 'say_VERB')",2
61987,"('she_PRON', 'shrugge_VERB', 'and_CCONJ')",2
62711,"('what_PRON', 'may_AUX', 'be_AUX')",2
25619,"('some_DET', 'light_NOUN', 'on_ADP')",2
64561,"('the_DET', 'sou_DET', 'taste_NOUN')",2
64562,"('sou_DET', 'taste_NOUN', 'in_ADP')",2
1598,"('I_PRON', 'have_AUX', 'have_VERB')",2
1599,"('have_AUX', 'have_VERB', 'a_DET')",2
83659,"('of_ADP', 'us_DET', 'sphere_NOUN')",2
45771,"('new_ADJ', 'way_NOUN', 'to_PART')",2
61976,"('push_VERB', 'away_ADV', 'from_ADP')",2
45773,"('to_PART', 'do_VERB', 'thing_NOUN')",2
46718,"('and_CCONJ', 'follow_VERB', 'they_PRON')",2
1610,"('again_ADV', 'to_ADP', 'my_DET')",2
1615,"('however_ADV', 'I_PRON', 'can_AUX')",2
1618,"('not_PART', 'help_VERB', 'feel_VERB')",2
1620,"('feel_VERB', 'a_DET', 'little_ADJ')",2
43327,"('the_DET', 'memory_NOUN', 'be_AUX')",2
3101,"('at_ADP', 'any_DET', 'moment_NOUN')",2
25636,"('which_PRON', 'of_ADP', 'course_ADV')",2
45754,"('need_VERB', 'to_PART', 'change_VERB')",2
3140,"('do_AUX', 'I_PRON', 'get_VERB')",2
42087,"('more_ADV', 'of_ADP', 'the_DET')",2
25633,"('I_PRON', 'be_AUX', 'tell_VERB')",2
1563,"('the_DET', 'masked_VERB', 'door_NOUN')",2
62721,"('hand_NOUN', 'there_ADV', 'be_AUX')",2
62719,"('of_ADP', 'one_NUM', 'hand_NOUN')",2
65403,"('the_DET', 'van_NOUN', 'but_CCONJ')",2
1586,"('have_VERB', 'no_DET', 'other_ADJ')",2
1582,"('look_VERB', 'into_ADP', 'the_DET')",2
82354,"('be_AUX', 'not_PART', 'attach_VERB')",2
82355,"('not_PART', 'attach_VERB', 'to_ADP')",2
45757,"('with_ADP', 'it_PRON', 'the_DET')",2
82356,"('attach_VERB', 'to_ADP', 'material_ADJ')",2
45759,"('it_PRON', 'be_AUX', 'never_ADV')",2
43209,"('can_AUX', 'not_PART', 'think_VERB')",2
1745,"('to_ADP', 'he_PRON', 'the_DET')",2
25069,"('have_AUX', 'be_AUX', 'ask_VERB')",2
1746,"('he_PRON', 'the_DET', 'place_NOUN')",2
64736,"('of_ADP', 'the_DET', 'coffee_NOUN')",2
1869,"('he_PRON', 'can_AUX', 'not_PART')",2
65216,"('to_PART', 'go_VERB', 'through_ADP')",2
62553,"('but_CCONJ', 'it_PRON', 'can_AUX')",2
65215,"('still_ADV', 'have_VERB', 'to_PART')",2
83438,"('follow_VERB', 'the_DET', 'rule_NOUN')",2
82649,"('dance_NOUN', 'all_PRON', 'night_AUX')",2
1883,"('have_AUX', 'se_VERB', 'the_DET')",2
25018,"('may_AUX', 'be_AUX', 'what_PRON')",2
22157,"('not_PART', 'know_VERB', 'about_ADP')",2
83425,"('search_NOUN', 'for_ADP', 'truth_NOUN')",2
43091,"('trap_NOUN', 'be_AUX', 'a_DET')",2
25027,"('on_ADP', 'as_ADP', 'if_SCONJ')",2
43087,"('the_DET', 'first_NOUN', 'of_ADP')",2
62154,"('the_DET', 'pool_NOUN', 'on_ADP')",2
43117,"('many_ADJ', 'different_ADJ', 'thing_NOUN')",2
22150,"('I_PRON', 'come_VERB', 'from_ADP')",2
65219,"('kind_NOUN', 'of_ADP', 'hell_NOUN')",2
22703,"('ought_VERB', 'to_PART', 'be_AUX')",2
64712,"('the_DET', 'street_ADJ', 'people_NOUN')",2
2831,"('a_DET', 'far_ADV', 'off_ADV')",2
2830,"('of_ADP', 'a_DET', 'far_ADV')",2
2829,"('top_NOUN', 'of_ADP', 'a_DET')",2
82615,"('dance_NOUN', 'all_PRON', 'nay_AUX')",2
82616,"('all_PRON', 'nay_AUX', 'long_ADV')",2
42299,"('tend_VERB', 'to_PART', 'have_VERB')",2
1857,"('the_DET', 'arm_NOUN', 'of_ADP')",2
43139,"('ll_AUX', 'have_VERB', 'to_PART')",2
43138,"(""'_PART"", 'll_AUX', 'have_VERB')",2
24991,"('name_NOUN', 'it_PRON', 'will_AUX')",2
1849,"('of_ADP', 'the_DET', 'maid_NOUN')",2
22140,"('it_PRON', 'will_AUX', 'come_VERB')",2
22689,"('thought_NOUN', 'and_CCONJ', 'feeling_NOUN')",2
42345,"('that_PRON', 'be_AUX', 'write_VERB')",2
42346,"('be_AUX', 'write_VERB', 'in_ADP')",2
45982,"('back_ADV', 'and_CCONJ', 'forth_ADV')",2
43044,"('straight_NOUN', 'about_ADP', 'happiness_NOUN')",2
2720,"('which_PRON', 'stood_VERB', 'a_DET')",2
25395,"('what_PRON', 'she_PRON', 'have_AUX')",2
2718,"('top_NOUN', 'of_ADP', 'which_PRON')",2
64793,"('to_ADP', 'the_DET', 'homeless_NOUN')",2
64794,"('the_DET', 'homeless_NOUN', 'man_NOUN')",2
22215,"('will_AUX', 'tell_VERB', 'you_PRON')",2
25389,"('half_ADP', 'of_ADP', 'it_PRON')",2
1939,"('be_AUX', 'wholesome_VERB', 'for_ADP')",2
43043,"('think_VERB', 'straight_NOUN', 'about_ADP')",2
46023,"('to_PART', 'get_VERB', 'they_PRON')",2
25065,"('be_AUX', 'the_DET', 'second_ADJ')",2
1959,"('be_AUX', 'probably_ADV', 'the_DET')",2
2704,"('old_ADJ', 'fashione_VERB', 'and_CCONJ')",2
22227,"('not_PART', 'know_VERB', 'you_PRON')",2
25396,"('she_PRON', 'have_AUX', 'not_PART')",2
62512,"('gaze_NOUN', 'from_ADP', 'the_DET')",2
42347,"('write_VERB', 'in_ADP', 'C++_NOUN')",2
62167,"('a_DET', 'clutter_NOUN', 'of_ADP')",2
22647,"('have_AUX', 'have_VERB', 'the_DET')",2
62528,"('as_ADP', 'if_SCONJ', 'he_PRON')",2
43075,"('because_SCONJ', 'it_PRON', 'turn_VERB')",2
62163,"('of_ADP', 'the_DET', 'pond_NOUN')",2
22183,"('tell_ADV', 'i_PRON', 'what_PRON')",2
2753,"('I_PRON', 'become_VERB', 'aware_ADJ')",2
1922,"('among_ADP', 'the_DET', 'book_NOUN')",2
25051,"('I_PRON', 'discover_VERB', 'that_SCONJ')",2
45996,"('and_CCONJ', 'press_NOUN', 'release_NOUN')",2
1925,"('Sir_PROPN', 'Upward_PROPN', 'be_AUX')",2
22199,"('not_PART', 'like_ADP', 'you_PRON')",2
22201,"('you_PRON', 'good_ADJ', 'giant_NOUN')",2
22632,"('the_DET', 'other_ADJ', 'way_NOUN')",2
46461,"('this_PRON', 'can_AUX', 'be_AUX')",2
22116,"('will_AUX', 'not_PART', 'remember_VERB')",2
1826,"('on_ADP', 'the_DET', 'matter_NOUN')",2
2852,"('to_PART', 'examine_VERB', 'the_DET')",2
43195,"('of_ADP', 'happiness_NOUN', 'and_CCONJ')",2
82535,"('by_ADP', 'I_PRON', ""'_X"")",2
82536,"('ll_NUM', 'I_PRON', ""'_X"")",2
82537,"(""'_X"", 'll_NUM', 'survive_VERB')",2
82538,"('ll_NUM', 'survive_VERB', 'while_SCONJ')",2
82539,"('survive_VERB', 'while_SCONJ', 'the_DET')",2
82540,"('world_NOUN', '’s_DET', 'crashing_NOUN')",2
82541,"('’s_DET', 'crashing_NOUN', 'down_ADV')",2
82533,"('ll_AUX', 'get_VERB', 'by_ADP')",2
82542,"('crashing_NOUN', 'down_ADV', 'while_SCONJ')",2
1767,"('but_CCONJ', 'the_DET', 'fact_NOUN')",2
1769,"('that_SCONJ', 'I_PRON', 'have_VERB')",2
82543,"('down_ADV', 'while_SCONJ', 'I_PRON')",2
82544,"('while_SCONJ', 'I_PRON', 'fall_VERB')",2
62614,"('see_VERB', 'the_DET', 'salmon_ADJ')",2
82534,"('get_VERB', 'by_ADP', 'I_PRON')",2
82532,"(""'_PART"", 'll_AUX', 'get_VERB')",2
82546,"('fall_VERB', 'and_CCONJ', 'hit_VERB')",2
65293,"('the_DET', 'people_NOUN', 'she_PRON')",2
82510,"('I_PRON', 'fall_VERB', 'down_ADV')",2
1751,"('by_ADP', 'a_DET', 'old_ADJ')",2
82511,"('fall_VERB', 'down_ADV', 'I_PRON')",2
46609,"('to_PART', 'list_VERB', 'they_PRON')",2
46605,"('want_VERB', 'to_PART', 'list_VERB')",2
1756,"('I_PRON', 'say_VERB', 'he_PRON')",2
65292,"('but_CCONJ', 'most_ADJ', 'of_ADP')",2
82531,"('ll_NUM', 'I_PRON', ""'_PART"")",2
1758,"('he_PRON', 'answer_VERB', 'that_SCONJ')",2
2933,"('the_DET', 'open_ADJ', 'air_NOUN')",2
2932,"('in_ADP', 'the_DET', 'open_ADJ')",2
46599,"('go_VERB', 'down_ADV', 'my_DET')",2
46593,"('you_PRON', 'but_CCONJ', 'I_PRON')",2
2922,"('the_DET', 'mirror_NOUN', 'and_CCONJ')",2
82545,"('I_PRON', 'fall_VERB', 'and_CCONJ')",2
43185,"('two_NUM', 'very_ADV', 'different_ADJ')",2
22109,"('hate_VERB', 'the_DET', 'little_ADJ')",2
25495,"('together_ADV', 'for_ADP', 'a_DET')",2
22091,"('find_VERB', 'he_PRON', 'a_DET')",2
1804,"('he_PRON', 'say_VERB', 'although_SCONJ')",2
22092,"('he_PRON', 'a_DET', 'giant_NOUN')",2
1809,"('house_NOUN', 'from_ADP', 'the_DET')",2
1810,"('from_ADP', 'the_DET', 'day_NOUN')",2
2872,"('a_DET', 'large_ADJ', 'and_CCONJ')",2
65263,"('what_PRON', 'to_PART', 'say_VERB')",2
2880,"('be_AUX', 'here_ADV', 'and_CCONJ')",2
65262,"('didn’t_ADV', 'know_VERB', 'what_PRON')",2
22103,"('be_AUX', 'the_DET', 'worst_NOUN')",2
2863,"('and_CCONJ', 'in_ADP', 'the_DET')",2
42276,"('C++_NOUN', 'do_AUX', 'not_PART')",2
1816,"('eight_NUM', 'year_NOUN', 'old_ADJ')",2
42278,"('not_PART', 'have_VERB', 'a_DET')",2
1803,"('he_PRON', 'he_PRON', 'say_VERB')",2
1800,"('he_PRON', 'have_AUX', 'never_ADV')",2
82547,"('and_CCONJ', 'hit_VERB', 'the_DET')",2
2897,"('the_DET', 'appearance_NOUN', 'of_ADP')",2
82548,"('hit_VERB', 'the_DET', 'ground_NOUN')",2
43184,"('be_AUX', 'two_NUM', 'very_ADV')",2
82549,"('will_AUX', 'turn_VERB', 'my_ADJ')",2
82550,"('turn_VERB', 'my_ADJ', 'around_NOUN')",2
82551,"('my_ADJ', 'around_NOUN', '___')",2
82552,"('around_NOUN', '___', 'do_AUX')",2
82553,"('not_PART', 'you_PRON', 'try_VERB')",2
1798,"('old_ADJ', 'gentleman_NOUN', 'he_PRON')",2
82554,"('try_VERB', 'to_PART', 'stop_VERB')",2
82555,"('to_PART', 'stop_VERB', 'i_PRON')",2
82556,"('stop_VERB', 'i_PRON', 'I_PRON')",2
62605,"('to_PART', 'ask_VERB', 'for_ADP')",2
82559,"('I_PRON', 'walk_VERB', 'around_ADP')",2
22734,"('I_PRON', 'will_AUX', 'do_VERB')",2
461,"('find_VERB', 'he_PRON', 'I_PRON')",2
25228,"('the_DET', 'power_NOUN', 'of_ADP')",2
21243,"('we_PRON', 'be_AUX', 'all_DET')",2
41128,"('say_VERB', 'here_ADV', 'be_AUX')",2
47689,"('i_PRON', 'go_VERB', 'Will_PROPN')",2
61248,"('and_CCONJ', 'then_ADV', 'she_PRON')",2
63499,"('you_PRON', 'couldn_VERB', '’t_ADV')",2
47686,"('Bismillah_ADV', 'we_PRON', 'will_AUX')",2
4211,"('it_PRON', 'than_ADP', 'you_PRON')",2
251,"('in_ADP', 'the_DET', 'top_NOUN')",2
63613,"('to_ADP', 'the_DET', 'street_NOUN')",2
63373,"('they_PRON', 'be_AUX', 'try_VERB')",2
21101,"('shall_AUX', 'not_PART', 'be_AUX')",2
23932,"('soon_ADV', 'as_ADP', 'the_DET')",2
44630,"('a_DET', 'completely_ADV', 'different_ADJ')",2
84921,"('you_PRON', 'go_VERB', 'on_ADP')",2
21287,"('be_AUX', 'silent_VERB', 'for_ADP')",2
47825,"('be_AUX', 'still_ADV', 'a_DET')",2
44629,"('be_AUX', 'a_DET', 'completely_ADV')",2
63611,"('return_VERB', 'his_DET', 'attention_NOUN')",2
63372,"('people_NOUN', 'they_PRON', 'be_AUX')",2
21288,"('a_DET', 'moment_NOUN', 'then_ADV')",2
47690,"('go_VERB', 'Will_PROPN', 'not_PART')",2
44256,"('do_AUX', 'not_PART', 'need_VERB')",2
23736,"('I_PRON', 'ask_VERB', 'how_ADV')",2
41304,"('well_ADV', 'in_ADP', 'the_DET')",2
41133,"('how_ADV', 'to_PART', 'express_VERB')",2
24062,"('leave_VERB', 'the_DET', 'country_NOUN')",2
63815,"('Styrofoam_PROPN', 'cup_NOUN', 'of_ADP')",2
47693,"('let_NOUN', 'you_PRON', 'go_VERB')",2
81361,"('she_PRON', '’d_VERB', 'only_ADV')",2
47692,"('not_PART', 'let_NOUN', 'you_PRON')",2
47691,"('Will_PROPN', 'not_PART', 'let_NOUN')",2
23876,"('that_SCONJ', 'you_PRON', 'may_AUX')",2
4212,"('than_ADP', 'you_PRON', 'can_AUX')",2
431,"('my_DET', 'father_NOUN', 'die_VERB')",2
297,"('of_ADP', 'a_DET', 'distant_ADJ')",2
84942,"('believe_VERB', 'that_SCONJ', 'the_DET')",2
66,"('that_DET', 'part_NOUN', 'of_ADP')",2
66221,"('she_PRON', '’d_VERB', 'never_ADV')",2
44239,"('of_ADP', 'the_DET', 'remembering_NOUN')",2
41076,"('the_DET', 'difference_NOUN', 'in_ADP')",2
228,"('of_ADP', 'their_DET', 'life_NOUN')",2
4260,"('where_ADV', 'you_PRON', 'can_AUX')",2
84943,"('that_SCONJ', 'the_DET', 'heart_NOUN')",2
68,"('of_ADP', 'the_DET', 'land_NOUN')",2
26274,"('I_PRON', 'must_AUX', 'leave_VERB')",2
47652,"('he_PRON', ""'s_PART"", 'just_ADV')",2
21,"('the_DET', 'setting_VERB', 'sun_NOUN')",2
44576,"('how_ADV', 'happy_ADJ', 'be_AUX')",2
47684,"('he_PRON', 'go_VERB', 'Bismillah_ADV')",2
81146,"('the_DET', 'kitchen_ADJ', 'door_NOUN')",2
44515,"('you_PRON', 'think_VERB', 'in_ADP')",2
47683,"('let_PROPN', 'he_PRON', 'go_VERB')",2
4450,"('and_CCONJ', 'I_PRON', 'make_VERB')",2
26256,"('a_DET', 'cup_NOUN', 'of_ADP')",2
4449,"('way_NOUN', 'and_CCONJ', 'I_PRON')",2
20962,"('feed_VERB', 'he_PRON', 'I_PRON')",2
4448,"('my_DET', 'way_NOUN', 'and_CCONJ')",2
66334,"('didn_VERB', '’t_ADJ', 'think_NOUN')",2
47653,"(""'s_PART"", 'just_ADV', 'a_DET')",2
66131,"('make_VERB', 'from_ADP', 'hop_NOUN')",2
63403,"('of_ADP', 'the_DET', 'wind_NOUN')",2
4269,"('place_NOUN', 'you_PRON', 'can_AUX')",2
44425,"('why_ADV', 'do_AUX', 'we_PRON')",2
40949,"('the_DET', 'answer_NOUN', 'be_AUX')",2
44575,"('ask_VERB', 'how_ADV', 'happy_ADJ')",2
21137,"('will_AUX', 'you_PRON', 'tell_VERB')",2
4262,"('can_AUX', 'go_VERB', 'out_ADP')",2
44259,"('I_PRON', 'have_VERB', 'that_SCONJ')",2
20941,"('the_DET', 'last_ADJ', 'time_NOUN')",2
44516,"('think_VERB', 'in_ADP', 'term_NOUN')",2
26382,"('of_ADP', 'the_DET', 'desert_NOUN')",2
21098,"('she_PRON', 'reply_VERB', 'I_PRON')",2
41232,"('fancier_ADJ', 'feature_NOUN', 'of_ADP')",2
40947,"('to_PART', 'start_VERB', 'the_DET')",2
24059,"('that_SCONJ', 'they_PRON', 'shall_AUX')",2
41231,"('the_DET', 'fancier_ADJ', 'feature_NOUN')",2
21096,"('do_VERB', 'that_SCONJ', 'she_PRON')",2
21294,"('they_PRON', 'may_AUX', 'be_AUX')",2
436,"('be_AUX', 'yet_ADV', 'a_DET')",2
40918,"('Java_PROPN', 'be_AUX', 'actually_ADV')",2
44623,"('time_NOUN', 'if_SCONJ', 'you_PRON')",2
4126,"('see_VERB', 'he_PRON', 'before_ADP')",2
47685,"('go_VERB', 'Bismillah_ADV', 'we_PRON')",2
23646,"('the_DET', 'moon_NOUN', 'just_ADV')",2
44617,"('of_ADP', 'the_DET', 'happiness_NOUN')",2
84934,"('go_VERB', 'on_ADP', 'near_ADV')",2
21056,"('nothing_NOUN', 'for_ADP', 'the_DET')",2
21131,"('to_ADP', 'the_DET', 'question_NOUN')",2
73,"('unknown_ADJ', 'to_ADP', 'i_PRON')",2
41249,"('of_ADP', 'C++_NOUN', 'that_SCONJ')",2
44314,"('I_PRON', 'think_VERB', 'about_ADP')",2
41314,"('that_SCONJ', 'you_PRON', '’re_ADV')",2
4476,"('two_NUM', 'of_ADP', 'the_DET')",2
20957,"('I_PRON', 'answer_VERB', 'but_CCONJ')",2
41182,"('we_PRON', '’ll_AUX', 'see_VERB')",2
44804,"('sense_NOUN', 'of_ADP', 'the_DET')",2
44712,"('there_ADV', 'be_AUX', 'now_ADV')",2
21118,"('they_PRON', 'when_SCONJ', 'they_PRON')",2
41184,"('see_VERB', 'how_ADV', 'to_PART')",2
47735,"('think_VERB', 'you_PRON', 'can_AUX')",2
41062,"('just_ADV', 'talk_VERB', 'about_ADP')",2
21212,"('so_ADV', 'I_PRON', 'hope_VERB')",2
4243,"('at_ADP', 'home_NOUN', 'in_ADP')",2
41063,"('talk_VERB', 'about_ADP', 'how_ADV')",2
61226,"('he_PRON', 'be_AUX', 'one_NUM')",2
23861,"('so_ADV', 'far_ADV', 'from_ADP')",2
66094,"('feel_VERB', 'the_DET', 'heat_NOUN')",2
84938,"('wherever_SCONJ', 'you_PRON', 'be_AUX')",2
4323,"('but_CCONJ', 'I_PRON', '___')",2
4239,"('you_PRON', 'must_AUX', 'get_VERB')",2
21261,"('in_ADP', 'her_DET', 'voice_NOUN')",2
4358,"('know_VERB', 'it_PRON', 'be_AUX')",2
63557,"('say_VERB', 'as_SCONJ', 'she_PRON')",2
4327,"('I_PRON', 'gaze_VERB', 'after_ADP')",2
44528,"('you_PRON', 'may_AUX', 'get_VERB')",2
66274,"('her_DET', 'voice_NOUN', 'trail_VERB')",2
63556,"('she_PRON', 'say_VERB', 'as_SCONJ')",2
4326,"('it_PRON', 'I_PRON', 'gaze_VERB')",2
4359,"('it_PRON', 'be_AUX', 'I_PRON')",2
44803,"('you_PRON', 'a_DET', 'sense_NOUN')",2
21123,"('where_ADV', 'do_VERB', 'they_PRON')",2
44711,"('year_NOUN', 'and_CCONJ', 'there_ADV')",2
41030,"('C++_NOUN', 'if_SCONJ', 'you_PRON')",2
26292,"('I_PRON', 'have_VERB', 'and_CCONJ')",2
66310,"('in_ADP', 'the_DET', 'least_ADJ')",2
61222,"('’t_ADV', 'have_VERB', 'to_PART')",2
41183,"('’ll_AUX', 'see_VERB', 'how_ADV')",2
63438,"('up_ADV', 'under_ADP', 'her_DET')",2
44315,"('think_VERB', 'about_ADP', 'a_DET')",2
47733,"('so_SCONJ', 'you_PRON', 'think_VERB')",2
4331,"('until_SCONJ', 'I_PRON', 'see_VERB')",2
23732,"('she_PRON', 'can_AUX', 'not_PART')",2
24052,"('of_ADP', 'my_DET', 'little_ADJ')",2
235,"('be_AUX', 'simply_ADV', 'a_DET')",2
26467,"('to_ADP', 'the_DET', 'moon_NOUN')",2
63393,"('look_VERB', 'for_ADP', 'a_DET')",2
84940,"('be_AUX', 'I_PRON', 'believe_VERB')",2
40944,"('much_ADJ', 'C++_NOUN', 'do_AUX')",2
66212,"('be_AUX', 'make_VERB', 'from_ADP')",2
44716,"('to_PART', 'measure_VERB', 'the_DET')",2
4481,"('have_VERB', 'no_DET', 'colour_NOUN')",2
41070,"('in_ADP', 'C++_NOUN', 'and_CCONJ')",2
26277,"('you_PRON', 'in_ADP', 'the_DET')",2
41264,"('use_NOUN', 'of_ADP', 'the_DET')",2
44323,"('few_ADJ', 'year_NOUN', 'ago_ADV')",2
4386,"('to_PART', 'find_VERB', 'my_PRON')",2
177,"('in_ADP', 'the_DET', 'least_ADV')",2
4482,"('no_DET', 'colour_NOUN', 'but_CCONJ')",2
40945,"('C++_NOUN', 'do_AUX', 'you_PRON')",2
84941,"('I_PRON', 'believe_VERB', 'that_SCONJ')",2
4521,"('as_SCONJ', 'I_PRON', 'went_VERB')",2
66210,"('you_PRON', 'say_VERB', 'it_PRON')",2
23720,"('be_AUX', 'that_SCONJ', 'she_PRON')",2
4219,"('more_ADJ', 'than_ADP', 'you_PRON')",2
23620,"('i_PRON', 'as_SCONJ', 'we_PRON')",2
47700,"('never_ADV', 'let_VERB', 'i_PRON')",2
26243,"('the_DET', 'chamber_NOUN', 'of_ADP')",2
41145,"('it_PRON', '’_VERB', 'just_ADV')",2
24125,"('never_ADV', 'have_VERB', 'a_DET')",2
4223,"('to_PART', 'see_VERB', 'you_PRON')",2
47629,"('will_AUX', 'you_PRON', 'do_AUX')",2
